Text,CUIS
current alcohol use no total no,C0521116;C0001948;C1705970;C0439175;C0439810
history of gi bleeding or ulcer no total no,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0041582;C3887532;C0439175;C0439810
medications at study entry no total no,C0013175;C1705654;C0439175;C0439810
supplementary figure $nmbr$ hazard ratios for the composite gastrointestinal endpoint in multiple subgroups,C0598697;C0456603;C1610540;C0439064;C1079230
supplementary figure $nmbr$ hazard ratios for the composite cardiovascular endpoint in multiple subgroups with and without various forms of vascular disease,C0598697;C0456603;C1610540;C0439064;C1079230;C0348078;C0042373;C0376315
rolofylline,C0166128
p valuej,C0369773;C2603361
measurements,C0242485
heart rate at rest in the supine position beats min,C0018810;C0035253;C1622890;C0038846;C0439385
respiratory rate breaths min,C0231832;C0439386;C0489258
bnp pg ml h,C2827929
nt probnp pg ml h,C2827929
left ventricular ejection fraction within previous $nmbr$ mo,C0428772;C0488728
heart failure $nmbr$ mo before admission,C0026544;C0332177
biventricular pacemaker,C1719274
copd or asthma,C0024117;C1412502;C3714496;C0004096;C2984299
treatment before admission,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
aldosterone blocker,C0002006
nitrates oral or topical,C0442027;C4521986;C0332237
treatment after admission,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
days of study drug administration $nmbr$ day,C2826182
$nmbr$ or $nmbr$ days,C0439228
medications through day $nmbr$,C0013227;C0802604;C2598133;C4284232
total intravenous loop diuretic mg median,C0549183;C0876920;C2347635;C2348144;C2939193
intravenous inotropes or vasopressors,C0348016;C0042397
intravenous vasodilators,C0443081
medications at discharge or day $nmbr$ if earlier,C0806915;C0332173;C0439228;C0439505;C1279919
figure $nmbr$ a subgroup results for primary endpoint,C1274040;C1546471;C2825142
figure $nmbr$ b subgroup results for death or cardiovascular or renal rehospitalizatiou,C1274040;C1546471;C2825142;C0007226;C3887460;C0022646
placebo mtx n $nmbr$,C0032042;C0025677;C1417487;C1696465;C1706408
rituximab $nmbr$ x $nmbr$ mg mtx n $nmbr$,C0024671;C0025677;C1417487;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
percentage with disease duration,C0439165;C1549488;C1561533
no previous dmard therapy,C0039798;C0087111;C1363945
receiving concomitant corticosteroids,C1514756;C0001617;C3539185;C3540725;C3540726;C3540727
receiving concomitant nsaids and or cox $nmbr$ inhibitors,C1514756;C0521115;C0003211;C0085387
swollen joint count $nmbr$ $nmbr$ possible joints,C0451521;C0332149;C1705910;C2362652
tender joint count $nmbr$ $nmbr$ possible joints,C0451530;C0332149;C1705910;C2362652
c reactive protein mg dl,C0006560;C0439269;C1413716;C4048285
health assessment questionnaire $nmbr$ $nmbr$ range,C1514721;C2348147;C3542016
das $nmbr$ esr,C0051767;C3811131;C0057671
rheumatoid factor positive,C0439178;C1446409;C1514241;C2825490;C3812269
baseline mean mtss,C0168634;C0444504;C2347634;C2348143;C1442488
seropositive rf ve and or acpa ve subgroup,C0035448;C0201660;C0748398;C1547111;C1525410;C1706063;C1079230;C1515021
seronegative rf ve and acpa ve subgroup,C0035448;C0201660;C0748398;C1547111;C1525410;C1706063;C1079230;C1515021
placebo mtx,C0025677;C1417487
rituximab $nmbr$ x $nmbr$ mg mtx,C0025677;C1417487
joint damage outcomes mitt population,C0032659;C1257890
n $nmbr$ t,C0369718;C0441922
week $nmbr$,C0332174;C0439230
change in mtss mean,C0392747;C0443172;C1705241;C4319952
change in erosion score mean,C0392747;C0443172;C1705241;C4319952
patients with no progression,C0030705;C0242656;C0449258
or unadjusted,C1439367
itt,
disease activity outcomes itt population week $nmbr$,C0332174;C0439230
acr $nmbr$,C1412134;C1515941
major clinical response,C0205082;C4055223;C0205164;C4318856;C4521762
mean acrn,C0444504;C2347634;C2348143
eular good response,C0871261;C1704632;C1706817;C2911692
das $nmbr$ esr lda,C0051767;C4553195;C0057671
das $nmbr$ esr remission,C0544452;C0687702
change in das $nmbr$ esr mean i physical function outcomes week $nmbr$,C0392747;C0443172;C1705241;C4319952
change in haq di mean t,C0392747;C0443172;C1705241;C4319952
with haq di decrease $nmbr$ $nmbr$,C0392756;C0547047
fenofibric acid n $nmbr$,C0060179
rosuvastain fenofibric acid n $nmbr$,C0060179
type $nmbr$ diabetes mellitusa,C1320657
metabolic syndromeb,C0311400;C1524026;C2707259
baseline lipids mg dl,C0023779;C0439269
tg median min max,C0337445;C0549183;C0876920;C2347635;C2348144;C2939193
rosuvastatin fenofibric acid,C0965129;C0060179
diabeticb,
final mean mg dl,C0205088;C0439269;C1546485;C3853528
mean change se,C0392747;C0036919;C0443172;C1705241;C4319952
$nmbr$ $nmbr$ c,
hdl c high density lipoprotein cholesterol ldl c low density lipoprotein cholesterol sestandard error tg triglycerides,C0062152
ap value from an ancova with corresponding baseline lipid value as the covariate and with a effect for treatment group,C0002680;C1522609;C3887950;C0023779;C1280500;C1518681;C2348382;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
brandomization was stratified by diabetic status,C0205363;C0241863
crosuvastatin fenofibric acid vs rosuvastatin monotherapy,C0060179;C0965129
drosuvastatin fenofibric acid vs fenofibric acid monotherapy,C0060179
cure trial,C1880198;C0008976
active a,C0205177;C3853793;C3888249
ancestry f,C0016327
european,C0239307;C1535514
latin american,C1553378
age yij,C0001779
without stent,C0038257
with stent,C0038257
metabolizer phenotype,C0031437;C1285572
poor,C0032854;C0542537;C2700379
ultra,C0728475
outcome and metabolizer phenotype,C1274040;C0031437;C1285572
placebo patients with events,C0032042;C0030705;C1696465;C1706408
clopidogrel total no of patients,C0439175;C0439810;C0030705
pvalue for heterogeneity,C0019409;C0242960
first primary composite outcome,C0205199;C1274040;C1547335
second primary composite outcome,C0205199;C1274040;C1547335
placebo patients with events total,C0032042;C0030705;C1696465;C1706408
clopidogrel no of patients,C0070166;C0030705
primary composite outcome,C0205199;C1274040;C1547335
all participants n $nmbr$,C0679646
dha n $nmbr$,C0142831;C2348308
education mean sd ya,C0013621;C0013622;C0013658;C0039401
apoe e $nmbr$ carriers no,C0003595;C0007294;C0523511;C1412481
body mass indexb,C0518010
modified hachinski ischemia scale mean sd c,C0022116;C0175659;C0349674;C1947916;C4321499
smokers no,C0337664
blood pressure mean sd mm hg systolic,C0428886;C0039155
mini mental state examination mean sd d,C0451306;C2699239
cognitive subscale on alzheimer s disease assessment scale mean sd e,C0450989
clinical dementia rating sum of boxes mean sd f,C0451074;C1515051
dha intake on food frequency questionnaire mean sd mg d,C1286336
plasma dha mean sd weight,C0005910;C0043100;C1305866;C1705104
cholinesterase inhibitor use at baseline no,C0042153;C0457083;C1947944
memantine use at baseline no,C0042153;C0457083;C1947944
$nmbr$ mg dabigatran n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
previous stroke or tia n $nmbr$,C0038454;C4554100;C0007787;C0917805;C1054154
no previous stroke or tia n $nmbr$,C0038454;C4554100;C0007787;C0917805;C1054154
on aspirin at baseline,C0004057;C0168634;C1442488
vitamin k antagonist naive,C1096489;C2267235
on statins at baseline,C0360714;C0168634;C1442488
rate per year,C0871208;C1521828
$nmbr$ mg dabigatran,C0024671;C2348066;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
wafarin,
previous stroke or tl a,C0038454;C4554100;C0220928
no previous stroke ortia,C0205156;C0038454;C4554100;C1552607
ischaemic or unknown stroke,C0475224;C0038454;C4554100
previous stroke ortia $nmbr$ $nmbr$,C0205156;C0038454;C4554100;C1552607
previous stroke ortia,C0205156;C0038454;C4554100;C1552607
haemorrhagic stroke,C0553692
total bleeding,C0232100
$nmbr$ gi,C1708130;C3539617;C4050121
intracranial bleeding,C0151699
gastrointestinal major bleed,C0017181;C0205082;C0205164;C4318856;C4521762
previous stroke or tl a $nmbr$ $nmbr$,C0038454;C4554100;C0220928
fenofibric acid $nmbr$ $nmbr$,C0060179
rosuvastain fenofibric acid $nmbr$ $nmbr$,C0060179
$nmbr$ n gender n,C0369718;C0079399;C1522384;C0441922
coronaiy artery disease,C0852949
type $nmbr$ diabetes mellitus,C1320657
metabolic syndrome $nmbr$ baseline lipids mg dl,C0524620;C0439269
fenofibric,
l value,C0439394;C1522609;C1706495;C3642217
j valuc l,
acid,C0001128;C0202406
zt $nmbr$,
mean change,C0392747;C0443172;C1705241;C4319952
se,C0036919
silodosin $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
tamsulosin $nmbr$ $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
age yr n,C0001779;C0439234
min max,C0702093;C1524029;C3813700
not estimable,C1518422
ipss total score,C1019118;C2964552;C1998280;C2827405;C3811063
ipss storage subscore,C1019118;C0337174;C1698986;C1753314;C1998280;C2827405;C3811063
ipss voiding subscore,C1019118;C0042034;C4067975;C1998280;C2827405;C3811063
qol due to urinary symptoms,C0518214;C0426359
delighted,C3830544
pleased,C3829994;C4264468
mostly satisfied,C0242428;C4049977;C4084799
mostly dissatisfied,C0870433;C4085546
unhappy,C1688635
terrible,C3827840
urine qmax ml s,C0439526;C1705224;C3887665
baseline triglycerides,C0168634;C0041004;C1442488
baseline trig $nmbr$ millycerides g dl,C0168634;C0439267;C1442488
baseline concentration,C0086045;C1446561;C3827302
a $nmbr$ ez n $nmbr$,C0206578
a $nmbr$ n $nmbr$,C0369718;C0441922
a $nmbr$ ez n $nmbr$ a $nmbr$ n $nmbr$,C0206578
triglyceride,C0041004
total ldl c,C0439175;C0439810
ldl $nmbr$ c,
ldu c,
hdl $nmbr$ c,C3715113
study end concentration,C0086045;C1446561;C3827302
acute dvt study,C0557651;C2603343
continued treatment study,C0549178;C3161471
rivaroxaban n $nmbr$,C1739768
standard therapyy n $nmbr$,C1442989;C2828392
male sex no weight no,C0086582;C0005910;C0043100;C1305866;C1705104
missing data initial diagnosis no,C0011900;C1704338;C1704656
dvt,C0149871;C2926618;C3899446
$nmbr$ only $nmbr$ distal,C0205108;C4522154
pe,C0070939;C1880476;C4284304
time from onset of symptoms to randomization days,C1320528;C0034656;C0439228
cause of dvt or pe no,C0015127;C1524003;C0070939;C1880476;C4284304
unprovoked,
recent surgery or trauma,C0038894;C0038895;C0543467;C1274039;C0043251;C1510467;C3263723;C3714660;C4049136
immobilization,C0020944;C4048292
estrogen therapy,C0279494
puerperium,C0034042;C0086839;C1879329
known thrombophilic condition no,C0012634;C0348080;C1705253;C3864998
previous vte no,C0205156;C0630906;C1552607
qveral,
riva roxa ban n n $nmbr$ $nmbr$ $nmbr$,C0683610;C4553947
enoxaparin vka n n $nmbr$ $nmbr$ $nmbr$ $nmbr$,C0206460
wegu,
wssng,
ofl,
mae,C0286540;C4085238
renal fmclicn creatntoe clearance,C0232813;C0699829
$nmbr$ rrmnl,
$nmbr$ $nmbr$ nlmw,
m being,
cardiac disease,C0018799
ns cardiac cisease,C0038944;C0018787;C1522601;C1112705;C1705982
intended durat sm of antccagubficn,C0036154;C4553627
$nmbr$ mortis,
$nmbr$ mentis,
$nmbr$ months,C0439231
m,
rarertd antocagibtcn before andorrtzafon,
pre rtous eptscde s d dvt pe,C0070939;C1880476;C4284304
kheeatne index dvt,C0149871;C2926618;C3899446
sco ita rojs dvt pe,C0070939;C1880476;C4284304
secondary dvt fe,C0027627;C3848561;C0175668;C0205436
ill,C0231218
known t rc iitoji cccndilon,C0205309;C1167159;C1419366
known tiromtcch c ccndifeon,C0205309
no known frtrontxtfufoc cond aon,C0205309;C1856054;C2826243;C4597943
locafon of index dvt,C0600653;C0149871;C2926618;C3899446;C0918012;C1552854;C1637833;C2986546
non extensive,C1518422;C0205231
ms ng,C0017887;C0028074
p o,C0369773;C2603361
mafcaiancy at randorrtzaton,
no adk e cancer,C0006826;C0998265;C1306459
ac tve cancer,C0006826;C0998265;C1306459
modmy al randcnxzaton,C0202311
immobazaton,
no immomtedion,
$nmbr$ j,
miami k antagonist received,C0597277;C0231491;C1708601;C1514756
acenocoumaroi,
redon,
western friroce,C1705493
austrafca and new zealand,C0027978;C0324547
cm,
sonti amenca,
kg,C0022718;C0439209;C4054209
sou ti africa,C0039247;C0001737;C0040302;C1553045;C1704756
rivaroxaban,C1739768
enoxaparin vka,C0206460
n n $nmbr$ $nmbr$,C0369718;C0441922
mate,C0682323;C1260875
renal function creatinine clearance,C0232813;C0699829
sd ml min,C2699239;C0439445
intended duration of anticoagulation,C0449238;C2926735
$nmbr$ montlts,
parenteral anticoagulalion before randomization,C0030547;C0034656;C4522267
malignancy at randomization,C0006826;C1306459;C4282132
no active cancer,C0006826;C0998265;C1306459
uncodable,
vka naive,
vka experienced,
never been on a vka,C2003901
ever been on a vka,
no vka at randomization,C0034656
vka at randomization,C0034656
total randomized,C0439175;C0439810;C0034656;C3815594
dabigatran $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
chads $nmbr$ scoret,C0007928;C1413373
prior transient ischemic attack,C0007787;C0917805
baseline aspirin use,C0042153;C0457083;C1947944
event,C0441471;C4019010
d $nmbr$,
d $nmbr$ vs warfarin,C0043031
y,
interaction pf,C1704675;C3815179
stroke or systemic embolism,C0038454;C4554100;C0013922;C1704212
life threatening bleeding disabling stroke and death,C1546953;C0019080;C2826244;C3537125;C0038454;C4554100;C0011065;C1306577;C4082313;C4552775
gastrointestinal bleeding,C0017181
fa $nmbr$ mg $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
r $nmbr$ mg n $nmbr$,C0687673;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
r $nmbr$ mg fa $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
r $nmbr$ mg $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
body weight kg n,C0005910;C1305866
comorbidities n a,C0009488
metabolic syndrome $nmbr$,C0524620
dm medication n c,C0011816;C0013227;C3244316;C4284232;C3250443
glipizide,C0017642
pioglitazone,C0071097
mean lipid values mg dl,C0023779;C0439269
hdl cd,C0007928;C0034283;C4552032
apobe,
fa $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
r $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
r $nmbr$ mg fa,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
h $nmbr$,C0033727;C0369286;C0441932;C0564385;C4528284
baseline median mg l,C0168634;C0439268;C1442488
final median mg l,C0205088;C0439268;C1546485;C3853528
median change,C0392747;C0443172;C1705241;C4319952
value $nmbr$,C1522609
ada $nmbr$ $nmbr$ n[ $nmbr$,C1060325;C3811629
age years median range,C1514721;C2348147;C3542016
$nmbr$ $nmbr$ e $nmbr$,
$nmbr$ $nmbr$ $nmbr$ e $nmbr$,
disease location,C0450429;C1515974;C4284930;C4284931
extensive colitisy,C0205231
left sided colitisz,C0205091;C0443246
otherx,
disease duration years median range,C1514721;C2348147;C3542016
$nmbr$ $nmbr$ $nmbr$ $nmbr$ e $nmbr$ $nmbr$,
endoscopy subscore,C0014245
rectal bleeding subscore,C0018932;C0267596
pga subscore,C0016410;C3541266;C4050369
stool frequency subscore,C0015733;C0183622
crp mg l median range,C1514721;C2348147;C3542016
$nmbr$ $nmbr$ $nmbr$ $nmbr$ e $nmbr$,
corticosteroid without imm,C0001617;C3536709
imm without corticosteroid,C0205470;C0001617;C3536709
corticosteroid imm,C0001617;C0205470;C3536709
no corticosteroid no imm,C0001617;C3536709;C0205470
mayo,C0454788;C1077578
remission n,C0544452;C0687702
difference from placebo $nmbr$ ci,C1705241;C1705242
$nmbr$ $nmbr$ e $nmbr$ $nmbr$ to $nmbr$ $nmbr$,
mayo $nmbr$ n,C0454788;C1077578
extensive colitis n,C0205231;C0009319;C1963084
no extensive colitis n,C0205231;C0009319;C1963084
corticosteroid without imm n,C0001617;C3536709
immy without corticosteroid n,C0001617;C3536709
imm corticosteroid n,C0205470;C0001617;C3536709
no corticosteroid no imm n,C0001617;C3536709;C0205470
aminosalicylates n,C0368663
no aminosalicylates n,C0368663
crp,C3890735;C4048285
crp $nmbr$ mg l n,C3890735;C0439268;C4048285
weight $nmbr$ $nmbr$ kg n,C0005910;C0022718;C0439209;C4054209;C0043100;C1305866;C1705104
weight $nmbr$ $nmbr$ kg,C0022718;C0439209;C4054209
all patients with opg n $nmbr$,C0030705;C1262886;C1336645;C1412836;C1710303
tertile $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ pg ml n $nmbr$,C0439297
tertile $nmbr$ $nmbr$ $nmbr$ pg ml n $nmbr$,C0439297
p trend,C1521798;C4554533
end points,C2349179
non cv mortality,C0026565;C0026566
hf hospitalization,C0018488;C0019993;C1313497;C1538440;C3273279
combined end points,C0205195;C2349179
coronary,C0018787
all cause mortality or hf hospitalization,C0015127;C0026565;C0026566;C1524003;C0018488;C0019993;C1313497;C1538440;C3273279
cholesterol mmol l,C0008377;C1532563
apob apoa $nmbr$ ratio,C0456603;C1547037
serum creatinine umol lf,C1416933;C2986618;C4554443
egfrmdrd ml min $nmbr$ $nmbr$ $nmbr$ m_ $nmbr$,C0439445
nt probnp pmol l,C0669479;C0439284;C0754710
crp mg l,C3890735;C0439268;C4048285
opg ng ml,C1262886;C0439275;C1336645;C1412836;C1710303
current medication n,C0746467
$nmbr$ cit,C0008864;C0523573;C1427027;C4553421
all randomly assigned,C1516050;C1552601
coronary end point,C2349179;C2826544
all cause mortality or hf hospitalization^,C0015127;C0026565;C0026566;C1524003;C0018488;C0019993;C1313497;C1538440;C3273279
dexlansoprazole mr $nmbr$ mg n $nmbr$,C0024485;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C1417249;C2347167;C3254418;C4050513
age at baseline years,C1510829;C0168634;C1442488
ppi use within $nmbr$ months of randomization,C1524063;C0034656
alcohol drinker,C0001962;C0556338;C0001975
caffeine user,C3532939
indacaterol $nmbr$ gg qd,C0017454;C0332173;C0018370
formoterol $nmbr$ gg bid,C0017454;C0018370
salmeterol $nmbr$ gg bid,C0017454;C0018370
tiotropium $nmbr$ gg qd,C0017454;C0332173;C0018370
male female,C0043210;C0086287;C1705497;C1705498
fev $nmbr$ la,C0023031;C0023749;C0230347;C2346906;C4553351
fev $nmbr$ predicteda,C3714541
ics use yes no,C0042153;C0457083;C1947944;C1512698
ex smoker smoker,C0337671;C4555205
history of or current cardiac disorders,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0521116;C0018799;C1705970
treatment duration days,C0444921;C0439228;C3259042
patients treated for $nmbr$ weeks,C0030705;C1522326;C0439230
figure $nmbr$ percentage of patients with ccv aes according to presence or not of cardiovascular risk factors at baseline,C0439165;C1549488;C1561533;C1412268;C2699274;C1518422;C0850624;C0168634;C1442488
