CUI,matchedText,preferred,hasMSH,semTypes
C0231441,Immobility,Immobile,false,fndg
C0456079,Level,Disease classification level,false,clas
C1547707,Level,Floor - story of building,false,geoa
C2946261,Level,Level,false,inch;phsu
C0019664,History,History,true,ocdi
C0019665,history,Historical aspects qualifier,true,ftcn
C0262512,"History, NOS",History of present illness,false,fndg
C0262926,History,Medical History,false,fndg
C1705255,History,Concept History,false,cnce
C2004062,History,History of previous events,false,fndg
C0205177,Active,Active,false,qlco
C3853793,active,active (HL7 RoleLink),false,idcn
C3888249,Active,Active License,false,qlco
C0006826,CANCER,Malignant Neoplasms,true,neop
C0998265,Cancer,Cancer Genus,false,euka
C1306459,Cancer,Primary malignant neoplasm,false,neop
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0042485,"Insufficiency, Venous",Venous Insufficiency,true,dsyn
C0018802,Chronic heart failure,Congestive heart failure,true,dsyn
C0264716,Chronic heart failure,Chronic heart failure,false,dsyn
C0264492,Chronic respiratory failure,Chronic respiratory failure,false,dsyn
C1290886,Chronic inflammatory disease,Chronic inflammatory disorder,false,dsyn
C0241889,FAMILY HISTORY,Family history,true,fndg
C0630906,vte,vinyltriethoxysilane,true,orch
C0398623,Thrombophilia,Thrombophilia,true,dsyn
C0205156,Previous,Previous,false,tmco
C0013227,Medications,Pharmaceutical Preparations,true,phsu
C0802604,Medications,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,false,clna
C2598133,Medications,Medications:-:Point in time:^Patient:-,false,clna
C4284232,Medications,Medications,false,inpr
C1552607,previous,Act Relationship Subset - previous,false,tmco
C0003209,anti inflammatory drugs,Anti-Inflammatory Agents,true,phsu
C0085826,"Drugs, Antiplatelet",Antiplatelet Agents,true,phsu
C2963157,Anti-platelet drugs,Anti-platelet drugs,false,phsu
C0003209,anti inflammatory drugs,Anti-Inflammatory Agents,true,phsu
C0231448,Extended,Extension,false,ftcn
C0206460,Enoxaparine,Enoxaparin,true,orch;phsu
C0231449,Extended,Extended,false,spco
C0439792,extended,Extent,false,spco
C0008107,CI,Chile,true,geoa
C3259781,CI,Coagulation Index Measurement,false,lbpr
C0630906,vte,vinyltriethoxysilane,true,orch
C0332173,/day,Daily,false,tmco
C0439228,Day,day,false,tmco
C0439505,/day,per day,false,tmco
C0441889,Level,Levels (qualifier value),false,qlco
C0456079,Level,Disease classification level,false,clas
C1547707,Level,Floor - story of building,false,geoa
C2946261,Level,Level,false,inch;phsu
C0441471,Events,Event,false,evnt
C3541888,EVENTS,CDISC Events Class,false,clas
C0008107,CI,Chile,true,geoa
C3259781,CI,Coagulation Index Measurement,false,lbpr
C1706462,Referent,Reference Object,false,cnce
C0332152,Prior,Before,false,tmco
C2826257,PRIOR,Prior Medication Usage,false,evnt
C0332152,Prior,Before,false,tmco
C2826257,PRIOR,Prior Medication Usage,false,evnt
C0332152,Prior,Before,false,tmco
C0018488,Hf,Hafnium,true,elii
C1313497,HF,"GZMA protein, human",true,aapp;enzy
C1538440,HF,CFH gene,false,gngm
C3273279,HF,CFH wt Allele,false,gngm
C2826257,PRIOR,Prior Medication Usage,false,evnt
C0332152,Prior,Before,false,tmco
C0018488,Hf,Hafnium,true,elii
C1313497,HF,"GZMA protein, human",true,aapp;enzy
C1538440,HF,CFH gene,false,gngm
C3273279,HF,CFH wt Allele,false,gngm
C2826257,PRIOR,Prior Medication Usage,false,evnt
C0054015,BNP,Nesiritide,true,aapp;horm;phsu
C1095989,BNP,Brain natriuretic peptide measurement,false,lbpr
C1417808,BNP,NPPB gene,false,gngm
C2982014,BNP,NPPB wt Allele,false,gngm
C0054015,BNP,Nesiritide,true,aapp;horm;phsu
C0439297,pg/mL,Nanogram per Liter,false,qnco
C1095989,BNP,Brain natriuretic peptide measurement,false,lbpr
C1417808,BNP,NPPB gene,false,gngm
C2982014,BNP,NPPB wt Allele,false,gngm
C0488055,Systolic blood pressure,Intravascular systolic:Pressure:Point in time:Arterial system:Quantitative,false,clna
C0871470,Systolic Blood Pressure,Systolic Pressure,true,clna
C1306620,systolic blood pressure,Systolic blood pressure measurement,false,diap
C0428883,Diastolic Blood Pressure,Diastolic blood pressure,true,clna
C1305849,diastolic blood pressure,Diastolic blood pressure measurement,false,diap
C0949236,Pulse Pressure,Pulse Pressure,true,orgf
C0439234,Year,year,false,tmco
C1705117,Increment,Increment,false,qnco
C0439508,/Year,per year,false,tmco
C0040223,TIME,Time,true,tmco
C3541383,Time,Time (foundation metadata concept),false,tmco
C0023465,AML,Acute monocytic leukemia,true,neop
C1319635,mg/mg,mg/mg,false,qnco
C0023467,AML,"Leukemia, Myelocytic, Acute",true,neop
C1319635,mg/mg,mg/mg,false,qnco
C0020261,HCTZ,Hydrochlorothiazide,true,orch;phsu
C1319635,mg/mg,mg/mg,false,qnco
C0020261,HCTZ,Hydrochlorothiazide,true,orch;phsu
C1319635,mg/mg,mg/mg,false,qnco
C0020261,HCTZ,Hydrochlorothiazide,true,orch;phsu
C0027362,Age Group,Human Age Group,true,aggp
C2348001,Age Group,Age Cohort,false,popg
C0489786,Height,Height,false,orga
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0022718,KG,Kyrgyzstan,true,geoa
C4054209,/kg,Per Kilogram,false,qnco
C0439209,kg,Kilogram,false,qnco
C0683312,Category,Categories,false,inpr
C3889287,Category,Digital Content Category,false,clas
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0028754,OBESITY,Obesity,true,dsyn
C1963185,Obesity,"Obesity, CTCAE",false,fndg
C1561643,Chronic Kidney Disease,Chronic Kidney Diseases,true,dsyn
C4553188,Chronic kidney disease,"Chronic Kidney Disease, CTCAE",false,fndg
C2603360,T',T prime,false,clna
C1290380,Chronic Cardiovascular disease,Chronic disease of cardiovascular system,false,dsyn
C0018017,Goal,objective (goal),true,inpr
C1571704,Goal,Act Mood - Goal,false,idcn
C0168634,baseline,BaseLine dental cement,true,bodm
C0439475,mmHG,mmHg,false,qnco
C1442488,Baseline,Baseline,false,qnco
C0168634,baseline,BaseLine dental cement,true,bodm
C0439475,mmHG,mmHg,false,qnco
C1442488,Baseline,Baseline,false,qnco
C1319635,mg/mg,mg/mg,false,qnco
C0023465,AML,Acute monocytic leukemia,true,neop
C0023467,AML,"Leukemia, Myelocytic, Acute",true,neop
C1319635,mg/mg,mg/mg,false,qnco
C0020261,HCTZ,Hydrochlorothiazide,true,orch;phsu
C1319635,mg/mg,mg/mg,false,qnco
C0020261,HCTZ,Hydrochlorothiazide,true,orch;phsu
C1319635,mg/mg,mg/mg,false,qnco
C0020261,HCTZ,Hydrochlorothiazide,true,orch;phsu
C0037623,BP,Solomon Islands,true,geoa
C0439475,mmHG,mmHg,false,qnco
C1415692,Bp,HP gene,false,gngm
C1708288,BP,HP wt Allele,false,gngm
C4318478,BP,Base Pair Unit,false,qnco
C0205081,Moderate,Moderate (severity modifier),false,qlco
C0205082,Severe,Severe (severity modifier),false,fndg
C4050465,Severe,Severe Extremity Pain,false,inpr
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false,inpr
C1881878,Moderate,Moderation,false,qlco
C4049705,Moderate,Moderate Extremity Pain,false,inpr
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false,inpr
C4085643,Moderate,Moderate Response,false,inpr
C4321335,Moderate,Moderate Level,false,fndg
C0488053,BP mean,Intravascular mean:Pressure:Point in time:Arterial system:Quantitative,false,clna
C2699239,SD,"SD, Rat Strain",false,mamm
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C1504769,CAD,"DFFB protein, human",true,aapp;enzy
C2239547,CAD,ACOD1 gene,false,gngm
C3813548,CAD,CALD1 wt Allele,false,gngm
C4284121,CAD,DFFB wt Allele,false,gngm
C0444504,Mean,Statistical mean,false,qnco
C0445204,Preoperative,Preoperative,false,tmco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0015385,LIMB,Limb structure,true,bpoc
C2699239,SD,"SD, Rat Strain",false,mamm
C0683368,symptoms,Symptoms aspect,true,ftcn
C1457887,SYMPTOMS,Symptoms,false,sosy
C0021775,Claudication,Intermittent Claudication,true,dsyn
C0311395,claudication,Lameness,false,fndg
C1456822,CLAUDICATION,Claudication (finding),false,fndg
C0234253,Rest pain,Rest pain,false,sosy
C0041582,ULCERS,Ulcer,true,patf
C0017086,GANGRENE,Gangrene,true,dsyn
C0448964,Distal anastomosis,Distal anastomosis,false,topp
C0022742,Knee,Knee,true,bpoc
C0442037,Popliteal,Popliteal,false,blor
C0022745,Knee,Knee joint,true,bsoj
C1963703,"Knee, NOS",Knee region structure,false,blor
C0023216,Leg,Lower Extremity,true,bpoc
C1140621,Legs,Leg,true,bpoc
C0016504,Pedal,Foot,true,bpoc
C0687080,Pedal,Paw,false,bpoc
C0332835,Grafts,Transplanted tissue,true,tisu
C1527362,grafts,grafting qualifier,true,qlco
C0042449,Venous,Veins,true,bpoc
C0348013,Venous,Venous,false,spco
C0181074,{Graft},Graft material,false,bodm
C0332835,GRAFT,Transplanted tissue,true,tisu
C1961139,"Graft, NOS",Grafting procedure,false,topp
C0032042,Placebo,Placebos,true,topp
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C0073992,SALMETEROL,salmeterol,true,orch;phsu
C0016704,FP,French Polynesia,true,geoa
C1419068,FP,PTGFR gene,false,gngm
C1419906,FP,SDHA gene,false,gngm
C3541238,Fp,"Succinate Dehydrogenase [Ubiquinone] Flavoprotein Subunit, Mitochondrial",false,aapp;enzy
C3541412,FP,SDHA wt Allele,false,gngm
C4521536,SFC,United States Military enlisted E7,false,clas
C1510829,Age-Years,Age-Years,false,tmco
C1516879,Enrollment,Enrollment,false,hlca
C1696073,enrollment,enrollment - ResearchSubjectRoleBasis,false,resa
C3888021,enrollment,enrollment - coverage,false,hlca
C0681842,Predicted,prediction,false,idcn
C1882327,%{Predicted},Percent of Predicted Value,false,qnco
C0017446,Region,Geographic Locations,true,geoa
C0205147,Region,regional,false,spco
C1277691,Pack years,Pack years,false,inpr
C0037366,Smoke,Smoke,true,hops
C0439994,Smoke,Tobacco smoke,false,hops
C1881674,Smoke,Medical Device Emits Smoke,false,fndg
C0024117,COPD NOS,Chronic Obstructive Airway Disease,true,dsyn
C0039798,treatment,therapeutic aspects,true,ftcn
C0087111,Treatment,Therapeutic procedure,true,topp
C1522326,Treatment,Treating,false,ftcn
C1533734,Treatment,Administration procedure,false,topp
C1705169,Treatment,Biomaterial Treatment,false,cnce
C3538994,TREATMENT,Treatment Epoch,false,resa
C3887704,treatment,treatment - ActInformationManagementReason,false,hlca
C1412502,COPD,ARCN1 gene,false,gngm
C3714496,COPD,Chronic obstructive pulmonary disease of horses,false,dsyn
C0815320,ICS,Impaired Control Scale,false,inpr
C4551720,ICS,Primary Ciliary Dyskinesia,true,dsyn
C0205171,Alone,Singular,false,qnco
C0439044,Alone,Living Alone,false,fndg
C0679994,alone,alone - group size,false,grpa
C0205171,Alone,Singular,false,qnco
C0439044,Alone,Living Alone,false,fndg
C0679994,alone,alone - group size,false,grpa
C0815320,ICS,Impaired Control Scale,false,inpr
C4551720,ICS,Primary Ciliary Dyskinesia,true,dsyn
C0815320,ICS,Impaired Control Scale,false,inpr
C4551720,ICS,Primary Ciliary Dyskinesia,true,dsyn
C0205156,Previous,Previous,false,tmco
C1552607,previous,Act Relationship Subset - previous,false,tmco
C0039798,treatment,therapeutic aspects,true,ftcn
C0087111,Treatment,Therapeutic procedure,true,topp
C1522326,Treatment,Treating,false,ftcn
C1533734,Treatment,Administration procedure,false,topp
C1705169,Treatment,Biomaterial Treatment,false,cnce
C3538994,TREATMENT,Treatment Epoch,false,resa
C3887704,treatment,treatment - ActInformationManagementReason,false,hlca
C0168634,baseline,BaseLine dental cement,true,bodm
C0242896,Anticholinergics,Anticholinergic Agents,true,phsu
C3537307,Anticholinergics,Anticholinergics inhalants for obstructive airway diseases,false,phsu
C3540711,Anticholinergics,Anticholinergic mydriatics and cycloplegics,false,phsu
C1442488,Baseline,Baseline,false,qnco
C0073992,SALMETEROL,salmeterol,true,orch;phsu
C0016704,FP,French Polynesia,true,geoa
C1419068,FP,PTGFR gene,false,gngm
C1419906,FP,SDHA gene,false,gngm
C3541238,Fp,"Succinate Dehydrogenase [Ubiquinone] Flavoprotein Subunit, Mitochondrial",false,aapp;enzy
C3541412,FP,SDHA wt Allele,false,gngm
C4521536,SFC,United States Military enlisted E7,false,clas
C0039798,treatment,therapeutic aspects,true,ftcn
C0087111,Treatment,Therapeutic procedure,true,topp
C1522326,Treatment,Treating,false,ftcn
C1533734,Treatment,Administration procedure,false,topp
C1705169,Treatment,Biomaterial Treatment,false,cnce
C3538994,TREATMENT,Treatment Epoch,false,resa
C3887704,treatment,treatment - ActInformationManagementReason,false,hlca
C0242896,Anticholinergics,Anticholinergic Agents,true,phsu
C3537307,Anticholinergics,Anticholinergics inhalants for obstructive airway diseases,false,phsu
C3540711,Anticholinergics,Anticholinergic mydriatics and cycloplegics,false,phsu
C1079230,subgroup,Subgroup A Nepoviruses,false,virs
C1515021,Subgroup,Subgroup,false,clas
C1099677,SOLIFENACIN,Solifenacin,true,orch;phsu
C2348001,Age Cohort,Age Cohort,false,popg
C0376660,Diary,Diary,true,inpr
C2699239,SD,"SD, Rat Strain",false,mamm
C0033727,H+,Protons,true,elii
C0369286,H NOS,H NOS Antibodies,false,aapp;imft
C0441932,H+,Hepatic Involvement,false,clas
C0564385,/h,/hour,false,qnco
C4528284,h*%,Hour Times Percent,false,qnco
C0033727,H+,Protons,true,elii
C0369286,H NOS,H NOS Antibodies,false,aapp;imft
C0441932,H+,Hepatic Involvement,false,clas
C0564385,/h,/hour,false,qnco
C4528284,h*%,Hour Times Percent,false,qnco
C0033727,H+,Protons,true,elii
C0369286,H NOS,H NOS Antibodies,false,aapp;imft
C0441932,H+,Hepatic Involvement,false,clas
C0564385,/h,/hour,false,qnco
C4528284,h*%,Hour Times Percent,false,qnco
C0033727,H+,Protons,true,elii
C0369286,H NOS,H NOS Antibodies,false,aapp;imft
C0441932,H+,Hepatic Involvement,false,clas
C0564385,/h,/hour,false,qnco
C4528284,h*%,Hour Times Percent,false,qnco
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0334463,UPS,Malignant Fibrous Histiocytoma,true,neop
C2699239,SD,"SD, Rat Strain",false,mamm
C3542434,UPS,Urgency Perception Scale Questionnaire,false,inpr
C3641332,OAB-Q,The Overactive Bladder Questionnaire,false,inpr
C2699239,SD,"SD, Rat Strain",false,mamm
C1457887,Symptom,Symptoms,false,sosy
C3854129,Symptom,Symptom:Find:Pt:^Patient:Nom,false,clna
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0009967,Coping,Coping Behavior,true,inbe
C2699424,Concern,Concern,false,idcn
C0037313,Sleep,Sleep,true,orgf
C0037420,Social Interaction,Social Interaction,true,fndg
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0168273,BIVALIRUDIN,bivalirudin,true,aapp;phsu
C0019134,HEPARIN,heparin,true,bacs;orch;phsu
C0770546,HEPARIN,"heparin, porcine",false,bacs;orch;phsu
C4086878,SYMPTOM ONSET,Symptom Onset,false,tmco
C0033727,H+,Protons,true,elii
C0369286,H NOS,H NOS Antibodies,false,aapp;imft
C0441932,H+,Hepatic Involvement,false,clas
C0564385,/h,/hour,false,qnco
C4528284,h*%,Hour Times Percent,false,qnco
C1881332,Killip Class,Killip Class,false,fndg
C0002871,ANEMIA,Anemia,true,dsyn
C1000483,Anemia,Genus Anemia,false,plnt
C4554633,Anemia,"Anemia, CTCAE",false,fndg
C0005847,Vessels,Blood Vessel,true,bpoc
C0450429,Location,Location,false,spco
C1515974,Location,Anatomic Site,false,blor
C4284930,Location,Location of Pharyngeal Residue Following Swallowing,false,fndg
C4284931,Location,Location of Oral Residue Following Swallowing,false,fndg
C0441800,Grade,Grade,false,clas
C0919553,Grade,Histopathologic Grade,false,clas
C3244287,grade,School Grade,false,fndg
C0522776,stent implant,Placement of stent,false,topp
C0441800,Grade,Grade,false,clas
C0919553,Grade,Histopathologic Grade,false,clas
C3244287,grade,School Grade,false,fndg
C0441833,Group,Groups,false,idcn
C0687744,group,Social group,false,popg
C1257890,Group,Population Group,true,popg
C1519504,Group,Stage Grouping,false,ftcn
C1705428,Group,Group Object,false,cnce
C1705429,Group,User Group,false,popg
C0018787,Cardiac,Heart,true,bpoc
C0449381,Parameters,Observation parameter,false,fndg
C1522601,Cardiac,Cardiac - anatomy qualifier,false,qlco
C1739039,EGFR,"EGFR protein, human",true,aapp;rcpt
C0439402,(mL/min)/kg,mL/min/kg,false,qnco
C3811844,eGFR,Estimated Glomerular Filtration Rate,false,lbpr
C3812682,EGFR,Epidermal Growth Factor Receptor Measurement,false,lbpr
C0449238,Duration,Duration (temporal concept),false,tmco
C2926735,Duration,Duration,false,orch;phsu
C0205225,Primary,Primary,false,qlco
C0015127,cause,Etiology aspects,true,ftcn
C1524003,Cause,Science of Etiology,false,cnce
C0439612,Primary,True primary (qualifier value),false,tmco
C0439631,Primary,Primary operation,false,topp
C1518422,Non,Negation,false,ftcn
C0475224,Ischemic,Ischemic,false,ftcn
C0729790,History of - atrial fibrillation,H/O: atrial fibrillation,false,fndg
C0016385,Flutter,Cardiac Flutter,false,patf
C2242390,FLUTTER,Flutter (respiratory device),false,medd
C0039798,treatment,therapeutic aspects,true,ftcn
C0087111,Treatment,Therapeutic procedure,true,topp
C1522326,Treatment,Treating,false,ftcn
C1533734,Treatment,Administration procedure,false,topp
C1705169,Treatment,Biomaterial Treatment,false,cnce
C3538994,TREATMENT,Treatment Epoch,false,resa
C3887704,treatment,treatment - ActInformationManagementReason,false,hlca
C0450442,Agent,Agent,false,chvf
C1254351,Agent,Pharmacologic Substance,false,phsu
C1521826,Agent,Protocol Agent,false,inpr
C0450442,Agent,Agent,false,chvf
C1254351,Agent,Pharmacologic Substance,false,phsu
C1521826,Agent,Protocol Agent,false,inpr
C0007158,CARDIAC GLYCOSIDES,Cardiac Glycosides,true,orch;phsu
C0025080,DEVICES,Medical Devices,true,medd
C0220819,devices,device aspects,true,mnob
C0699733,Devices,Devices,true,mnob
C0018810,Heart Rate,heart rate,true,clna
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C0441833,Group,Groups,false,idcn
C0687744,group,Social group,false,popg
C1257890,Group,Population Group,true,popg
C1519504,Group,Stage Grouping,false,ftcn
C1705428,Group,Group Object,false,cnce
C1705429,Group,User Group,false,popg
C0013806,ECT,Electroconvulsive Therapy,true,topp
C2199618,ECT,Ecarin Clotting Time Measurement,false,lbpr
