cn;concept;cuis;isdefault;cn_override;cleaned
 584;post - salbutamol fev $nmbr$ ( l ) b  mean ( sd );"C0001927;C0444504;C0687676;C1704687;C2347634;C2348143;C2699239;C3469826;C3714541";NA;NA;post salbutamol fev $nmbr$ l b mean sd
 584;fev $nmbr$  litres ( post - salbutamol )  mean ( sd );"C0001927;C0444504;C0475211;C0687676;C1704687;C2347634;C2348143;C2699239;C3469826;C3714541";NA;NA;fev $nmbr$ litres post salbutamol mean sd
 583;variable demographic characteristics;"C0439828;C0683970;C4553760";NA;NA;variable demographic characteristics
 583;demographic features;C0683970;NA;NA;demographic features
 583;demographic feature;C0683970;NA;NA;demographic feature
 583;demographic data;C4684639;NA;NA;demographic data
 583;demographic characteristics  mean ± sd unless otherwise indicated;"C0444504;C0683970;C1444656;C2347634;C2348143;C2699239";NA;NA;demographic characteristics mean sd unless otherwise indicated
 583;demographic characteristics  mean ( sd )  unless otherwise stated;"C0444504;C0683970;C1301808;C1442792;C2347634;C2348143;C2699239";NA;NA;demographic characteristics mean sd unless otherwise stated
 583;demographic characteristics;C0683970;NA;NA;demographic characteristics
 582;patient demographics age — yr;"C0011298;C0439234;C1704791;C4698447";NA;NA;patient demographics age yr
 582;demography;C0011298;NA;NA;demography
 582;demographics age ( years );"C0011298;C1510829;C1704791";NA;NA;demographics age years
 582;demographics age  years  mean ( sd );"C0011298;C0444504;C1510829;C1704791;C2347634;C2348143;C2699239";NA;NA;demographics age years mean sd
 582;demographics;"C0011298;C1704791";NA;NA;demographics
 582;demographic variable;"C0011298;C0439828;C4553760";NA;NA;demographic variable
 582;demographic factors;"C0011292;C0011298";NA;NA;demographic factors
 582;demographic and medical variables;"C0011298;C0199168;C0205476;C0439828";NA;NA;demographic and medical variables
 582;demographic and clinical characteristics;"C0011298;C0683325";NA;NA;demographic and clinical characteristics
 582;demographic and clinical;"C0011298;C0205210";NA;NA;demographic and clinical
 582;demographic $nmbr$ . $nmbr$ ( $nmbr$ . $nmbr$ );C0011298;NA;NA;demographic $nmbr$ $nmbr$ $nmbr$ $nmbr$
 582;demographic;C0011298;NA;NA;demographic
 582;( a ) demographics;"C0011298;C1704791";NA;NA;a demographics
 581;• hemorrhagic stroke;C0553692;NA;NA;hemorrhagic stroke
 581;subarachnoid hemorrhage;C0038525;NA;NA;subarachnoid hemorrhage
 581;prior non - haemorrhagic stroke;"C0332152;C0553692;C1518422;C2826257";NA;NA;prior non haemorrhagic stroke
 581;primary hemorrhagic stroke;"C0205225;C0439612;C0439631;C0553692";NA;NA;primary hemorrhagic stroke
 581;non ‐ haemorrhagic stroke — no . ( % );"C0038454;C0333275;C1518422;C4554100";NA;NA;non haemorrhagic stroke no
 581;ischemic stroke without hemorrhagic conversior;"C0333275;C0475224;C0553692;C0948008";NA;NA;ischemic stroke without hemorrhagic conversior
 581;hemorrhagic stroke ( n = $nmbr$ );C0553692;NA;NA;hemorrhagic stroke n $nmbr$
 581;hemorrhagic stroke;C0553692;NA;NA;hemorrhagic stroke
 581;hemorrhagic;C0333275;NA;NA;hemorrhagic
 581;haemorrhagic stroke — no . ( % );C0553692;NA;NA;haemorrhagic stroke no
 581;haemorrhagic stroke;C0553692;NA;NA;haemorrhagic stroke
 581;haemorrhagic;C0333275;NA;NA;haemorrhagic
 580;south asian;C1519427;NA;NA;south asian
 580;south asia;"C0037723;C1519427";NA;NA;south asia
 580;south american;C0425359;NA;NA;south american
 580;south america ( n = $nmbr$ );C0037713;NA;NA;south america n $nmbr$
 580;south america ( % );C0037713;NA;NA;south america
 580;south america;C0037713;NA;NA;south america
 580;south africa / south america;"C0001737;C0002454;C0037712;C0037713";NA;NA;south africa south america
 580;south africa;C0037712;NA;NA;south africa
 580;south ! central america;"C0007674;C0037713;C0205099;C1710133;C1879652";NA;NA;south central america
 580;latin america or south africa;"C0023122;C0037712";NA;NA;latin america or south africa
 580;central or south america;"C0037713;C0205099;C1879652";NA;NA;central or south america
 580;central and south america and mexico;"C0025885;C0037713;C0205099;C1879652";NA;NA;central and south america and mexico
 580;central and south america;"C0037713;C0205099;C1879652";NA;NA;central and south america
 580;central america and south america;"C0007674;C0037713";NA;NA;central america and south america
 580;central / south america and mexico;"C0007674;C0025885;C0037713;C0205099;C1710133;C1879652";NA;NA;central south america and mexico
 580;central / south america;"C0007674;C0037713;C0205099;C1710133;C1879652";NA;NA;central south america
 579;north ameriea;C1709269;NA;NA;north ameriea
 579;north american;"C0425358;C2700615";NA;NA;north american
 579;north;C1709269;NA;NA;north
 579;< $nmbr$ nwrrtn;NA;NA;NA;$nmbr$ nwrrtn
 578;grip strength > = median;"C0429271;C0549183;C0876920;C2347635;C2348144;C2598165;C2939193";NA;NA;grip strength median
 578;grip strength < meidan;"C0429271;C2598165";NA;NA;grip strength meidan
 577;health state index score  uk algorithm;"C0002045;C0041700;C0449820;C0600653;C0683314;C0918012;C1552854;C1553907;C1637833;C2986546;C4050231";NA;NA;health state index score uk algorithm
 577;algorithm $nmbr$;"C0002045;C1553907";NA;NA;algorithm $nmbr$
 576;tertile $nmbr$ index pci performed;"C0600653;C0884358;C0918012;C1552854;C1637833;C2986546;C4049621";NA;NA;tertile $nmbr$ index pci performed
 576;resection performed — no . { % );"C0015252;C0728940;C0884358";NA;NA;resection performed no
 576;resection performed  %;"C0015252;C0728940;C0884358";NA;NA;resection performed
 576;pci performed;"C0884358;C4049621";NA;NA;pci performed
 576;index pci performed;"C0600653;C0884358;C0918012;C1552854;C1637833;C2986546;C4049621";NA;NA;index pci performed
 575;thienopyridine drug at start of open - label period;"C0439531;C1120149;C1709323;C1948053;C2348346";NA;NA;thienopyridine drug at start of open label period
 575;study period fatal pe;"C0070939;C0439531;C0557651;C1302234;C1705232;C1880476;C1948053;C2603343;C4284304";NA;NA;study period fatal pe
 575;placebo ‐ controlled period;"C0439531;C1706408;C1948053";NA;NA;placebo controlled period
 575;period i;"C0021966;C0221138;C0439531;C1948053";NA;NA;period i
 575;overall study period;"C0282416;C0439531;C0557651;C1561607;C1948053;C2603343";NA;NA;overall study period
 575;during overall study period;"C0282416;C0439531;C0557651;C1561607;C1948053;C2603343";NA;NA;during overall study period
 575;- recurrent vte during overall study period;"C0282416;C0439531;C0557651;C0630906;C1455761;C1561607;C1948053;C2603343;C2945760";NA;NA;recurrent vte during overall study period
 574;prior treatment — no . ( % );C1514463;NA;NA;prior treatment no
 574;prior treatment — %;C1514463;NA;NA;prior treatment
 574;prior treatment;C1514463;NA;NA;prior treatment
 574;prior tnfi treatment;C1514463;NA;NA;prior tnfi treatment
 574;prior tnf antagonist treatment - no;"C0231491;C1448177;C1514463";NA;NA;prior tnf antagonist treatment no
 574;prior therapy  %;C1514463;NA;NA;prior therapy
 574;prior ms treatment with ifn - beta or glatiramer acetate . no . ( % );"C0015980;C0289884;C1514463;C2349943;C3539704;C3713294";NA;NA;prior ms treatment with ifn beta or glatiramer acetate no
 574;prior ms treatment with ifn - beta or;"C0015980;C1514463;C2349943;C3539704;C3713294";NA;NA;prior ms treatment with ifn beta or
 574;prior lipid - modifying therapy;"C0023779;C0392747;C1514463";NA;NA;prior lipid modifying therapy
 574;prior lev treatment    n   ( % );"C0023556;C1514463";NA;NA;prior lev treatment n
 574;prior lev treatment;"C0023556;C1514463";NA;NA;prior lev treatment
 574;prior anti - tnf treatment;"C1448177;C1514463";NA;NA;prior anti tnf treatment
 574;no prior ms therapies;"C1514463;C2349943;C3539704;C3713294";NA;NA;no prior ms therapies
 573;negative for helicobacter pylori — no . / total no . ( % );"C0439175;C0439810;C4688581";NA;NA;negative for helicobacter pylori no total no
 573;helicobacter pylori infection ( + ) ( n );C0850666;NA;NA;helicobacter pylori infection n
 573;helicobacter pylori - negative  n ( % );C4688581;NA;NA;helicobacter pylori negative n
 573;h pylori serology *;"C0036745;C0079488;C0220911;C0455278";NA;NA;h pylori serology
 573;h . pylori infection;C0850666;NA;NA;h pylori infection
 537;nitratesf;NA;NA;NA;nitratesf
 333;diet controlled or no;C0743195;NA;NA;diet controlled or no
 572;pulmonary medications ( % );"C0013227;C0024109;C0802604;C2598133;C2707265;C2709248;C4284232;C4522268";NA;NA;pulmonary medications
 572;pulmonary medication during baseline ! ';"C0013227;C0024109;C0168634;C1442488;C2707265;C2709248;C3244316;C4284232;C4522268";NA;NA;pulmonary medication during baseline
 572;pulmonary embolismb  n / n ( % );"C0024109;C2707265;C2709248;C4522268";NA;NA;pulmonary embolismb n n
 572;pulmonary embolisma  n / n ( % );"C0024109;C2707265;C2709248;C4522268";NA;NA;pulmonary embolisma n n
 572;proportion taking pulmonary medications ( % ) b;"C0013227;C0024109;C0802604;C1515187;C1709707;C2598133;C2707265;C2709248;C4284232;C4522268";NA;NA;proportion taking pulmonary medications b
 572;fvc ( l ) proportion taking pulmonary medications ( % ) b;"C0013227;C0024109;C0802604;C1515187;C1709707;C2598133;C2707265;C2709248;C3714541;C4284232;C4522268";NA;NA;fvc l proportion taking pulmonary medications b
 572;baseline pulmonary medications;"C0013227;C0024109;C0168634;C0802604;C1442488;C2598133;C2707265;C2709248;C4284232;C4522268";NA;NA;baseline pulmonary medications
 572;baseline pulmonary medication  n ( % );"C0013227;C0024109;C0168634;C1442488;C2707265;C2709248;C3244316;C4284232;C4522268";NA;NA;baseline pulmonary medication n
 572;baseline pulmonary medication  b n ( % );"C0013227;C0024109;C0168634;C1442488;C2707265;C2709248;C3244316;C4284232;C4522268";NA;NA;baseline pulmonary medication b n
 572;baseline pulmonary medication;"C0013227;C0024109;C0168634;C1442488;C2707265;C2709248;C3244316;C4284232;C4522268";NA;NA;baseline pulmonary medication
 572;any pulmonary medication  n ( % );"C0013227;C0024109;C2707265;C2709248;C3244316;C4284232;C4522268";NA;NA;any pulmonary medication n
 572;any pulmonary medication;"C0013227;C0024109;C2707265;C2709248;C3244316;C4284232;C4522268";NA;NA;any pulmonary medication
 571;sleep;C0037313;NA;NA;sleep
 571;on step - $nmbr$ drug  %;"C0013227;C1254351;C1261552;C1704379;C1705117;C2825408;C3814463";NA;NA;on step $nmbr$ drug
 571;. $nmbr$ step or incident vitrectomy or photocoagulation;"C0023694;C0042903;C1261552;C1328010;C1551358;C1704379;C1705117;C2825408;C3814463";NA;NA;$nmbr$ step or incident vitrectomy or photocoagulation
 571;$nmbr$ step;"C1261552;C1704379;C1705117;C2825408;C3814463";NA;NA;$nmbr$ step
 571;$nmbr$ or $nmbr$ step;"C1261552;C1704379;C1705117;C2825408;C3814463";NA;NA;$nmbr$ or $nmbr$ step
 570;stemi ( % );"C1536220;C3538872";NA;NA;stemi
 570;stemi;"C1536220;C3538872";NA;NA;stemi
 570;st - segment — elevation myocardial infarction;C1536220;NA;NA;st segment elevation myocardial infarction
 570;st - segment elevation myocardial infarction;C1536220;NA;NA;st segment elevation myocardial infarction
 570;st - segment - elevation myocardial infarction — no . ( % );C1536220;NA;NA;st segment elevation myocardial infarction no
 570;st - elevation myocardial infarction;"C1536220;C3538872";NA;NA;st elevation myocardial infarction
 570;qualifying mi : stemi;"C1514624;C1536220;C3538872;C3810814";NA;NA;qualifying mi stemi
 570;prior stemi;"C0332152;C1536220;C2826257;C3538872";NA;NA;prior stemi
 570;no prior stemi;"C0332152;C1536220;C2826257;C3538872";NA;NA;no prior stemi
 570;myocardial infarction without st - segment elevation — no . ( % );C1536220;NA;NA;myocardial infarction without st segment elevation no
 569;without stent;C0038257;NA;NA;without stent
 569;with stent ^ l;C0038257;NA;NA;with stent l
 569;with stent;C0038257;NA;NA;with stent
 569;with any stent;C0038257;NA;NA;with any stent
 569;vein graft stented;"C0038257;C0042449;C0181074;C0332835;C1961139";NA;NA;vein graft stented
 569;vein bypass stented;"C0038257;C0042449;C0741847";NA;NA;vein bypass stented
 569;vein bypass graft stented;"C0038257;C0398147";NA;NA;vein bypass graft stented
 569;stent plus placebo;"C0032042;C0038257;C0332287;C1696465;C1706408";NA;NA;stent plus placebo
 569;stent plus abciximab;"C0038257;C0288672;C0332287";NA;NA;stent plus abciximab
 569;stent length per lesion  mm;"C0038257;C0221198;C1444754;C1546698;C1706316;C4330985;C4554674";NA;NA;stent length per lesion mm
 569;stent group ( n = $nmbr$ );"C0038257;C0441848";NA;NA;stent group n $nmbr$
 569;stent diameter < $nmbr$ mm;"C0038257;C1301886;C4330985;C4554674";NA;NA;stent diameter $nmbr$ mm
 569;stent diameter $ $nmbr$ mm;"C0038257;C1301886;C4330985;C4554674";NA;NA;stent diameter $ $nmbr$ mm
 569;stent / abciximab - stent / placebo;"C0032042;C0038257;C0288672;C1696465;C1706408";NA;NA;stent abciximab stent placebo
 569;stent ( n = $nmbr$ );C0038257;NA;NA;stent n $nmbr$
 569;stent;C0038257;NA;NA;stent
 569;prior stent;"C0038257;C0332152;C2826257";NA;NA;prior stent
 569;previous stenting ( % previous pci );"C0038257;C0205156;C1552607;C2348535;C4049621";NA;NA;previous stenting previous pci
 569;other stent;C0038257;NA;NA;other stent
 569;number stent > $nmbr$;"C0038257;C0237753;C0449788";NA;NA;number stent $nmbr$
 569;number of stents implanted;"C0021102;C0038257;C0237753;C0449788;C2828363";NA;NA;number of stents implanted
 569;number of stents ( per patient );"C0030705;C0038257;C0237753;C0449788";NA;NA;number of stents per patient
 569;number of stents;"C0038257;C0237753;C0449788";NA;NA;number of stents
 569;number of stent = l or $nmbr$ or $nmbr$;"C0038257;C0237753;C0449788";NA;NA;number of stent l or $nmbr$ or $nmbr$
 569;number of stent = $nmbr$;"C0038257;C0237753;C0449788";NA;NA;number of stent $nmbr$
 569;no . of stents;C0038257;NA;NA;no of stents
 569;multivessel stenting;"C0038257;C2348535";NA;NA;multivessel stenting
 569;minimum stent diameter;"C0038257;C4054490";NA;NA;minimum stent diameter
 549;pre - menopausal with hormone replacement;"C0206158;C0282402";NA;NA;pre menopausal with hormone replacement
 569;mean total stent length per lesion  mm ( sd ) ‡;"C0038257;C0221198;C0439175;C0439810;C0444504;C1444754;C1546698;C1706316;C2347634;C2348143;C2699239;C4330985;C4554674";NA;NA;mean total stent length per lesion mm sd
 569;coronary angioplasty or stenting;"C0002997;C0038257;C0190211;C2348535";NA;NA;coronary angioplasty or stenting
 569;biolimus a $nmbr$ - eluting stent ¶;C0038257;NA;NA;biolimus a $nmbr$ eluting stent
 568;subgroup sex;"C0009253;C0036864;C0079399;C0804628;C1079230;C1314687;C1515021;C1522384";NA;NA;subgroup sex
 568;sexy;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sexy
 568;sex — no . / total no . ( % );"C0009253;C0036864;C0079399;C0439175;C0439810;C0804628;C1314687;C1522384";NA;NA;sex no total no
 568;sex — no . ( % );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex no
 568;sex m / f;"C0009253;C0036864;C0079399;C0804628;C1306057;C1314687;C1522384";NA;NA;sex m f
 568;sex :;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex
 568;sex ( women  n [ % ] );"C0009253;C0036864;C0043210;C0079399;C0804628;C1314687;C1522384";NA;NA;sex women n
 568;sex ( p = $nmbr$ );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex p $nmbr$
 568;sex ( no . );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex no
 568;sex ( interaction : p = $nmbr$ . $nmbr$ );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384;C1704675";NA;NA;sex interaction p $nmbr$ $nmbr$
 568;sex ( % );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex
 568;sex  no . ( % ) male;"C0009253;C0036864;C0079399;C0086582;C0804628;C1314687;C1522384;C1706180;C1706428;C1706429";NA;NA;sex no male
 568;sex  no . ( % );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex no
 568;sex  no  ( % );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex no
 568;sex  n ( % ) b;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex n b
 568;sex  n ( % ) *;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex n
 568;sex  n ( % );"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex n
 568;sex  %;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex
 568;sex;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;sex
 568;p interaction ( rx arm * sex );"C0009253;C0036864;C0079399;C0369773;C0446516;C0804628;C1314687;C1425688;C1521941;C1522384;C1704675;C2603361;C2709207;C3715044;C4553528";NA;NA;p interaction rx arm sex
 568;intercourse satisfac -;C0009253;NA;NA;intercourse satisfac
 568;assigned treatment by sex interaction;"C0009253;C0036864;C0039798;C0079399;C0087111;C0804628;C1314687;C1516050;C1522326;C1522384;C1533734;C1552601;C1704675;C1705169;C3538994;C3887704";NA;NA;assigned treatment by sex interaction
 568;> $nmbr$ yrs sex :;"C0009253;C0036864;C0079399;C0804628;C1314687;C1522384";NA;NA;$nmbr$ yrs sex
 568;> $nmbr$ yr sex;"C0009253;C0036864;C0079399;C0439234;C0804628;C1314687;C1522384";NA;NA;$nmbr$ yr sex
 567;week $nmbr$ mean ( se );"C0036919;C0332174;C0439230;C0444504;C2347634;C2348143";NA;NA;week $nmbr$ mean se
 567;triglycerides tx difference vs pbo  ls mean % change from baseline ( se );"C0023668;C0031962;C0036919;C0041004;C0041403;C0168634;C0392747;C0443172;C0444504;C1442488;C1705241;C1705242;C2347634;C2348143;C4319952";NA;NA;triglycerides tx difference vs pbo ls mean change from baseline se
 567;sesbp;NA;NA;NA;sesbp
 567;sedbp;NA;NA;NA;sedbp
 567;se;C0036919;NA;NA;se
 567;modified se - adl scale;"C0001288;C0036919;C0175659;C0349674;C0392747;C1420005;C1947916;C3889737";NA;NA;modified se adl scale
 567;mean ± se ) bii ( ls mean ± se );"C0023668;C0036919;C0444504;C1413059;C2347634;C2348143";NA;NA;mean se bii ls mean se
 567;mean ± se;"C0036919;C0444504;C2347634;C2348143";NA;NA;mean se
 567;mean change  % ( se );"C0036919;C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C4319952";NA;NA;mean change se
 567;mean ( se ) trough l;"C0036919;C0444504;C0444506;C2347634;C2348143";NA;NA;mean se trough l
 567;mean ( se ) trough  l;"C0036919;C0444504;C0444506;C2347634;C2348143";NA;NA;mean se trough l
 567;mean ( se ) auc ^ p l;"C0036919;C0376690;C0444504;C2347634;C2348143";NA;NA;mean se auc p l
 567;mean ( se ) auc $nmbr$ - $nmbr$  l;"C0036919;C0376690;C0444504;C2347634;C2348143";NA;NA;mean se auc $nmbr$ $nmbr$ l
 567;mean ( se ) $nmbr$ - year rates per $nmbr$ population;"C0036919;C0439234;C0439508;C0871208;C1521828;C2347634";NA;NA;mean se $nmbr$ year rates per $nmbr$ population
 567;mean ( se );"C0036919;C0444504;C2347634;C2348143";NA;NA;mean se
 567;ls mean ± se;"C0023668;C0036919;C0444504;C2347634;C2348143";NA;NA;ls mean se
 567;ls mean difference ( se );"C0023668;C0036919;C0444504;C1705241;C1705242;C2347634;C2348143";NA;NA;ls mean difference se
 567;ls mean change from baseline ( se )  %;"C0023668;C0036919;C0168634;C0392747;C0443172;C0444504;C1442488;C1705241;C2347634;C2348143;C4319952";NA;NA;ls mean change from baseline se
 567;ls mean change from baseline  ml ( se ) a;"C0023668;C0036919;C0168634;C0392747;C0439526;C0443172;C0444504;C1442488;C1705224;C1705241;C2347634;C2348143;C3887665;C4319952";NA;NA;ls mean change from baseline ml se a
 567;ls mean change ( se );"C0023668;C0036919;C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C4319952";NA;NA;ls mean change se
 567;ls mean ( se );"C0023668;C0036919;C0444504;C2347634;C2348143";NA;NA;ls mean se
 567;ls mean % change from baseline _ se;"C0023668;C0036919;C0168634;C0392747;C0443172;C0444504;C1442488;C1705241;C2347634;C2348143;C4319952";NA;NA;ls mean change from baseline _ se
 567;ipss ( ls mean ± se );"C0023668;C0036919;C0444504;C1019118;C1998280;C2347634;C2348143;C2827405;C3811063";NA;NA;ipss ls mean se
 567;in ibdq total score at week $nmbr$  mean [ se ];"C0036919;C0332174;C0439175;C0439230;C0439810;C0444504;C2347634;C2348143;C2964552;C3533236";NA;NA;in ibdq total score at week $nmbr$ mean se
 567;in - trial and post - trial $nmbr$ - year rates per $nmbr$ ( se ) total events / number at risk;"C0008976;C0036919;C0150312;C0332285;C0439175;C0439234;C0439508;C0439810;C0441471;C0687676;C0871208;C1264674;C1444641;C1521828;C1704687;C1707101;C3469826;C3541888;C4288115";NA;NA;in trial and post trial $nmbr$ year rates per $nmbr$ se total events number at risk
