Text,CUIS
hypertension severity at baseline n,C0439793;C0522510
amlodipine $nmbr$ to $nmbr$ mg n $nmbr$,C0051696;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ mm hg,C0439475
age sd yrs,C0001779;C2699239
diabetic status n,C0241863;C0449438
age category n,C0001779;C0683312;C3889287
ish status n,C0449438
mssbp mm hg,C0439475
bmi n,C0578022
msdbp mm hg,C0439475
figure $nmbr$ change in am pef by bmi and treatment group bars represent the standard error of the mean,C0030771;C1518922;C1542834;C1707156;C3274014;C3541345;C1882932;C1710181
hypertension severity at baseline n,C0439793;C0522510
figure $nmbr$ change in pm pef by bmi and treatment group bars represent the standard error of the mean,C0392747;C0443172;C1705241;C4319952;C0578022;C1707156;C3274014;C3541345;C1882932;C1710181
$nmbr$ mm hg,C0439475
diabetic status n,C0241863;C0449438
figure $nmbr$ change in $nmbr$ hour symptoms score by bmi and treatment group bars represent the standard error of the mean,C0436315;C0578022;C1707156;C3274014;C3541345;C1882932;C1710181
ish status n,C0449438
nyha ll lll patients with lvef,C1275491;C0030705;C0428772;C0488728
bmi n,C0578022
remaining patients,C1527428;C0030705
dronedarone n $nmbr$,C0766326
figure $nmbr$ change in am pef by bmi and treatment group bars represent the standard error of the mean,C0030771;C1518922;C1542834;C1707156;C3274014;C3541345;C1882932;C1710181
age years sd,C1510829;C2699239
figure $nmbr$ change in pm pef by bmi and treatment group bars represent the standard error of the mean,C0392747;C0443172;C1705241;C4319952;C0578022;C1707156;C3274014;C3541345;C1882932;C1710181
ischaemic dilated cardiomyopathy,C1960867
figure $nmbr$ change in $nmbr$ hour symptoms score by bmi and treatment group bars represent the standard error of the mean,C0436315;C0578022;C1707156;C3274014;C3541345;C1882932;C1710181
non rheumatic valvular heart disease,C1518422;C0264757
nyha ll lll patients with lvef,C1275491;C0030705;C0428772;C0488728
non ischaemic dilated cardiomyopathy,C1518422;C1960867
remaining patients,C1527428;C0030705
pacemaker,C0030163;C0810633;C1546728;C3275122;C3853703
dronedarone n $nmbr$,C0766326
implanted cardioverter defibrillator,C0021102;C0810516;C2828363
age years sd,C1510829;C2699239
overall population,C0032659;C1257890
ischaemic dilated cardiomyopathy,C1960867
hr [ $nmbr$ ci,C0008107;C3259781
non rheumatic valvular heart disease,C1518422;C0264757
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
non ischaemic dilated cardiomyopathy,C1518422;C1960867
lvef^ $nmbr$ $nmbr$ and nyha class ii iii at baseline,C0428772;C0488728;C1882086
pacemaker,C0030163;C0810633;C1546728;C3275122;C3853703
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ ],
implanted cardioverter defibrillator,C0021102;C0810516;C2828363
outcome measure,C0086749
overall population,C0032659;C1257890
hazard ratio $nmbr$ cl,C2985465;C0596019
hr [ $nmbr$ ci,C0008107;C3259781
time to first cv hospitalization or death from any cause,C0040223;C3541383;C0007465
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
first cv hospitalization,C0205435;C0019993;C1279901
lvef^ $nmbr$ $nmbr$ and nyha class ii iii at baseline,C0428772;C0488728;C1882086
death from any cause,C0007465
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ ],
first hospitalization for chf or cv death,C0019993;C0018802;C0011065;C1306577;C4082313;C4552775
outcome measure,C0086749
hazard ratio $nmbr$ cl,C2985465;C0596019
figure $nmbr$ trough fev $nmbr$ at $nmbr$ weeks differences between active and placebo treatments in patient subgroups divided according to baseline status for age smoking status and inhaled corticosteroid ics use all contrasts versus placebo signi cant at p $nmbr$ $nmbr$ indacaterol both doses was noninferior to tiotropium p $nmbr$ $nmbr$ in all subgroups,C0444506;C3714541;C1705241;C1705242;C1554093;C3242279;C3242455;C0332849;C0168634;C1442488;C0001779;C1519386;C0004048;C0239126;C0009924;C1979874;C0032042;C2825972;C1696465;C1706408;C0178602;C0213771;C1079230
time to first cv hospitalization or death from any cause,C0040223;C3541383;C0007465
arm,C0446516;C3715044;C4553528
first cv hospitalization,C0205435;C0019993;C1279901
pad at baseline,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
death from any cause,C0007465
control,C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
first hospitalization for chf or cv death,C0019993;C0018802;C0011065;C1306577;C4082313;C4552775
no pad baseline,C0168634;C1442488
epa,
figure $nmbr$ trough fev $nmbr$ at $nmbr$ weeks differences between active and placebo treatments in patient subgroups divided according to baseline status for age smoking status and inhaled corticosteroid ics use all contrasts versus placebo signi cant at p $nmbr$ $nmbr$ indacaterol both doses was noninferior to tiotropium p $nmbr$ $nmbr$ in all subgroups,C0444506;C3714541;C1705241;C1705242;C1554093;C3242279;C3242455;C0332849;C0168634;C1442488;C0001779;C1519386;C0004048;C0239126;C0009924;C1979874;C0032042;C2825972;C1696465;C1706408;C0178602;C0213771;C1079230
figure $nmbr$ maintenance of a response and b remission at week $nmbr$ by prior in iximab use intent to treat population,C0024501;C0871261;C1704632;C1706817;C2911692;C0544452;C0687702;C0332152;C0032659;C1257890
arm,C0446516;C3715044;C4553528
lce n $nmbr$,C1423759;C3273355
pad at baseline,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
lc n $nmbr$,
control,C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
age mean yr,C0001779;C0439234
no pad baseline,C0168634;C1442488
men no,C0025266
epa,
mean duration of pd yr,C0449238;C2926735
figure $nmbr$ maintenance of a response and b remission at week $nmbr$ by prior in iximab use intent to treat population,C0024501;C0871261;C1704632;C1706817;C2911692;C0544452;C0687702;C0332152;C0032659;C1257890
updrs total ii iii,C0439070;C1705160
lce n $nmbr$,C1423759;C3273355
updrs part ii adl,C0001288;C1420005
lc n $nmbr$,
updrs part iii motor,C1513492;C1705994
age mean yr,C0001779;C0439234
hoehn yahr stage,C0205390;C1300072;C1306673
men no,C0025266
schwab england score,C0449820;C4050231
mean duration of pd yr,C0449238;C2926735
pdq $nmbr$,
updrs total ii iii,C0439070;C1705160
previous antiparkinson medication no,C0205156;C0003405;C1552607
updrs part ii adl,C0001288;C1420005
dopamine agonist use no,C0042153;C0457083;C1947944
updrs part iii motor,C1513492;C1705994
lce l dopa carbidopa entacapone lc l dopa carbidopa pd parkinson disease updrs rating scale adl activities of daily living pdq $nmbr$ parkinson disease questionnaire,C1292728;C0337645;C0034394
hoehn yahr stage,C0205390;C1300072;C1306673
unified parkinson disease,C0030567;C1521736
schwab england score,C0449820;C4050231
olmesartan medoxomil $nmbr$ mg hctz $nmbr$ $nmbr$ mg n $nmbr$,C0386393;C1319635
pdq $nmbr$,
olmesartan medoxomil $nmbr$ mg n $nmbr$,C0386393;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
previous antiparkinson medication no,C0205156;C0003405;C1552607
age y [mean sd],C0001779;C0444504;C2699239;C2347634;C2348143
dopamine agonist use no,C0042153;C0457083;C1947944
$nmbr$ [n ],C0369718;C0441922
lce l dopa carbidopa entacapone lc l dopa carbidopa pd parkinson disease updrs rating scale adl activities of daily living pdq $nmbr$ parkinson disease questionnaire,C1292728;C0337645;C0034394
males [n ],C0086582;C0369718;C0441922
unified parkinson disease,C0030567;C1521736
diabetes mellitus [n ],C0011849;C0369718;C0441922
olmesartan medoxomil $nmbr$ mg hctz $nmbr$ $nmbr$ mg n $nmbr$,C0386393;C1319635
bmi kg m $nmbr$ [mean sd],C0022718;C0439209;C4054209;C0444504;C2699239;C2347634;C2348143
olmesartan medoxomil $nmbr$ mg n $nmbr$,C0386393;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
sedbp mmhg [mean_ sd]a,C0439475;C0444504;C2699239;C2347634;C2348143
age y [mean sd],C0001779;C0444504;C2699239;C2347634;C2348143
sesbp mmhg [mean _sd]a,C0439475;C0444504;C2699239;C2347634;C2348143
$nmbr$ [n ],C0369718;C0441922
severity ofhypertension [n ]b,C0439793;C0522510;C0369718;C0441922
males [n ],C0086582;C0369718;C0441922
mild,C2945599
diabetes mellitus [n ],C0011849;C0369718;C0441922
pre treatedforhypertension [n ],C0332152;C0740175;C2257086;C3669034;C0369718;C0441922
bmi kg m $nmbr$ [mean sd],C0022718;C0439209;C4054209;C0444504;C2699239;C2347634;C2348143
pre treatment[n ]c,C1550147;C2709094;C3539075;C3539076;C2349138
sedbp mmhg [mean_ sd]a,C0439475;C0444504;C2699239;C2347634;C2348143
b blocker,
sesbp mmhg [mean _sd]a,C0439475;C0444504;C2699239;C2347634;C2348143
calcium channelantagonist,C0006675;C0006726;C2936886;C3540037;C3714611
severity ofhypertension [n ]b,C0439793;C0522510;C0369718;C0441922
low ceiling diuretic,C0205251;C0012798;C1550472;C3890211;C4048187;C4321351;C4522223
mild,C2945599
a blocker,
pre treatedforhypertension [n ],C0332152;C0740175;C2257086;C3669034;C0369718;C0441922
bp in pre treated patients,C0037623;C1415692;C1708288;C4318478
pre treatment[n ]c,C1550147;C2709094;C3539075;C3539076;C2349138
sedbp mmhg [mean _sd]d,C0439475;C0444504;C2699239;C2347634;C2348143
b blocker,
sesbp mmhg [mean sd]d,C0439475;C0444504;C2699239;C2347634;C2348143
calcium channelantagonist,C0006675;C0006726;C2936886;C3540037;C3714611
scd,
low ceiling diuretic,C0205251;C0012798;C1550472;C3890211;C4048187;C4321351;C4522223
hradj $nmbr$ ci,C0008107;C3259781
a blocker,
qtc,
bp in pre treated patients,C0037623;C1415692;C1708288;C4318478
$nmbr$ $nmbr$ referent,C1706462
sedbp mmhg [mean _sd]d,C0439475;C0444504;C2699239;C2347634;C2348143
qtc $nmbr$ n $nmbr$,
sesbp mmhg [mean sd]d,C0439475;C0444504;C2699239;C2347634;C2348143
no prior mi n $nmbr$,C0332152;C2826257
scd,
prior mi n $nmbr$,C0332152;C2826257
hradj $nmbr$ ci,C0008107;C3259781
no prior hf n $nmbr$,C0332152;C0018488;C1313497;C1538440;C3273279;C2826257
qtc,
prior hf n $nmbr$,C0332152;C0018488;C1313497;C1538440;C3273279;C2826257
$nmbr$ $nmbr$ referent,C1706462
bnp,C0054015;C1095989;C1417808;C2982014
qtc $nmbr$ n $nmbr$,
bnp $nmbr$ pg ml n $nmbr$,C0054015;C0439297;C1095989;C1417808;C2982014
no prior mi n $nmbr$,C0332152;C2826257
ef $nmbr$ n $nmbr$,
prior mi n $nmbr$,C0332152;C2826257
ef,
no prior hf n $nmbr$,C0332152;C0018488;C1313497;C1538440;C3273279;C2826257
ranolazine n $nmbr$,C0073633
prior hf n $nmbr$,C0332152;C0018488;C1313497;C1538440;C3273279;C2826257
figure $nmbr$ systolic blood pressure a diastolic blood pressure b and pulse pressure c as a function of age in $nmbr$ year increments and time,C0488055;C0871470;C1306620;C0428883;C1305849;C0949236;C0439234;C1705117;C0439508;C0040223;C3541383
bnp,C0054015;C1095989;C1417808;C2982014
om $nmbr$ mg aml $nmbr$ mg n $nmbr$,C1319635;C0023465;C0023467
bnp $nmbr$ pg ml n $nmbr$,C0054015;C0439297;C1095989;C1417808;C2982014
ef $nmbr$ n $nmbr$,
om $nmbr$ mg hctz $nmbr$ mg n $nmbr$,C1319635;C0020261
ef,
aml $nmbr$ mg hctz $nmbr$ mg n $nmbr$,C1319635;C0020261
ranolazine n $nmbr$,C0073633
om $nmbr$ mg aml $nmbr$ mg hctz $nmbr$ mg n $nmbr$,C1319635;C0020261
age group no,C0027362;C2348001
figure $nmbr$ systolic blood pressure a diastolic blood pressure b and pulse pressure c as a function of age in $nmbr$ year increments and time,C0488055;C0871470;C1306620;C0428883;C1305849;C0949236;C0439234;C1705117;C0439508;C0040223;C3541383
height mean sd cm,C0489786;C0444504;C2347634;C2348143
om $nmbr$ mg aml $nmbr$ mg n $nmbr$,C1319635;C0023465;C0023467
bmi mean sd kg m^,C0022718;C0439209;C4054209
om $nmbr$ mg hctz $nmbr$ mg n $nmbr$,C1319635;C0020261
bmi category no,C0683312;C3889287
aml $nmbr$ mg hctz $nmbr$ mg n $nmbr$,C1319635;C0020261
$nmbr$ kg m^ obesity,C0022718;C0439209;C4054209;C0028754;C1963185
om $nmbr$ mg aml $nmbr$ mg hctz $nmbr$ mg n $nmbr$,C1319635;C0020261
diabetes no,C0011847;C0011849
age group no,C0027362;C2348001
chronic kidney disease no t,C1561643;C4553188;C2603360
height mean sd cm,C0489786;C0444504;C2347634;C2348143
chronic cardiovascular disease no,C1290380
bmi mean sd kg m^,C0022718;C0439209;C4054209
bp goal no,C0018017;C1571704
bmi category no,C0683312;C3889287
baseline sesbp mean sd mm hg,C0168634;C0439475;C1442488
$nmbr$ kg m^ obesity,C0022718;C0439209;C4054209;C0028754;C1963185
baseline sedbp mean sd mm hg,C0168634;C0439475;C1442488
diabetes no,C0011847;C0011849
om $nmbr$ mg aml $nmbr$ mg,C1319635;C0023465;C0023467
chronic kidney disease no t,C1561643;C4553188;C2603360
om $nmbr$ mg hctz $nmbr$ mg,C1319635;C0020261
chronic cardiovascular disease no,C1290380
aml $nmbr$ mg hctz $nmbr$ mg,C1319635;C0020261
bp goal no,C0018017;C1571704
om $nmbr$ mg aml $nmbr$ mg hctz $nmbr$ mg,C1319635;C0020261
baseline sesbp mean sd mm hg,C0168634;C0439475;C1442488
bp variable mm hg,C0037623;C0439475;C1415692;C1708288;C4318478
baseline sedbp mean sd mm hg,C0168634;C0439475;C1442488
moderate severe n $nmbr$ n $nmbr$,C0205081;C0205082;C4050465;C4050466;C1881878;C4049705;C4049706;C4085643;C4321335
om $nmbr$ mg aml $nmbr$ mg,C1319635;C0023465;C0023467
baseline bp mean sd,C0488053;C2699239
om $nmbr$ mg hctz $nmbr$ mg,C1319635;C0020261
change in sesbp ls mean se,C0392747;C0443172;C1705241;C4319952
aml $nmbr$ mg hctz $nmbr$ mg,C1319635;C0020261
change in sedbp ls mean se,C0392747;C0443172;C1705241;C4319952
om $nmbr$ mg aml $nmbr$ mg hctz $nmbr$ mg,C1319635;C0020261
$nmbr$ $nmbr$ $nmbr$ $nmbr$ ll,
bp variable mm hg,C0037623;C0439475;C1415692;C1708288;C4318478
severe oab subgroup,C1079230;C1515021
moderate severe n $nmbr$ n $nmbr$,C0205081;C0205082;C4050465;C4050466;C1881878;C4049705;C4049706;C4085643;C4321335
fas,
baseline bp mean sd,C0488053;C2699239
solifenacin n $nmbr$,C1099677
change in sesbp ls mean se,C0392747;C0443172;C1705241;C4319952
age year,C0439234;C0439508
change in sedbp ls mean se,C0392747;C0443172;C1705241;C4319952
age cohort no,C2348001
$nmbr$ $nmbr$ $nmbr$ $nmbr$ ll,
diary variables mean sd,C0376660;C2699239
severe oab subgroup,C1079230;C1515021
urgency episodes $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
fas,
incontinence episodes $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
solifenacin n $nmbr$,C1099677
micturitions $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
age year,C0439234;C0439508
nocturia episodes $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
age cohort no,C2348001
wt second median,C0549183;C0876920;C2347635;C2348144;C2939193
diary variables mean sd,C0376660;C2699239
ppbc score mean sd,C0444504;C2699239;C2347634;C2348143
urgency episodes $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
iuss score mean sd,C0444504;C2699239;C2347634;C2348143
incontinence episodes $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
ups score mean sd,C0334463;C2699239;C3542434
micturitions $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
oab q score mean sd,C3641332;C2699239
nocturia episodes $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
symptom bother,C1457887;C3854129
wt second median,C0549183;C0876920;C2347635;C2348144;C2939193
hrql mean sd,C0444504;C2699239;C2347634;C2348143
ppbc score mean sd,C0444504;C2699239;C2347634;C2348143
coping,C0009967
iuss score mean sd,C0444504;C2699239;C2347634;C2348143
concern,C2699424
ups score mean sd,C0334463;C2699239;C3542434
sleep,C0037313
oab q score mean sd,C3641332;C2699239
social interaction,C0037420
symptom bother,C1457887;C3854129
all n $nmbr$ $nmbr$,C0369718;C0441922
hrql mean sd,C0444504;C2699239;C2347634;C2348143
bivalirudin n $nmbr$ $nmbr$,C0168273
coping,C0009967
heparin plus gpi n $nmbr$ $nmbr$,C0019134;C0770546
concern,C2699424
symptom onset to pci h,C4086878;C0033727;C0369286;C0441932;C0564385;C4528284
sleep,C0037313
killip class $nmbr$ $nmbr$,C1881332
social interaction,C0037420
anemia,C0002871;C1000483;C4554633
all n $nmbr$ $nmbr$,C0369718;C0441922
$nmbr$ diseased vessels,C0005847
bivalirudin n $nmbr$ $nmbr$,C0168273
anterior infarct location,C0450429;C1515974;C4284930;C4284931
heparin plus gpi n $nmbr$ $nmbr$,C0019134;C0770546
initial timi flow grade $nmbr$,C0441800;C0919553;C3244287
symptom onset to pci h,C4086878;C0033727;C0369286;C0441932;C0564385;C4528284
lvef,C0428772;C0488728
killip class $nmbr$ $nmbr$,C1881332
stent implanted,C0522776
anemia,C0002871;C1000483;C4554633
final timi flow grade,C0441800;C0919553;C3244287
$nmbr$ diseased vessels,C0005847
heart rate group at baseline,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
anterior infarct location,C0450429;C1515974;C4284930;C4284931
$nmbr$ bpm n $nmbr$ l $nmbr$,
initial timi flow grade $nmbr$,C0441800;C0919553;C3244287
cardiac parameters,C0018787;C0449381;C1522601
lvef,C0428772;C0488728
egfr ml min per $nmbr$ $nmbr$ kg m^,C1739039;C0439402;C3811844;C3812682
stent implanted,C0522776
duration of heart failure years,C0449238;C2926735
final timi flow grade,C0441800;C0919553;C3244287
primary cause of heart failure,C0205225;C0015127;C1524003;C0439612;C0439631
heart rate group at baseline,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
ischaemic,C0475224
$nmbr$ bpm n $nmbr$ l $nmbr$,
non ischaemic,C1518422;C0475224
cardiac parameters,C0018787;C0449381;C1522601
history of atrial fibrillation and or flutter,C0729790;C0016385;C2242390
egfr ml min per $nmbr$ $nmbr$ kg m^,C1739039;C0439402;C3811844;C3812682
treatment at randomisation,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
duration of heart failure years,C0449238;C2926735
p blocker,C0369773;C2603361
primary cause of heart failure,C0205225;C0015127;C1524003;C0439612;C0439631
arbs,C3888198
ischaemic,C0475224
diuretic agents excluding antialdosterone,C0450442;C1254351;C1521826
non ischaemic,C1518422;C0475224
antialdosterone agents,C0450442;C1254351;C1521826
history of atrial fibrillation and or flutter,C0729790;C0016385;C2242390
cardiac glycosides,C0007158
treatment at randomisation,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
devices,C0025080;C0220819;C0699733
p blocker,C0369773;C2603361
crt,
arbs,C3888198
heart rate at baseline bpm,C0018810;C0168634;C1442488
diuretic agents excluding antialdosterone,C0450442;C1254351;C1521826
ivabradine group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
antialdosterone agents,C0450442;C1254351;C1521826
