CUI,matchedText,preferred,hasMSH
C0023822,HDL Cholesterol,High Density Lipoprotein Cholesterol,true
C0439269,mg dl,mg/dL,false
C0392885,HDL Cholesterol,High density lipoprotein measurement,false
C0041004,TRIGLYCERIDES,Triglycerides,true
C0439269,mg dl,mg/dL,false
C0015179,EU,European Union,true
C3665627,EU,Ehrlich units per deciliter,false
C0549183,Median,Midline (qualifier value),false
C0439268,mg/L,Microgram per Milliliter,false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0036243,SA,Saudi Arabia,true
C0038702,SA,Sulfanilamide,true
C1539696,SA,RPSA gene,false
C1825840,SA,ACSM3 gene,false
C3539736,Sa,Axial S,false
C4521691,SA,United States Military enlisted E2,false
C0017454,GG,"Georgia, Western Asia",true
C0018370,GG,Guernsey (geographic location),true
C1279986,cardiac procedure,Procedure on heart,false
C1079230,subgroups,Subgroup A Nepoviruses,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C0039798,treatment,therapeutic aspects,true
C0596019,Cl -,Chloride Ion,false
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C1254351,DRUG,Pharmacologic Substance,false
C0013227,Drug,Pharmaceutical Preparations,true
C0009429,Combination Therapy,Combined Modality Therapy,true
C0556895,Combination therapy,Combination electrotherapy,false
C0015179,EU,European Union,true
C3665627,EU,Ehrlich units per deciliter,false
C0025598,METFORMIN,Metformin,true
C0036243,SA,Saudi Arabia,true
C1539696,SA,RPSA gene,false
C0038702,SA,Sulfanilamide,true
C1825840,SA,ACSM3 gene,false
C3539736,Sa,Axial S,false
C4521691,SA,United States Military enlisted E2,false
C0038642,SU,Sudan,true
C1705534,SU,Substance Use Domain,false
C1279986,cardiac procedure,Procedure on heart,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C0871470,systolic bp,Systolic Pressure,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0013227,Drug,Pharmaceutical Preparations,true
C1254351,DRUG,Pharmacologic Substance,false
C0439475,mmHG,mmHg,false
C0009429,Combination Therapy,Combined Modality Therapy,true
C0556895,Combination therapy,Combination electrotherapy,false
C0439475,mmHG,mmHg,false
C0025598,METFORMIN,Metformin,true
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C0038642,SU,Sudan,true
C1705534,SU,Substance Use Domain,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0871470,systolic bp,Systolic Pressure,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0168634,baseline,BaseLine dental cement,true
C0019016,HBA,Hemoglobin A,true
C1442488,Baseline,Baseline,false
C1825777,HBA,KRT90P gene,false
C3538758,HBA,SCN2A wt Allele,false
C0439475,mmHG,mmHg,false
C3715113,HDL,HSD11B1 wt Allele,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0439475,mmHG,mmHg,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C0041004,TRIGLYCERIDES,Triglycerides,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C1690016,Percent volume,% volume (qualifier value),false
C3887614,Volume Percent,Percent Volume per Volume,false
C0019016,HBA,Hemoglobin A,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1825777,HBA,KRT90P gene,false
C3538758,HBA,SCN2A wt Allele,false
C0168634,baseline,BaseLine dental cement,true
C0080179,VERTEBRAL FRACTURE,Spinal Fractures,true
C1442488,Baseline,Baseline,false
C3715113,HDL,HSD11B1 wt Allele,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0168634,baseline,BaseLine dental cement,true
C0080179,VERTEBRAL FRACTURE,Spinal Fractures,true
C1442488,Baseline,Baseline,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0031962,PBO,Piperonyl Butoxide,true
C0041004,TRIGLYCERIDES,Triglycerides,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0347129,AIN,Anal intraepithelial neoplasia,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0729594,ALN,Axillary lymph node group,false
C2681220,ALN,C4orf3 gene,false
C1690016,Percent volume,% volume (qualifier value),false
C3887614,Volume Percent,Percent Volume per Volume,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0168634,baseline,BaseLine dental cement,true
C0080179,VERTEBRAL FRACTURE,Spinal Fractures,true
C1442488,Baseline,Baseline,false
C0085639,FALL,Falls,false
C0238715,Fall,Autumn,false
C4553726,Fall,"Fall, CTCAE",false
C0168634,baseline,BaseLine dental cement,true
C0080179,VERTEBRAL FRACTURE,Spinal Fractures,true
C1442488,Baseline,Baseline,false
C1272071,History of - fracture,H/O: fracture,false
C0205210,Clinical,Clinical,false
C0031962,PBO,Piperonyl Butoxide,true
C0102118,ALENDRONATE,Alendronate,true
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C0347129,AIN,Anal intraepithelial neoplasia,false
C0102118,ALENDRONATE,Alendronate,true
C0168634,baseline,BaseLine dental cement,true
C1524063,Using,Use of,false
C1442488,Baseline,Baseline,false
C0729594,ALN,Axillary lymph node group,false
C2681220,ALN,C4orf3 gene,false
C1524063,Using,Use of,false
C0244404,RALOXIFENE,Raloxifene,true
C0282402,HRT,Hormone replacement therapy,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C1301880,Start Time,Start time,false
C0085639,FALL,Falls,false
C0238715,Fall,Autumn,false
C4553726,Fall,"Fall, CTCAE",false
C1522314,End Time,End Time,false
C1272071,History of - fracture,H/O: fracture,false
C0205210,Clinical,Clinical,false
C0168634,baseline,BaseLine dental cement,true
C0439267,g%,Gram per Deciliter,false
C1442488,Baseline,Baseline,false
C0102118,ALENDRONATE,Alendronate,true
C0042153,use,utilization qualifier,true
C1947944,Use,Use - dosing instruction imperative,false
C0457083,Use,Usage,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C1524063,Using,Use of,false
C0102118,ALENDRONATE,Alendronate,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C1524063,Using,Use of,false
C0282402,HRT,Hormone replacement therapy,true
C0244404,RALOXIFENE,Raloxifene,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C1301880,Start Time,Start time,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C1522314,End Time,End Time,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C0168634,baseline,BaseLine dental cement,true
C0439267,g%,Gram per Deciliter,false
C1442488,Baseline,Baseline,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0742135,Cervical Change,cervical changes,false
C0036572,"Fit, NOS",Seizures,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C2349186,Fit,Fit (action),false
C4048158,Fit NOS,Convulsions,true
C4553125,Fit,Prosthesis fit,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C1517378,Gained,Gain,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0745777,Lost,Lost,false
C3815882,LOST,Lost Medical Device,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0016327,F-,Fluorides,true
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0549207,Vertebral,Bone structure of spine,true
C0742135,Cervical Change,cervical changes,false
C0036572,"Fit, NOS",Seizures,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C2349186,Fit,Fit (action),false
C4048158,Fit NOS,Convulsions,true
C4553125,Fit,Prosthesis fit,false
C0031962,PBO,Piperonyl Butoxide,true
C0483204,O NOS,O NOS Ab,false
C1517378,Gained,Gain,false
C0347129,AIN,Anal intraepithelial neoplasia,false
C0745777,Lost,Lost,false
C3815882,LOST,Lost Medical Device,false
C0031962,PBO,Piperonyl Butoxide,true
C0016327,F-,Fluorides,true
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0168634,baseline,BaseLine dental cement,true
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C1442488,Baseline,Baseline,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0549207,Vertebral,Bone structure of spine,true
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0449820,SCORE,Score,false
C0031962,PBO,Piperonyl Butoxide,true
C0483204,O NOS,O NOS Ab,false
C1709380,P-Value,P-Value,false
C0080179,VERTEBRAL FRACTURE,Spinal Fractures,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0347129,AIN,Anal intraepithelial neoplasia,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0031962,PBO,Piperonyl Butoxide,true
C0903898,NATEGLINIDE,nateglinide,true
C0168634,baseline,BaseLine dental cement,true
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C1442488,Baseline,Baseline,false
C0449820,SCORE,Score,false
C1706779,RACE,AMACR wt Allele,false
C0034510,RACE,Racial group,true
C0021966,I-,Iodides,true
C3853635,Race,Race,false
C0221138,I NOS,Blood group antibody I,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0005893,Body mass index,Body mass index procedure,false
C0578022,Body Mass Index,Finding of body mass index,false
C1305855,BODY MASS INDEX,Body mass index,true
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0455829,Waist Circumference,Waist Circumference,true
C1709380,P-Value,P-Value,false
C0080179,VERTEBRAL FRACTURE,Spinal Fractures,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0005823,BLOOD PRESSURE,Blood Pressure,true
C1272641,Blood pressure,Systemic arterial pressure,true
C1271104,Blood Pressure,Blood pressure finding,false
C0277814,Seated,Sitting position,true
C0439475,mmHG,mmHg,false
C1283233,seated,Seating,false
C0449820,SCORE,Score,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0850624,cardiovascular risk factor,cardiovascular risk factor,false
C0903898,NATEGLINIDE,nateglinide,true
C0034510,RACE,Racial group,true
C1706779,RACE,AMACR wt Allele,false
C3853635,Race,Race,false
C0021966,I-,Iodides,true
C0221138,I NOS,Blood group antibody I,false
C0850707,family history of disease,history (of) disease family,false
C0005893,Body mass index,Body mass index procedure,false
C1305855,BODY MASS INDEX,Body mass index,true
C0578022,Body Mass Index,Finding of body mass index,false
C0151691,Reduced HDL cholesterol,Decreased HDL cholesterol concentration,false
C0455829,Waist Circumference,Waist Circumference,true
C0729627,Non-HDL cholesterol,Non-high density lipoprotein cholesterol (substance),false
C1535899,Non-HDL Cholesterol,Non-High Density Lipoprotein Cholesterol Measurement,false
C0005823,BLOOD PRESSURE,Blood Pressure,true
C1272641,Blood pressure,Systemic arterial pressure,true
C0277814,Seated,Sitting position,true
C1271104,Blood Pressure,Blood pressure finding,false
C0439475,mmHG,mmHg,false
C1283233,seated,Seating,false
C0455539,History of - cardiovascular disease,H/O: cardiovascular disease,false
C0850624,cardiovascular risk factor,cardiovascular risk factor,false
C0002962,ANGINA,Angina Pectoris,true
C3494508,Stress Test,Stress Test,true
C0015260,stress test,Exercise stress test,true
C0010055,Coronary Artery Bypass Grafting,Coronary Artery Bypass Surgery,true
C0850707,family history of disease,history (of) disease family,false
C0021775,"Claudication, Intermittent",Intermittent Claudication,true
C0151691,Reduced HDL cholesterol,Decreased HDL cholesterol concentration,false
C4025272,Peripheral arterial stenosis,Peripheral arterial stenosis,false
C0729627,Non-HDL cholesterol,Non-high density lipoprotein cholesterol (substance),false
C1535899,Non-HDL Cholesterol,Non-High Density Lipoprotein Cholesterol Measurement,false
C0745788,Lower Limb ANGIOPLASTY,Lower Limb ANGIOPLASTY,false
C1536078,Bypass Surgery,Bypass Surgery,false
C0455539,History of - cardiovascular disease,H/O: cardiovascular disease,false
C0023216,Leg,Lower Extremity,true
C1140621,LEG,Leg,true
C0188605,foot amputation,Amputation of the foot (procedure),false
C0002962,ANGINA,Angina Pectoris,true
C0015260,stress test,Exercise stress test,true
C3494508,Stress Test,Stress Test,true
C0260526,Family history of diabetes mellitus,Encounter due to family history of diabetes mellitus,false
C1313937,Family history of diabetes mellitus,Family history of diabetes mellitus,false
C0010055,Coronary Artery Bypass Grafting,Coronary Artery Bypass Surgery,true
C0021775,"Claudication, Intermittent",Intermittent Claudication,true
C0202042,Plasma glucose,Plasma Glucose Measurement,false
C0439190,mmol,millimole,false
C0455280,plasma glucose,Plasma glucose result,false
C0015663,FASTING,Fasting,true
C4025272,Peripheral arterial stenosis,Peripheral arterial stenosis,false
C3840385,Glucose challenge,Glucose challenge,false
C0745788,Lower Limb ANGIOPLASTY,Lower Limb ANGIOPLASTY,false
C1536078,Bypass Surgery,Bypass Surgery,false
C0524620,METABOLIC SYNDROME,Metabolic Syndrome X,true
C0023216,Leg,Lower Extremity,true
C1140621,LEG,Leg,true
C0188605,foot amputation,Amputation of the foot (procedure),false
C0023779,Lipids,Lipids,true
C0439269,mg dl,mg/dL,false
C0260526,Family history of diabetes mellitus,Encounter due to family history of diabetes mellitus,false
C1313937,Family history of diabetes mellitus,Family history of diabetes mellitus,false
C0017654,GFR,Glomerular Filtration Rate,true
C0439445,mL/min,mL/min,false
C1424601,GFR,RAPGEF5 gene,false
C0202042,Plasma glucose,Plasma Glucose Measurement,false
C0439190,mmol,millimole,false
C0455280,plasma glucose,Plasma glucose result,false
C0017654,GFR,Glomerular Filtration Rate,true
C1424601,GFR,RAPGEF5 gene,false
C0015663,FASTING,Fasting,true
C0456603,RATIO,Ratio,false
C1547037,Ratio,data type - ratio,false
C0010294,CREATININE,Creatinine,true
