cluster,term
-1,"sbp indicates systolic blood pressure ; dbp , diastolic blood pressure ; aa , arachidonic acid ; epa , eicosapentaenoic acid . values for age , bmi , total cholesterol , ldl cholesterol , hdl cholesterol , sbp , dbp , aa , epa , and epa / aa ratio represent the mean values represent the median ( interquartile range ) . p values are for the differences between the no epa and epa groups ."
-1,# of prior bdmards
-1,acute reaction
-1,ulcers / gangrene
-1,fasting plasma glucose ( mmol / l )
-1,other teaes
-1,alcohol intake
-1,change from baseline ( % )
-1,ileum only
-1,anti - tnf - ir patients
-1,north america plus australia and new zealand
-1,medial - distal - diag
-1,"bw at nmbr weeks , kg +"
-1,haemoglobin ( mmol / l )
-1,"severity ofcopd ( goldnmbr ) , n ( % )"
-1,prior stroke — no . ( % )
-1,adalimumab ( n = nmbr )
-1,aliskiren dm = nmbr non - dm = nmbr
-1,previous cabg ( before index acs ) *
-1,number of patients ( % ) or mean 士 sd
-1,"severity of copd , n ( % ) ( gold nmbr ) : moderate"
-1,western friroce
-1,baseline lipids ; mean ± sd ( mmol / nmbr )
-1,baseline calcium yes
-1,cardiac mediations
-1,large vessel
-1,no . of treated vessels
-1,sinus rhythm at baseline
-1,ipah / hpah
-1,ccs class §
-1,antithrombotic and anticoagulant medications
-1,"ixeqnmbrw , n = nmbr"
-1,warfarin group ( n = nmbr )
-1,white - cell count — xnmbr_nmbr / liter
-1,mean % predicted fvc ( sd )
-1,only cerebrovascular disease
-1,three or more agents
-1,"msfc timed nmbr - foot walk test , median seconds"
-1,mean ( sd ) baseline scores
-1,patients with > nmbr % ■ nmbr ml increase in fevnmbr post - bronchodilator ( % )
-1,meglitinide
-1,"prior tobacco use , n ( % )"
-1,graft occlusionsa
-1,ascot - lla
-1,cortical only
-1,"key : tc = triglyceride ; hs - crp = ldl - c = low - density lipoprotein fc = fasting glucose ; ncep atp * this category did not include ar to have > _ nmbr of the indicated char least - square means , except tc an note : all treatment by subgroup"
-1,prior disease - modifying drugs resulting in inadequate response — mean no . / patient
-1,extent of disease
-1,candesartan group ( n = nmbr )
-1,rivaroxaban alone ( n = nmbr )
-1,"body mass index , mean ( sd ) [range]a"
-1,"baseline antihyperglycemic medications , n ( % )"
-1,"fasting lipid levels , mmol / l"
-1,proximal gastrointestinal tract
-1,diabetes mellitus ( type nmbr or nmbr )
-1,"heart failure ( hf ) , ( % )"
-1,"platelet , nmbr / l"
-1,hbanmbrc < nmbr % ( n - nmbr )
-1,"spironolactone , n ( % )"
-1,"b digit symbol substitution , insulin glargine vs standard care"
-1,proteinurianmbr ( g / day )
-1,elevated blood pressure
-1,ldl - c ( mg / dl ) < nmbr
-1,laser or vitrectomy
-1,total study population ( n = nmbr )
-1,presenting diagnosis
-1,duration of type nmbr diabetes ( years )
-1,alt ( units / l )
-1,severity of airflow limitation
-1,patient ' s global assessment of disease
-1,daily dose nmbr - nmbr mg n = nmbr
-1,in - stent restenosis of des
-1,"baseline hbanmbrc , mean ( s . e . )"
-1,predicted normal ( % )
-1,killip class — no . ( % ) i
-1,prior ml or abnormal angiogram
-1,placebo + mtx ( n = nmbr )
-1,baseline corticosteroid use ( mg )
-1,"ind / gly nmbr / nmbr mg once daily ( n = nmbr , nmbr )"
-1,patients who received positive results on test for antibodies to infliximabt
-1,ptca < nmbr h
-1,verapamil - sr ( « = nmbr nmbr )
-1,simvastatin ( nmbr / nmbr mg / d )
-1,insulin 一 no . ( % )
-1,duration of type nmbr diabetes mellitus ( years )
-1,central america and south america
-1,hip circumference — cm
-1,rnmbr + ezio ( n = nmbr )
-1,male sex — no . of patients ( % )
-1,"stents per lesion , n"
-1,infliximab ( n = nmbr )
-1,dose of rosuvastatin
-1,"lvef < nmbr % , n = nmbr nmbr ) “"
-1,"n - terminal pro - brain natriuretic peptide , pg / ml"
-1,bmi — mean ( sd ) ( kg / mnmbr )
-1,"vorapaxar event rate ( n = nmbr ) , %"
-1,death or nmbrmwd decrease > nmbr m
-1,associated with transient or reversible risk factor
-1,europe and australia
-1,all countries
-1,urinary protein : creatinine ratioa ( mg / mg )
-1,"serum cholesterol , median ( iqr ) , mg / dl"
-1,intermediate risk ( ri = nmbr )
-1,cangrelor
-1,"baseline cdai score , mean ( s . d . )"
-1,major bleeding events *
-1,"baseline , mm hg"
-1,white / caucasian
-1,body mass index ; mean ± sd ( kg / mnmbr )
-1,recurrent ischemia
-1,index event not confirmed
-1,non - hdl cholesterol ( mg / dl )
-1,comparison with placebo
-1,current use of an ace inhibitor
-1,"mean total serum ige ( sd ) , iu / ml"
-1,af or atrial flutter 卞
-1,pain subscale
-1,ejection fraction based on local reading
-1,cardiac and echocardiography parameters
-1,"albuterol use ( sd ) , puffs / day"
-1,white race — number ( % )
-1,"stable angina ( n - nmbr , nmbr )"
-1,"weight , kg , median ( nmbrth , nmbrth )"
-1,long - term aspirin
-1,moderately impaired
-1,left side only
-1,past or never
-1,gastroesophageal reflux disease
-1,anticoagulant — no . ( % )
-1,"region , asia / paafic"
-1,arteriosclerosis
-1,fasting plasma glucose nmbr medan
-1,age mean ( yrs ± sd )
-1,chronic renal failure
-1,peripheral artery
-1,neither tnmbrdm nor mets
-1,"time since first af diagnosis , yrs"
-1,anti - hypertensive therapy - no . ( % )
-1,pacemaker
-1,infarct ion w ithin previous nmbr day s
-1,cardiac death
-1,interval between clinical evaluation and initiation oftreatment — no . ( % )
-1,"apolipoprotein b , mean ( sd ) , g / l"
-1,no . of participants with events ( % )
-1,"mean a ± sd , mg / dl ( mmol / nmbr )"
-1,homa - ir ( mu / l^mmol / l )
-1,"> nmbr months ( n = nmbr , nmbr )"
-1,"elevated troponin ( > nmbr . nmbr mg / l ) , %"
-1,"mean weight ( sd ) , kg"
-1,europe ( zone nmbr )
-1,cox bsl onlyc
-1,number resulting in ed visit
-1,left ventricular systolic or diastolic dysfunction
-1,any other llts ( other than statin )
-1,other blood - pressure drug
-1,both ace inhibitor and arb
-1,"tg , median ( sdy rng / cjl"
-1,statin at last follow - up
-1,p - value ( lnteraction )
-1,mild dysfunction or normal
-1,recurrent infections ( > nmbr per year )
-1,estimated glomerular filtration rate < nmbr ml / min per nmbr . nmbr mnmbr
-1,"median ( qnmbr : qnmbr ) duration of diabetes , years"
-1,nmbrlnmbrmmhg
-1,chronic non - steroidal antiinflammatory drugs
-1,european subcategories
-1,placebo + nmbr mg / d of simvastatin ( n = nmbr )
-1,median c - reactive protein — mg / dl^
-1,use of other medications — no . ( % )
-1,total - c : hdl - c
-1,pre - bronchodilator fevnmbr / fvc ( % )
-1,reversibility ( % predicted fevnmbr ) *
-1,conversion to sinus rhythm in < nmbr days
-1,stent implanted
-1,"median weight , kg ( iqr )"
-1,saxagliptin ( % )
-1,salmeterol - fluticasone group ( n = nmbr )
-1,abciximab
-1,vein bypass graft stented
-1,"mean age ( sd ) , years"
-1,prior treatment
-1,bivalirudin used during pci
-1,"mean ( s . d . ) ldl particle number , nmol / l"
-1,pad symptoms ( % )
-1,number of treated lesions
-1,"infliximab ( combined nmbr mg / kg and nmbr mg / kg ) , n ( % )"
-1,"high dose statin ( n = nmbr , nmbr )"
-1,any recurrent stroke
-1,distal one - third of radius
-1,mean mayo score ( sd )
-1,diagnosis at presentation
-1,median disease duration — yr
-1,events / control group
-1,lowest tg tertile
-1,"other antihyperglycemic agents , not listed"
-1,index stroke > nmbr days before randomization — no . ( % )
-1,renal fmclicn : creatntoe clearance
-1,"prior mi ( n - nmbr , nmbr )"
-1,losartan plus placebo ( n = nmbr )
-1,"anti - ccp positive ( > nmbr u / ml ) , n ( % )"
-1,"total occlusion , n ( % )"
-1,male sex — no . ( % ) risk factors
-1,multiple tnfi and other bdmards §
-1,stiffness ( min )
-1,rosuvastatin nmbr - nmbr mg ( n = nmbr )
-1,randomization to angiography
-1,thienopyridine n = nmbr
-1,treatment difference
-1,"absolute reversibility in fevnmbr , ml *"
-1,time to treatment
-1,"duration of initial anticoagulation , mean ( sd ) , mo"
-1,undetermined etiology
-1,ace inhibitors through hospital discharge or day nmbr — %
-1,patient ' s global assessment ( vas )
-1,"triglycerides ( mg / dl ) , mean + sd , available for nmbr patients"
-1,"qualifying type of atherosclerosis , n ( % )"
-1,"patient ' s preference not to take vka , only reason"
-1,probable
-1,at least two cardiovascular risk factors
-1,surgical technique post - randomisation characteristic * *
-1,"age group , no . ( % ) , y"
-1,disease location ( % ) *
-1,previous oad ( % )
-1,hdl cholesterol — mg / dl triglycerides — mg / dl
-1,< nmbr months in - nmbr kill
-1,antialdosterone agents
-1,"risk factors bmi ( kg / mnmbr ) , mean + sd"
-1,ex - smoker / current
-1,at goal
-1,history of heart failure — no . ( % )
-1,diabetes duration subgroups
-1,western europe ( including south africa )
-1,randomization stratum
-1,"death , mi , idr , st or gusto severe bleeding"
-1,clopidogrel / total no . of patients % %
-1,corticosteroid ( without imm )
-1,creatinine ratio nmbr - nmbr
-1,overall pad
-1,steroids ( other )
-1,"mean ± s . d . weight , kg"
-1,amlodipine ( n = nmbr )
-1,previous infliximab therapy — no . of patients ( % ) * *
-1,"anti - tnf - naive , n ( % )"
-1,previous acute hypersensitivity reaction to infliximab — no . of patients ( % )
-1,non - elderly ( < nmbr years )
-1,pravastatin ( n = nmbr >
-1,"week nmbr ( mean , sd )"
-1,factor v leiden ( % )
-1,tender joint count ( nmbr - nmbr possible joints )
-1,male sex — no . / total no . ( % )
-1,insulin glargine n ( x )
-1,time since randomization
-1,post - bronchodilator fevnmbr ( % predicted normal ) a
-1,"vessel size , mean ( sd ) , mm"
-1,"hs - crp ( median , iqr ) , mg / l"
-1,insulin - requiring
-1,"homa . ir , median ( ql , qnmbr ) , % / nmbr"
-1,baseline short - acting anticholinergics
-1,multivitamin use ( current )
-1,apob : apoal
-1,cardiac stretch
-1,hospitalization for heart failure within nmbr mo
-1,"lv ejection fraction , mean ( sd ) [range] , %"
-1,"pasi score , nmbr - nmbr *"
-1,patients with event / patients analyzed
-1,"mean ( sd ) periostin , ng / ml"
-1,any blood transfusion
-1,low molecular weight heparin
-1,yes ( stopped for trial )
-1,previous chronic use of antiplatelet drugs
-1,aspirin - erdp clopidogrel no . of patients / total no .
-1,denosumab
-1,patients randomized
-1,days with asthma symptoms / week
-1,statin with fibrate
-1,delayed - start group ( n = nmbr )
-1,fevnmbr % predicted ( post salbutamol )
-1,intended durat - sm of antccagubficn
-1,"baseline dmard use , n ( % )"
-1,creatinine — mg / dl urinary albumin - to - creatinine ratio §
-1,companion : wake - up stroke
-1,placebo events / n ( % )
-1,cdai score < nmbr
-1,"baseline ibdq total score , mean"
-1,"positive for rheumatoid factor , anti - cyclic citrullinated peptide antibodies , or both — % ff"
-1,"current alcohol use , n ( % )"
-1,"cardiac medications at discharge , %"
-1,medical management only
-1,shoulder pain
-1,"hbalc , mean ( s . d . )"
-1,nmbr . nmbr mg bid
-1,pci during index hospitalization
-1,history of cv disease
-1,complex lesions^
-1,level nmbr immobility^
-1,asia / pacific / other
-1,"calcium , mmol nmbr nmbr"
-1,"race , % caucasian"
-1,mtss cfb mean ± sd
-1,study end concentration
-1,"potassium , mean ( sd ) , meq / l"
-1,naive to antihyperglycemic agent therapy
-1,"swollen joint count , of nmbr"
-1,hemispheric tia n = nmbr
-1,"c - peptide tx difference vs pbo , median change from baseline ( se ) nmbr"
-1,"severity of airflow limitation ( gold nmbr ) , n ( % )"
-1,other atherosclerotic event
-1,retinopathy ( stage nmbr / nmbr / nmbr / nmbr )
-1,mean — ml / min / nmbr . nmbrmnmbr
-1,fevnmbr ( % predicted normal )
-1,baseline total cholesterol
-1,"egfr category , n ( % )"
-1,rhabdomyolysis
-1,any other antihyperglycaemic drugs
-1,any risk factor for stent thrombosis
-1,copd severity : mild / moderate
-1,medications taken at time of randomization statins
-1,"neither n = nmbr , nmbr"
-1,exercise at least weekly ( a )
-1,patients with previous intolerance of infliximab
-1,mayo clinic score §
-1,nob systolic blood pressure ( mm hg )
-1,geographic region - other
-1,"months since first ra symptom , mean ( sd ) f"
-1,continuation ( n = nmbr )
-1,timi - defined bleeding
-1,"glycosylated hemoglobin , %"
-1,omeprazole
-1,in - hospital ticagrelor ( n = nmbr )
-1,mean bmi ( nmbr % ci )
-1,physiological measures
-1,atrial fibrillation pattern
-1,corticosteroid + imm
-1,thiazide at enrollment
-1,nasopharyngitis
-1,established atherosclerotic
-1,overall effect
-1,omega - nmbr fa
-1,ejection fraction : < nmbr % ( n = nmbr )
-1,< nmbr mm hg heart rate
-1,lv ejection fraction ( % )
-1,cangrelor clopidogrel no . of events / total no . ( % )
-1,killip at baseline
-1,time since asthma diagnosis ( years )
-1,nmbr placebo
-1,carbamazepine
-1,"postmenopausal , current hormone therapy use"
-1,known duration of type nmbr diabetes ( years )
-1,beta - blocker at enrollment
-1,number of exacerbations nmbr months before randomisation
-1,"week nmbr hbanmbrc , mean ( s . e . )"
-1,tertile nmbr ( n = nmbr )
-1,"mean ( sd ) duration of copd , years"
-1,ci - aki risk score
-1,"risk factors for stroke , no . ( % )"
-1,"esr ( mm / h ) , median ( min , max )"
-1,"units per week , mean ( sd )"
-1,c - reactive protein — mg / literj
-1,non - u . s .
-1,acuity - defined bleeding
-1,vedolizumab
-1,other / multiracial
-1,time since qualifying event
-1,> nmbr vessels treated
-1,"statin use , n ( % )"
-1,previous coronary - artery bypass grafting
-1,"median ( min , max )"
-1,intensive control ( n = nmbr ) no . of patients ( percent )
-1,"arterial hypertension , n ( % )"
-1,ranolazine ( n = nmbr ) placebo ( n = nmbr )
-1,large shunt
-1,"history of hypertension , n ( % )"
-1,"age y , median ( range )"
-1,companion : nmbr - nmbr hours
-1,nt - pro bnp
-1,lipid difference ( mg / dl )
-1,other determined etiology
-1,baseline pasi score
-1,mean ( sd ) total asthma symptom scores
-1,time since pah diagnosisc ( years )
-1,alpha receptor antagonist
-1,esrd on losartan ( % )
-1,stroke at entry ( vs transient ischemic attack )
-1,medical history and risk factors ( % )
-1,placebo monthly ( n = nmbr )
-1,intravenous inotropes or vasopressors ( % )
-1,overall a phase population
-1,symptom onset to first medical contact : ambulance or emergency department
-1,any glucocorticoid *
-1,mean ( sd ) post - bronchodilator fevnmbr percentage predicted
-1,insulin ( mu / ml )
-1,creatinine clearance < nmbr ml / min
-1,nihss at randomization
-1,"elevated serum potassium , > nmbr . nmbr mmol / l"
-1,concordant stress test abnormalities
-1,"eos serum k + , meq / l"
-1,duration of diabetes
-1,arterial revascularization
-1,endpoint rate
-1,"highest tertile ( range , nmbr . nmbr - nmbr . nmbr mg / dl ; mean ± sd , nmbr . nmbr ± nmbr . nmbr mg / dl )"
-1,p interaction women vs men
-1,malaysia
-1,populations :
-1,"serum creatinine , 弘 mol 儿 | |"
-1,index pci performed
-1,retinopathy
-1,history of nicotine use
-1,insulin glargine n ( % ) / nmbrpy
-1,no chd simva ( n = nmbr]
-1,treated with insulin
-1,previous ischemic stroke ortia
-1,iglarlixi
-1,previous cabg surgery
-1,statin alone
-1,study drug loading days ( actual ) : nmbr ( n = nmbr )
-1,lumbar epidural
-1,periprocedural medications
-1,"mean age , y , mean = sd"
-1,group dif . ( nmbr )
-1,"prior cardiac resynchronization therapy , n ( % )"
-1,cardiac risk
-1,albuterol use
-1,no . of events / total
-1,no . of participants per nmbr patient - yr
-1,estimated glomerular filtration rate < nmbr ml / min / nmbr . nmbr mnmbr — no . / total no . ( % ) §
-1,established atherosclerotic disease
-1,ukraine
-1,negative for helicobacter pylori — no . / total no . ( % )
-1,other medical history — no . / total no . ( % )
-1,left atrial anteroposterior diameter — mm
-1,any established peripheral arterial disease
-1,serum k + level and drug treatment
-1,chronic inflammatory disease
-1,randomization to arrival in catheterization laboratory
-1,rituximab
-1,hemoglobin
-1,high risk ( receiving treatment for ) :
-1,"c - reactive protein , median ( iqr ) , mg / l"
-1,anti - tnf - naive patients
-1,"lipids , mean ( sd ) , mg / dlt"
-1,high - dose statin use at screening *
-1,second primary ( estimated change in total updrs score from baseline to wk nmbr )
-1,abciximab no . / total ( % )
-1,no . of non - tnfi
-1,"current cvd / diabetes , n ( % )"
-1,cv mortality
-1,"duration of dementia symptoms , months"
-1,no pad baseline
-1,pre ' rtous eptscde ( s } d dvt / pe
-1,prior coronary artery bypass surgery
-1,interaction p - valuenmbr
-1,"ipah , hpah , hiv , drug or toxin induced"
-1,< nmbr mg / dl simva ( n = nmbr]
-1,"location of disease , n ( % )"
-1,mtx ( mean dose : nmbr . nmbr mg / wk )
-1,labs at the index acs event
-1,black race ( n = nmbr vs nmbr )
-1,treatment with any bp lowering drugs
-1,placebo nmbr / nmbr
-1,"diagnosed , y"
-1,peri - op statins : no ( n = nmbr )
-1,"region , europe"
-1,copd disease severity
-1,baseline dyslipidemia
-1,difference in ls means ( nmbr % ci ) nmbr
-1,"male gender , n ( % )"
-1,( nmbr - nmbr - cm vas )
-1,"screening absolute reversibility fevnmbr , ml"
-1,k - m %
-1,type of surgery
-1,hosp . worsening hf
-1,rest of the world
-1,placebo no . / total no .
-1,azathioprine / nmbr - mercaptopurine
-1,"duration of diabetes , mean ( sd ) , y"
-1,cox - nmbr selective nsaid
-1,"total ( n = nmbr , nmbr ) - -"
-1,laboratory variables
-1,baseline anti - hyperglycemic medications
-1,ivabradine group ( n = nmbr )
-1,undergoing major vascular surgery
-1,< nmbr baseline killip class
-1,statin intensitynmbr * nmbr
-1,multivitamin use
-1,baseline body weight quartile
-1,"baseline fpg , mean ( s . e . )"
-1,primary pci n = nmbr
-1,prior tnfi treatment
