"docid_page","baseline_level_1","baseline_level_2","arms","arms;measures","subgroup_name","subgroup_level","arms;measures;p-interaction","measures","outcomes","subgroup_name;subgroup_level","measures;p-interaction","other","time/period;measures","subgroup_level;measures","measures;arms","outcomes;subgroup_level","time/period","measures_","measures__","baseline_level_1;outcomes","baseline_level_2;measures","outcomes_","arms;p-interaction","arms_","measures;baseline_level_2","measures;subgroup_level","measures;p-interaction;arms","outcomes;measures","subgroup_level.y","outcomes.y","outcomes;time/period;measures","arms;measures;time/period","measures;arms;p-interaction","other;measures","measures;other","subgroup_level_","p-interaction;subgroup_name","outcomes;time/period","p-interaction;arms","subgroup_level;p-interaction","subgroup_level;outcomes","measures;time/period","baseline_level_1.y","baseline_level_1_","baseline_level_2_","p-interaction","p-interaction;measures"
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Vitamin E",NA,NA,NA,"1 No. of Events","Total Invasive Cancer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Total Invasive Cancer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Total Invasive Cancer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Total Invasive Cancer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Vitamin E",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Major Cardiovascular Event*","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Major Cardiovascular Event*","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Vitamin E",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Major Cardiovascular Event*","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Vitamin E",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","<5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","<5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Major Cardiovascular Event*","<5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Major Cardiovascular Event*","<5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Vitamin E",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","5.0-9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*","5.0-9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Major Cardiovascular Event*","5.0-9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Major Cardiovascular Event*","5.0-9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Vitamin E",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*",">10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 No. of Events","Major Cardiovascular Event*",">10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"RR (95% CI)","Major Cardiovascular Event*",">10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15998891_2",NA,NA,NA,"1 Placebo",NA,NA,NA,"1 P Value","Major Cardiovascular Event*",">10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Male sex — no. (%)",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Male sex — no. (%)",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Male sex — no. (%)",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Age — yr",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Age — yr",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Age — yr",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Weight — kg",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Weight — kg",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Weight — kg",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Duration of disease — mo",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Duration of disease — mo",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Duration of disease — mo",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Ileum",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Ileum",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Ileum",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Ileum and colon",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Ileum and colon",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Ileum and colon",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Colon",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Colon",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Colon",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Data missing or no drug given",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Data missing or no drug given",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Data missing or no drug given",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Previous segmental resection — no. (%)",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Previous segmental resection — no. (%)",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Previous segmental resection — no. (%)",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","CDAI score§",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","CDAI score§",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","CDAI score§",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Elevated at wk 0 — no. (%)!",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Elevated at wk 0 — no. (%)!",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Elevated at wk 0 — no. (%)!",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Mean",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Mean",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Mean",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Median",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Median",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Median",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Range",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Range",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Range",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Mean",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Mean",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Mean",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Median",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Median",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Median",NA,"Rerandomization to Placebo (N = 171)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-2 Trial Rerandomization to Natalizumab (N=168)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267322_1","Range",NA,"Natalizumab (N = 724)f",NA,NA,NA,NA,NA,NA,NA,NA,"ENACT-1 Trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
