,descriptor,terms
646,characteristic_name,"women , %-tc , mmol / l ( mg / dl )-diabetes , n ( % )-sbp , mm hg-hdl - c , mmol / l ( mg / dl )-tg , mmol / l [mg / dl]-dbp , mm hg-hypertension , n ( % )-age , years-age > nmbr years , %-bmi , mean ( sd ) , kg / mnmbr-ldl - c , mmol / l ( mg / dl )-fpg , mmol / l ( mg / dl )-current smoker , %-hdl - c , mmol / l ( mg / dl ) ""-obesity ( bmi > nmbr kg / mnmbr ) , %"
649,outcomes,"apo b : apo - ratio-total cholesterol , mg / dl-total cholesterohhdl cholesterol ratio ""-total cholesterohhdl cholesterol ratio-triglycerides , mg / dl-hdl cholesterol , mg / dl-apo - , mg / dl-ldl cholesterohhdl cholesterol ratio-apo b , mg / dl-ldl cholesterol , mg / dl"
650,characteristic_level,"patients without ra , , psa ( n = nmbr , nmbr )-patients ra , , psa ( n = nmbr )-patients without ra , , psa ( n = nmbr , nmbr ) """
652,arms,"standard care-insulin glargine-standard care """
653,characteristic_name,"anmbrc < nmbr . nmbr % ( median )-age > = nmbr yrs-prior dm-placebo allocation-new dm-overall-bmi < = nmbr-metformin-ifg / igt-no metformin-female-statin use-prior cv event-omega nmbr allocation-ace - / arb-male-no ace - / arb-bmi > nmbr-anmbr = nmbr . nmbr % ( median )-placebo allocation ""-age < nmbr yrs-no statin use-no prior cv event"
655,characteristic_name,"mean *-baseline crp ( mg / dl )-smoking status , n ( % )-baseline crp ( mg / dl ) """
656,characteristic_level,"baseline cdai ,-white , n ( % )-fistula baseline , n ( % )-mean-prior-age ( yrs ) , mean *-> nmbr . nmbr , n ( % )-women , n ( % ) *-baseline ibdq total score , mean-> nmbr . nmbr , n ( % ) ""-never-current"
657,outcomes,"disease duration nmbr bnmbr years ( n = nmbr ) ""-disease duration b nmbr years ( n = nmbr )-disease duration nmbr bnmbr years ( n = nmbr )-disease duration > nmbr years ( n = nmbr )"
658,characteristic_name,"clinical history , . ( % )-exercise-antihypertensive medication , open - label , . ( % )-smoker-age group , . ( % )-toast classification qualifying stroke , . ( % ) ""-ethnicity , . ( % )-demographics-clinical details-toast classification qualifying stroke , . ( % )-regular alcohol consumption per week , . ( % )"
659,characteristic_level,"hyperlipidemia-diuretic-ace inhibitor-other determined etiology-hypertension-nmbr drinks-atrial fibrillation-former-nmbr - nmbr drinks-tia-never-diabetes mellitus-white-> nmbr drinks-sex , male , . ( % )-undetermined etiology-other determined etiology ""-alpha receptor antagonist-< nmbr y-baseline nihss score , median ( range )-systolic blood pressure , mm hg , mean ( sd )-diastolic blood pressure , mm hg , mean ( sd )-> nmbr y-large - artery atherosclerosis-intense-beta receptor antagonist-asian-body mass index , kg / mnmbr , mean ( sd )-sedentary-black-age , , mean ( sd )-other-small - artery occlusion-hypertension , treated-calcium channel blocker-some-cardioembolism-current"
660,arms,"telmisartan ( n = nmbr )-placebo ( n = nmbr ) ""-mri substudy ( n = nmbr )-placebo ( n = nmbr )"
661,characteristic_name,"wml load baseline mri-total periventricular wml score , mean ( sd )-subcortical wml load diameter , mm , mean ( sd ) ""-wml load follow - mri-subcortical wml load diameter , mm , mean ( sd )"
662,characteristic_level,"none ""-total periventricular wml score , mean ( sd )-severe-subcortical wml load diameter , mm , , mean ( sd )-none-subcortical wml load diameter , mm , mean ( sd )-mild moderate"
663,arms,"placebo group ( n = nmbr ) ""-placebo group ( n = nmbr )-telmisartan group ( n = nmbr )"
664,measures,"percent patients ""-percent patients"
665,characteristic_name,"diabetes status , . ( % ) ""-eos serum k + , meq / l-diabetes status , . ( % )-baseline serum k + , meq / l"
667,other,"serum k + level drug treatment-serum k + level drug treatment """
668,characteristic_level,"baseline : > nmbr . nmbr meq / l eos : < nmbr . nmbr meq / l-baseline : < nmbr . nmbr meq / l eos : > nmbr . nmbr < nmbr . nmbr meq / l-baseline : > nmbr . nmbr meq / l eos : > nmbr . nmbr meq / l-baseline : > nmbr . nmbr meq / l eos : > nmbr . nmbr meq / l """
669,arms,"aml / hctz ( n = nmbr )-val / hctz ( n = nmbr )-aml / hctz ( n = nmbr ) """
670,outcomes,"sedbp ""-sedbp-sesbp"
671,arms,"om nmbr mg / hctz nmbr mg-om nmbr mg / aml nmbr mg / hctz nmbr mg ""-om nmbr mg / aml nmbr mg / hctz nmbr mg-aml nmbr mg / hctz nmbr mg-om nmbr mg / aml nmbr mg"
672,characteristic_level,"non - black ""-non - black-black"
673,measures,"n = nmbr ""-n = nmbr"
674,arms,"tofacitinib , nmbr mg ( n = nmbr ) ""-tofacitinib , nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
676,outcomes,"low - density lipoprotein cholesterol , % ""-nmbr - year framingham chd risk , %-low - density lipoprotein cholesterol , %-diastolic blood pressure , mm hg-total cholesterol , %-systolic blood pressure , mm hg"
677,characteristic_level,"diabetes-with diabetes ""-without diabetes"
678,measures,"difference ls meannmbr ( nmbr % cl ) ""-difference ls meannmbr ( nmbr % cl )"
679,characteristic_name,"concomitant drugs-time qualifying myocardial infarction "" ; na-time qualifying myocardial infarction"
680,characteristic_level,"weight < nmbr kg ""-hypertension-current smoker-aspirin-angiotensin - converting enzyme inhibitor angiotensin receptor blocker-white ethnic origin-diabetes mellitus-median age ( iqr ; years )-women-previous coronary revascularisation-< nmbr months-p blockers-nmbr - nmbr months-any peripheral arterial disease-weight < nmbr kg-thienopyridine-lipid - lowering drug-age > nmbr years-previous cerebrovascular event-hyperlipidaemia-> nmbr months"
681,arms,"placebo group ( n = nmbr ) ""-vorapaxar group ( n = nmbr )-placebo group ( n = nmbr )"
682,characteristic_name,"prior stent-planned thienopyridine enrollment-age-region-diabetes-egfr ( ml / min / nmbr . nmbrmnmbr )-age ""-sex-prior stroke tia-weight-qualifying myocardial infarction"
683,characteristic_level,"unknown-< nmbr yr ""-< nmbr-no-> = nmbr kg-> = nmbr yr-overall-> = nmbr-< nmbr kg-nstemi-stemi-asia-female-yes-< nmbr yr-australia / nz-europe nmbr-north america-latin america-male"
686,other,"study nmbr ""-study nmbr"
687,arms,"placebo n = nmbr ""-indacaterol n = nmbr-placebo n = nmbr"
689,other,"study nmbr ""-study nmbr"
690,characteristic_level,"gold iii - iv ""-gold ii-gold iii - iv"
691,arms,"placebo ""-indacaterol nmbr pg-placebo"
693,characteristic_level,"moderate copdb [n z nmbr]-severe copdc [n z nmbr]-moderate copdb [n z nmbr] """
694,arms,"indacaterol nmbr mg[n z nmbr] ""-indacaterol nmbr mg[n z nmbr]-placebo [n z nmbr]"
695,measures,"percent change "" ; na-absolute change-percent change"
696,outcomes,"tc / hdl - c-non - hdl - c-ldl - c-apob-total c-apob ""-triglyceride"
697,other,"baseline sitosterol ""-baseline sitosterol"
698,outcomes,"teaes *-muscle spasms-headache "" ; na-hvookalemia-discontinuations teaes-bronchitis-edema , peripheral-headache-drug - related teaes *-teaes ( > nmbr % treatment group ) *"
699,characteristic_name,"ckd ""-ckd-chronic cvd-diabetes"
700,arms,"om nmbr / aml nmbr /-om nmbr /-om nmbr / ""-aml nmbr /"
701,arms,"hctz ""-aml-hctz"
702,arms,"nmbr mg ""-nmbr mg"
703,arms,"conventional treatment ( n = nmbr )-monitoring ( n = nmbr )-monitoring ( n = nmbr ) """
704,characteristic_name,"n diabetes-no smo king-number ste "" "" > nmbr-men-age > nmbr-no acs-women-age > nmbr ""-bm < nmbr-age < nmbr-full po pulatio n-diabetes-smoking-acs-bmi > nmbr-number stent = nmbr"
706,characteristic_name,"n diabetes-no smo king-number ste "" "" > nmbr-men-age > nmbr-no acs-women-bm < nmbr-age < nmbr-full po pulatio n-diabetes-smoking-acs-bmi > nmbr-number stent = nmbr-bmi > nmbr """
708,other,"%-n-% """
709,characteristic_level,"ii-iii-not available-other-ventricular tachycardia fibrillation-others-warfarin-other cardiac surgery , n ( % )-iv-clopidogrel-heparin-atrial fibrillation-iii ""-ticlopidine-valve surgery , n ( % )-aspirin-coronary bypass , n ( % )-other supraventricular tachycardia"
710,characteristic_level,"italy ( n = nmbr )-nmbr ( n = nmbr )-usa ( n = nmbr )-female ( n = nmbr )-> nmbr . nmbrmmol / l ( n = nmbr )-> l : nmbrhrs : min ( n = nmbr )-> nmbr : nmbr hrs : min ( n = nmbr )-> nmbr servings / wk ( n = nmbr )-> nmbr mm ( n = nmbr )-yes ( n = nmbr )-> nmbr % ( n = nmbr )-yes ( n = nmbr ) ""-> nmbr years ( n = nmbr )"
712,measures,"pfor-events ( % ) ""-odds ratio-events ( % )"
714,characteristic_name,"blood pressure , mm-geographic site , %-geographic site , % "" ; na"
715,characteristic_level,"body mass index , kg / mnmbr-female , %-hbanmbrc , %-europe-glucose , mmol / l-fibrinogen , g / l-insulin , pmol / l-duration diabetes mellitus , y-americas-ldl - c , mmol / l-previous metformin use , %-diastolic-metformin dose , mg-systolic-age , y-asia-hdl - c , mmol / l-female , % ""-non - hdl - c , mmol / l-hscrp , mg / l-triglyceride , mmol / l-il - nmbr , ng / l-homa - ir-current smoker , %"
716,arms,"total group ( n = nmbr )-canakinumab dose ( per mo )-canakinumab dose ( per mo ) ""-placebo ( n = nmbr )"
717,arms,"nmbrmg ( n = nmbr )-nmbr mg ( n = nmbr )-nmbr mg ( n = nmbr ) """
718,outcomes,"fibrinogen-il - nmbr-crp ""-crp"
720,arms,"placebo ""-nmbrmg-canakinumab dose ( per month )-placebo"
721,arms,"nmbrmg-nmbrmg """
722,arms,"apixaban , nmbr mg ( n = nmbr ) ""-apixaban , nmbr . nmbr mg ( n = nmbr )-apixaban , nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
723,characteristic_level,"pe ( without dvt )-< nmbr yr-severe moderate-normal renal function-< nmbr kg ""-dvt only-nmbr < nmbr yr-female-male-> nmbr kg-> nmbr yr-mild-< nmbr kg"
724,arms,"apixaban , nmbr mg-apixaban , nmbr . nmbr mg ""-apixaban , nmbr . nmbr mg-placebo"
725,characteristic_name,"overall-weight ""-age-sex-level renal impairment-index event-weight"
726,arms,"apixaban-apixaban ""-placebo"
727,measures,". patients-no . events-no . patients """
728,characteristic_name,"pah origin / cause-pah origin / cause ""-race"
729,characteristic_level,"age , y-white-not provided-who functional class ii / iii-nmbrmwd , m-cvd ""-ipah / hpah-years since pah diagnosis-asian *-female-cvd-hiv-black-native american-repaired chd"
730,other,"mitt population-itt population-mitt population """
731,arms,"placebo ( n = nmbr ) ""-oral treprostinil ( n = nmbr )-placebo ( n = nmbr )"
732,characteristic_level,"missing-white-other-female-male-black-missing ""-> nmbr mg / g-nmbr - nmbr mg / g-< nmbr mg / g"
733,characteristic_name,"msdbp , mm hg ""-nmbr - hour madbp , mm hg-bmi , kg / mnmbr uac , . ( % )-mssbp , mm hg-msdbp , mm hg-nmbr - hour masbp , mm hg-race , . ( % )-age , sex , . ( % )"
734,arms,"valsartan ( n = nmbr ) ""-valsartan ( n = nmbr )-aliskiren / valsartan ( n = nmbr )"
735,characteristic_name,"serum potassium , meq / l-bun , mg / dl-egfr , ml / min / nmbr . nmbr mnmbr-serum creatinine , mg / dl-serum potassium , meq / l """
737,characteristic_name,"uac nmbr - nmbr mg / g-overall-uac =-uac > nmbr mg / g-nmbr mg / g-uac > nmbr mg / g """
738,arms,"/ v ( n = nmbr ) v ( n = nmbr )-a / v ( n = nmbr )-v ( n = nmbr )-a / v ( n = nmbr ) v ( n = nmbr ) """
739,characteristic_name,"mean dlqi score ( nmbr % ci )-mean dlqi score ( nmbr % ci ) ""-characteristic-mean sfnmbr score ( nmbr % ci )"
740,characteristic_level,"symptoms feelings-physical role-mean bmi ( nmbr % ci )-work school-physical component summary-mean involved bsa , % ( nmbr % ci )-mean pasi score ( nmbr % ci )-mental health-mental component summary-treatment satisfaction-total score-general health-personal relationships-physical functioning-daily activities-mean age , years ( nmbr % ci )-emotional role-social functioning-caucasian , n ( % )-mean eq - nmbrd response ( nmbr % ci )-vitality-bodily pain-mean ham - score ( nmbr % ci )-work school ""-leisure-male , n ( % )"
741,arms,"psa ( n = nmbr )-psa ( n = nmbr ) ""-no psa ( n = nmbr )"
742,characteristic_name,"race , n ( % ) ""-race , n ( % )-concomitant asthma medications , n ( % )-sex , n ( % )"
743,characteristic_level,"mean ( sd ) total asthma symptom scores-white-mean eosinophil count , per ml-mean ( sd ) feno , ppb-mean prebronchodilator fevnmbr ( sd ) , % predicted-female-mean ( sd ) age , yr-hospitalized asthma , n ( % ) *-mean ( sd ) periostin , ng / ml-mean total serum ige ( sd ) , iu / ml-mean prebronchodilator fevnmbr ( sd ) , % predicted ""-mean ( sd ) number albuterol per day , puff-mnmbr subgroup-mean body weight ( sd ) , kg-mean ( sd ) aqlq-mean ( sd ) number exacerbations *"
744,characteristic_name,"low feno subgroup ( , nmbr . nmbr ppb ) ( n = nmbr )-high feno subgroup ( > nmbr . nmbr ppb ) ( n = nmbr )-low periostin subgroup ( , nmbr ng / ml ) ( n = nmbr )-high periostin subgroup ( > nmbr ng / ml ) ( n = nmbr )-low eosinophil subgroup ( , nmbr / ml ) ( n = nmbr )-high feno subgroup ( > nmbr . nmbr ppb ) ( n = nmbr ) ""-high eosinophil subgroup ( > nmbr / ml ) ( n = nmbr )"
745,outcomes,"change baseline % predicted fevnmbr ""-change baseline % predicted fevnmbr-total asthma symptom score-aqlq score-albuterol use"
746,characteristic_name,"high subgroup ""-high subgroup-low subgroup"
747,arms,"cangrelor ( n = nmbr )-clopidogrel ( n = nmbr )-clopidogrel ( n = nmbr ) """
749,characteristic_name,"killip class-age-time randomization-place randomization-hypertension-diabetes-weight-timi risk score-sex ""-time randomization-sex-infarct location-systolic blood pressure"
750,characteristic_level,"amendment-> nmbr mm hg-< nmbr-no-> nmbr kg-after amendment-nmbr < nmbr hr-< nmbr mm hg-community hospital-> nmbr-< nmbr kg-nmbr < nmbr kg-anterior-female-male ""-ii - iv-yes-i-< nmbr yr-overall event rate-ambulance-other-male-inferior-> nmbr yr-> nmbr hr-nmbr < nmbr mm hg"
752,characteristic_name,"antianginal medications-antianginal medications """
753,characteristic_level,"men-ace - l / arbs-hypertension-prior angioplasty-antidiabetic medication-white-age , yrs-calcium - channel blockers-baseline systolic blood pressure ( mm hg )-beta - blockers ""-baseline diastolic blood pressure ( mm hg )-prior bypass graft surgery-long - acting nitrates-hbalc , %-statins-beta - blockers-baseline heart rate ( beats / min )-antiplatelet agents-prior myocardial infarction-dyslipidemia-current smoking-insulin-duration diabetes , yrs-on nmbr"
754,arms,"ranolazine ( n = nmbr ) placebo ( n = nmbr ) ""-ranolazine ( n = nmbr ) placebo ( n = nmbr )"
755,characteristic_name,"islander-experience-chads score-experience ""-mellitus"
756,characteristic_level,"hispanic / latino-no-nmbr-history diabetes ""-> nmbr yr warfarin experience-age , yrs-race / ethnicity-history hypertension-height , inches-black / african american-history cad-caucasian-warfarin naive-female-asian-sex-hawaiian / pacific-yes-chads score-weight , lbs-> nmbr days warfarin-other-male-history diabetes"
758,characteristic_level,"australia-north america-europe-south america-australia ""-india"
759,characteristic_name,"hyperlipidemia-microalbuminuria macroalbuminuria-statin-average maximum far wall cimt ( mm )-hypertension-average maximum common carotid cimt ( mm )-triglycerides ( mmol / l )-serum creatinine ( gmol / )-ankle / brachial index-total cholesterol ( mmol / l )-sulfonylurea-anticoagulant-metformin-other oral hypoglycemic drug ( )-glycated hemoglobin ( % )-prior new diabetes-geographic distribution - . ( % )-diastolic blood pressure-average maximum common bifurcation cimt ( mm )-body mass index ( kg / mnmbr )-urinary albumin : creatinine ratio *-heart rate ( beats per minute )-fasting plasma glucose ( mmol / l )-ace inhibitor arb-mean age ( years )-systolic blood pressure ( mmhg )-geographic distribution - . ( % ) ""-calcium channel blocker-impaired glucose tolerance impaired fasting glucose-beta - blocker-asa antiplatelet agent-average maximum cimt ( mm )-estimated glomerular filtration rate ( ml / min / nmbr . nmbrmnmbr )-current smoking-thiazide diuretic-dietary epa - dha intake ( mg / day ) *-hdl - cholesterol ( mmol / l )-prior cardiovascular event "" "" ' "" ""-ldl - cholesterol ( mmol / )-women - . ( % )"
760,arms,"insulin glargine ( n = nmbr )-n - nmbr fatty acids ( n = nmbr )-placebo ( n = nmbr )-placebo ( n = nmbr ) ""-standard care ( n = nmbr )"
761,characteristic_name,"fascng plasma glucose medan-ageadj-age < nmbr-no previous cv event-stalin-no statin-overall-previous cv event-tnglycendes < median-maximum cimt med an-fastng plasma glucose < median-diabetes ""-female-diabetes-hbalc < medan-maximum cimt < median-no diabetes-tngtycendes median-ace - / arb-male-no ace - / arb-hbalca median"
762,characteristic_name,"dabetes-age nmbr-age < nmbr-no previous cv event-tngtycerides median-hbalc < median-overall-previous cv event-maximum cimt med an-no ststm-female-tngtycerides < median-maximum cimt < median-no diabetes-fasting plasma glucose < median-fasting plasma glucose nmbr medan-llv wlalil nmbr statin-dabetes ""-ace - / arb-male-no ace - / arb-hbalca median"
763,characteristic_name,"urine acr ( mg / g )-waist - - hip , male-statin-hypertension-nmbr - h pg ( mmol / l )-current smoker-age ( years )-> nmbr years education-randomized-ldl ( mmol / l )-total cholesterol-depression-p - blocker-waist - - hip , female-omega - nmbr fa-bmnmbr ( kg / mnmbr )-sbp ( mmhg )-females-hdl ( mmol / l )-tg ( mmol / l )-weight ( kg )-abi < nmbr . nmbr-anmbrc ( % )-egfr ( ml / min )-thiazide-alt ( units / l )-anmbrc ( mmol / mol )-prior cv event-fpg ( mmol / l ) ""-ace - / arb-fpg ( mmol / l )-dbp ( mmhg )-grip strength ( kg )-> nmbr drinks / week"
