,descriptor,terms
580,characteristic_name,"concomitant medication , n ( % )-diagnosis ( ) , mean ( sd )-hrqol-location disease , n ( % )-hrqol "" ; na"
581,characteristic_level,"nmbr-inflammatory-ileocolon-immunosuppressant ( without corticosteroid )-ibdq score , mean ( sd )-> nmbr-corticosteroid immunosuppressant-colon-stricturing-ibdq score , mean ( sd ) "" ; na-mean body mass index ( kg / mnmbr )-corticosteroid immunosuppressant-terminal ileum-neither corticosteroid immunosuppressant-geometric mean baseline-corticosteroid ( without immunosuppressants )"
582,arms,"certolizumab pegol ( n = nmbr )-certolizumab pegol ( n = nmbr ) ""-placebo ( n = nmbr )"
583,characteristic_name,"nmbr-inflammatory-cdai score < nmbr-nmbr - nmbr yrs-nmbrbaseline mean-disease duration : < baseline mean-> nmbr-stricturing-previous current im use : no-penetrating-male-nmbr yrs-yes-nonsmoker-< nmbr yr-prior surgery : no-previous current use im cs : no-smoker-im use : no-bmi ( kg / mnmbr ) < nmbr-cs use : no-noncaucasian-crp ( mg / l ) : < nmbr-caucasian-nonsmoker ""-colon-previous current use im cs : no-female-previous current cs use : no-im cs use : no-disease location / type : terminal ileum-age ( yrs ) nmbr - nmbr-im cs use : no-lleocolon-< nmbr"
584,characteristic_name,"country ""-country"
585,characteristic_level,"new zealand-north america-united states-israel-australia-belgium-europe ( zone nmbr )-estonia-ukraine-canada-czech republic-hungary-new zealand ""-russia-italy-romania-latvia-rest world-poland-germany-austria-brazil"
586,characteristic_name,"crohn ' disease - related medication baseline , n ( % ) "" ; na-c - reactive protein ( mg / dl_ )-involved intestinal area , n ( % )-crohn ' disease - related medication baseline , n ( % )"
587,characteristic_level,"other-body weight ( kg ) , mean ( . . )-baseline cdai score , mean ( . . )-previous tnf - antagonist use , n ( % )-aminosalicylates-age ( years ) , mean ( . . )-gastroduodenum-colon-current smoker , n ( % )-male patients , n ( % )-ileum-mean ( . . )-immunosuppressants-draining cutaneous fistula baseline , n ( % )-age ( years ) , mean ( . . ) ""-median ( range )"
588,characteristic_name,"baseline corticosteroids * ""-baseline corticosteroids *-no baseline corticosteroids"
589,arms,"nmbr mg ew n = nmbr-nmbr mg eow n = nmbr-nmbr mg eow n = nmbr ""-placebo n = nmbr"
590,characteristic_name,"smoking , %-body mass index , %-body mass index , % """
591,characteristic_level,"< nmbr kg / mnmbr-current-past-nmbr - nmbr . nmbr kg / mnmbr-nmbr - nmbr . nmbr kg / mnmbr ""-> nmbr kg / mnmbr-never"
592,characteristic_level,"migraine without aura-migraine aura-prior migraine *-migraine aura """
593,arms,"placebo nmbr ""-placebo nmbr-aspirin nmbr"
594,outcomes,"coronary revascularization-hemorrhagic stroke-myocardial infarction-major cvd /-coronary revascularization ""-ischemic stroke-no .-cvd death-stroke-tia"
595,characteristic_level,"migraine without aura-migraine aura-p *-no history migraine ""-no history migraine-prior migraine"
597,characteristic_name,"tobacco use-history bone disease ( predefined ) , n ( % )-tobacco use ""-history medical conditions , n ( % )-fracture history ( predefined ) , n ( % )-race , n ( % )-alcohol consumption-gender , n ( % )-risk factor ( predefined ) falling screening , n ( % )-paternal history , n ( % )-maternal history , n ( % )"
598,characteristic_level,"priorother ( predefined ) medical conditions-other-former , n ( % )-age ( years ) , mean ( sd )-bmi ( kg / mnmbr ) , mean ( sd )-african america-duration diabetes-years , mean ( sd ) ""-priorother ( predefined ) medical conditions-current bone disease-male-current ( predefined ) medical conditions-past-fpg ( mmol / l ) , mean ( sd ) < u + nmbr >-priorbone disease-currentother ( notpredefined ) medical conditions-units per week , mean ( sd )-hbalc ( % ) , mean ( sd ) ^-current-caucasian-current , n ( % )-female-osteoporosis-asian-yes , n ( % )-years , mean ( sd )-hip fracture-weight ( kg ) , mean ( sd )-any condition"
599,arms,"met ( n = nmbr )-avm ( n = nmbr )-avm ( n = nmbr ) """
600,other,"lumbar spine-total body-distal one - third radius-total hip-femoral neck-lumbar spine """
601,measures,"met % < u + nmbrbnmbr > ( se )-treatment difference ""-avm % < u + nmbrbnmbr > ( se )-treatment difference"
602,characteristic_level,"male-overall-postmenopausal-overall ""-female-premenopausal"
603,arms,"apixaban ( n = nmbr )-placebo ( n = nmbr )-placebo ( n = nmbr ) """
604,characteristic_name,"heart failure-acs treatment-diabetes mellitus-level renal impairment-age-apixaban dose ( matching placebo )-bmi-history stroke-geographic region-acs type-history stroke ""-race-sex"
605,outcomes,"cv death , ml , ischemic stroke ""-cv death , ml , ischemic stroke"
606,measures,"n / n ""-interaction p value-n / n-hr ( nmbr % cl )"
607,characteristic_name,"weight , kg ""-age , y-weight , kg"
610,characteristic_name,"severity copd , ( gold nmbr ) , %-severity copd , ( gold nmbr ) , % ""-race , %"
611,characteristic_level,"other-ex - smoker / smoker , %-fevnmbr % predicted , post - albuterol , %-fevnmbr , post - albuterol , l-sex , male / female , %-baseline sgrq score-white-moderate-days without albuterol use , * %-fevnmbr / fvc , post - albuterol , %-ex - smoker / smoker , % ""-duration copd , y-ics use , yes / , %-severe severe-fevnmbr reversibility , pre - / post - albuterol , %-smoking history , pack - years-use rescue albuterol , puffs / day *-black-asian-fevnmbr , pre - albuterol , l-age ,"
612,other,"study nmbr ""-study nmbr"
613,arms,"placebo group ( n = nmbr )-indacaterol group ( n = nmbr )-placebo group ( n = nmbr ) ""-all patients ( n = nmbr )"
614,characteristic_name,"copd severity ( gold nmbr )-use ics-copd severity ( gold nmbr ) ""-bmi , kg / mnmbr-smoking history-age , y-waist - hip ratio-albuterol reversibility , %-sex"
615,characteristic_level,"nmbr / nmbr-nmbr / nmbr """
616,other,"study nmbr ""-study nmbr"
617,measures,"treatment difference , ml-no . patients ( indacaterol / placebo )-treatment difference , ml """
618,characteristic_name,"race , % patients-cv risk factors , % patients-diabetes duration ( known ) , % patients ""-cv medication , % patients-previous oral glucose - lowering agents , % patients-framingham nmbr - year cv risk score-gender , % patients-egfr using cg / mdrd formulae , % patients-diabetes duration ( known ) , % patients"
619,characteristic_level,"age , years-nmbr-antihypertensive-score > nmbr % , % patients-ex - / current smoker-> nmbr-peripheral artery disease-lipid - lowering therapy-fpg , mmol / l-> nmbr years-acetyl - salicylic acid-hbanmbrc , mmol / mol-metabolic syndrome *-white-score , %-> nmbr years ""-moderately impaired-nmbr - nmbr years-cerebrovascular disease-normal-< nmbr years-none-severely impaired-black-asian-coronary artery disease-any above-hbanmbrc , %-mildly impaired-bmi , kg / mnmbr-male / female-hypertension"
620,arms,"total comparators ( n = nmbr ) ""-total comparators ( n = nmbr )-linagliptin ( n = nmbr )"
621,characteristic_name,"framingham nmbr - year cv risk score-gender ""-investigator - reported hypoglycaemia *-gender-use rescue medication-age ( years ) *-race"
622,characteristic_level,"male-asian-no-yes-> nmbr-white-> nmbr %-female-< nmbr %-female ""-black-< nmbr"
624,characteristic_name,"bmi ( kg / mnmbr )-duration tnmbrdm-age category >-fpg ( mmol / l )-nmbr - h ppg ( mmol / l ) * ""-body weight-age ( years )-female , n ( % )-nmbr - h ppg ( mmol / l ) *-hbanmbrc ( % )"
625,arms,"placebo n = nmbr-vildagliptin nmbr mg qd n = nmbr ""-vildagliptin nmbr mg bid n = nmbr-vildagliptin nmbr mg qd n = nmbr"
626,characteristic_name,"duration metformin therapy ( months )-bmi baseline ( kg / mnmbr )-hbanmbrc baseline , % ""-age ( years )-gender-duration diabetes ( months )-hbanmbrc baseline , %"
627,characteristic_level,"male-> nmbr-> nmbr ""-female-< nmbr"
628,arms,"placebo-vildagliptin nmbr mg bid-vildagliptin nmbr mg qd-vildagliptin nmbr mg qd """
629,measures,"ama < u + nmbreb > . e .-am < u + nmbrbnmbr > < u + nmbreb > . e .-baseline-baseline ""-n"
630,arms,"placebo ( n = nmbr , nmbr )-placebo ( n = nmbr , nmbr ) ""-vorapaxar ( n = nmbr , nmbr )"
631,characteristic_name,"thienopyridine enrollment-current smoker-diabetes-region ""-body weight-qualifying atherosclerosis-age-history stroke-aspirin enrollment-region-egfr ( mumin / nmbr . nmbr mnmbr )-sex"
632,characteristic_level,"no-europe i-latin america-yes-asia-< nmbrkg-pad-women-north america-europe ii-australia / nz-mi-> = nmbrkg-stroke-< nmbr-men-> = nmbr-north america """
634,other,"nmbr . nmbr-nmbr . nmbr """
635,characteristic_name,"thienopyridine enrollment-diabetes ""-current smoker-diabetes-body weight-qualifying atherosclerosis-age-history stroke-aspirin enrollment-region-estimated glomerular filtration-sex"
636,characteristic_level,"no-yes-< nmbrkg-women-no ""-overall nmbr-stroke-< nmbr-> = nmbr"
638,measures,"hazard ratio ( nmbr % cl )-hazard ratio ( nmbr % cl ) """
639,characteristic_name,"inadequate response / intolerance prior therapy , %-extent disease , %-inadequate response / intolerance prior therapy , % """
640,characteristic_level,"anti - tnf agent ( )-mean hscrp , mg / l ( sd )-mean mayo score ( sd )-mean weight , kg ( sd )-mean cdai score ( sd )-mean age , ( sd )-corticosteroidsa-mean disease duration , ( sd )-oral aminosalicylates-prednisone use , %-immunosuppressant use , % ""-immunosuppressants-immunosuppressant use , %-left - sided disease only-extensive disease other-sex , % female"
641,characteristic_level,"ulcerative colitis ""-ulcerative colitis-crohn ' disease"
642,characteristic_name,"severity copd , n ( % ) * ""-severity copd , n ( % ) *-race , %"
643,characteristic_level,"other-fevnmbr reversibilityz ( pre / post ipratropium ) , %-ex - smoker / smoker , %-fevnmbr , litres ( pre ipratropium ) , mean ( sd )-age ( years ) , mean ( sd )-fevnmbr / fvc ( post salbutamol )-fevnmbr % predicted ( post salbutamol )-ics use , yes / %-fevnmbr , litres ( post ipratropium ) , mean ( sd )-pack - years , mean ( sd )-duration copd ( years ) , mean ( sd )-native american-fevnmbr , litres ( post - salbutamol ) , mean ( sd )-severe severe-caucasian-black-moderatey-asian-sex , men / women , %-fevnmbr , litres ( pre salbutamol ) , mean ( sd )-fevnmbr reversibilityz ( pre / post salbutamol ) , %-moderatey """
644,other,"study nmbr ""-study nmbr"
645,arms,"tiotropium + placebo ( n[nmbr )-tiotropium + placeb ( n[nmbr )-indacaterol + tiotropium ( n[nmbr )-tiotropium + placeb ( n[nmbr ) """
646,characteristic_name,"age , years-tc , mmol / l ( mg / dl )-age > nmbr years , %-obesity ( bmi > nmbr kg / mnmbr ) , %-bmi , mean ( sd ) , kg / mnmbr-ldl - c , mmol / l ( mg / dl )-women , %-fpg , mmol / l ( mg / dl )-hdl - c , mmol / l ( mg / dl ) ""-current smoker , %-diabetes , n ( % )-hypertension , n ( % )-hdl - c , mmol / l ( mg / dl )-tg , mmol / l [mg / dl]-dbp , mm hg-sbp , mm hg"
649,outcomes,"total cholesterol , mg / dl-apo - , mg / dl-ldl cholesterol , mg / dl-total cholesterohhdl cholesterol ratio-triglycerides , mg / dl-hdl cholesterol , mg / dl-ldl cholesterohhdl cholesterol ratio-apo b , mg / dl-apo b : apo - ratio-total cholesterohhdl cholesterol ratio """
650,characteristic_level,"patients without ra , , psa ( n = nmbr , nmbr )-patients ra , , psa ( n = nmbr )-patients without ra , , psa ( n = nmbr , nmbr ) """
652,arms,"standard care-standard care ""-insulin glargine"
653,characteristic_name,"anmbr = nmbr . nmbr % ( median )-no metformin-anmbrc < nmbr . nmbr % ( median )-age < nmbr yrs-placebo allocation-male-new dm-no prior cv event-overall-bmi > nmbr-prior dm-no statin use-metformin-age > = nmbr yrs-no ace - / arb-female-ace - / arb-bmi < = nmbr-omega nmbr allocation-prior cv event-placebo allocation ""-ifg / igt-statin use"
655,characteristic_name,"smoking status , n ( % )-mean *-baseline crp ( mg / dl ) ""-baseline crp ( mg / dl )"
656,characteristic_level,"fistula baseline , n ( % )-age ( yrs ) , mean *-> nmbr . nmbr , n ( % )-mean-current-> nmbr . nmbr , n ( % ) ""-baseline cdai ,-baseline ibdq total score , mean-white , n ( % )-prior-women , n ( % ) *-never"
657,outcomes,"disease duration nmbr bnmbr years ( n = nmbr ) ""-disease duration > nmbr years ( n = nmbr )-disease duration b nmbr years ( n = nmbr )-disease duration nmbr bnmbr years ( n = nmbr )"
658,characteristic_name,"age group , . ( % )-ethnicity , . ( % )-demographics-regular alcohol consumption per week , . ( % )-exercise-toast classification qualifying stroke , . ( % ) ""-antihypertensive medication , open - label , . ( % )-smoker-toast classification qualifying stroke , . ( % )-clinical history , . ( % )-clinical details"
659,characteristic_level,"large - artery atherosclerosis-atrial fibrillation-> nmbr drinks-sex , male , . ( % )-beta receptor antagonist-other-body mass index , kg / mnmbr , mean ( sd )-ace inhibitor-age , , mean ( sd )-alpha receptor antagonist-hyperlipidemia-diastolic blood pressure , mm hg , mean ( sd )-< nmbr y-cardioembolism-hypertension , treated-sedentary-white-diabetes mellitus-calcium channel blocker-some-undetermined etiology-small - artery occlusion-current-diuretic-former-baseline nihss score , median ( range )-nmbr - nmbr drinks-intense-tia-black-systolic blood pressure , mm hg , mean ( sd )-asian-other determined etiology-other determined etiology ""-nmbr drinks-> nmbr y-hypertension-never"
660,arms,"telmisartan ( n = nmbr )-placebo ( n = nmbr ) ""-mri substudy ( n = nmbr )-placebo ( n = nmbr )"
661,characteristic_name,"wml load follow - mri-wml load baseline mri-subcortical wml load diameter , mm , mean ( sd ) ""-subcortical wml load diameter , mm , mean ( sd )-total periventricular wml score , mean ( sd )"
662,characteristic_level,"subcortical wml load diameter , mm , , mean ( sd )-mild moderate-subcortical wml load diameter , mm , mean ( sd )-none-none ""-total periventricular wml score , mean ( sd )-severe"
663,arms,"placebo group ( n = nmbr )-placebo group ( n = nmbr ) ""-telmisartan group ( n = nmbr )"
664,measures,"percent patients-percent patients """
665,characteristic_name,"baseline serum k + , meq / l-diabetes status , . ( % )-eos serum k + , meq / l-diabetes status , . ( % ) """
667,other,"serum k + level drug treatment-serum k + level drug treatment """
668,characteristic_level,"baseline : > nmbr . nmbr meq / l eos : < nmbr . nmbr meq / l-baseline : > nmbr . nmbr meq / l eos : > nmbr . nmbr meq / l-baseline : < nmbr . nmbr meq / l eos : > nmbr . nmbr < nmbr . nmbr meq / l-baseline : > nmbr . nmbr meq / l eos : > nmbr . nmbr meq / l """
669,arms,"aml / hctz ( n = nmbr ) ""-aml / hctz ( n = nmbr )-val / hctz ( n = nmbr )"
670,outcomes,"sesbp-sedbp ""-sedbp"
671,arms,"aml nmbr mg / hctz nmbr mg-om nmbr mg / aml nmbr mg-om nmbr mg / aml nmbr mg / hctz nmbr mg-om nmbr mg / hctz nmbr mg-om nmbr mg / aml nmbr mg / hctz nmbr mg """
672,characteristic_level,"non - black-black-non - black """
673,measures,"n = nmbr ""-n = nmbr"
674,arms,"placebo ( n = nmbr )-tofacitinib , nmbr mg ( n = nmbr )-tofacitinib , nmbr mg ( n = nmbr ) """
676,outcomes,"total cholesterol , %-nmbr - year framingham chd risk , %-systolic blood pressure , mm hg-low - density lipoprotein cholesterol , % ""-low - density lipoprotein cholesterol , %-diastolic blood pressure , mm hg"
677,characteristic_level,"without diabetes-with diabetes-with diabetes """
678,measures,"difference ls meannmbr ( nmbr % cl )-difference ls meannmbr ( nmbr % cl ) """
679,characteristic_name,"concomitant drugs-time qualifying myocardial infarction "" ; na-time qualifying myocardial infarction"
680,characteristic_level,"nmbr - nmbr months-aspirin-weight < nmbr kg ""-thienopyridine-< nmbr months-> nmbr months-age > nmbr years-weight < nmbr kg-women-white ethnic origin-diabetes mellitus-previous cerebrovascular event-hyperlipidaemia-previous coronary revascularisation-any peripheral arterial disease-hypertension-median age ( iqr ; years )-current smoker-p blockers-lipid - lowering drug-angiotensin - converting enzyme inhibitor angiotensin receptor blocker"
681,arms,"placebo group ( n = nmbr )-placebo group ( n = nmbr ) ""-vorapaxar group ( n = nmbr )"
682,characteristic_name,"egfr ( ml / min / nmbr . nmbrmnmbr )-planned thienopyridine enrollment-diabetes-qualifying myocardial infarction-region-age-weight-prior stroke tia-prior stent-age ""-sex"
683,characteristic_level,"latin america-> = nmbr kg-north america-europe nmbr-> = nmbr yr-male-stemi-yes-< nmbr yr-overall-< nmbr-< nmbr yr ""-no-< nmbr kg-female-asia-unknown-nstemi-australia / nz-> = nmbr"
686,other,"study nmbr ""-study nmbr"
687,arms,"indacaterol n = nmbr-placebo n = nmbr ""-placebo n = nmbr"
689,other,"study nmbr ""-study nmbr"
690,characteristic_level,"gold iii - iv-gold ii-gold iii - iv """
691,arms,"placebo-indacaterol nmbr pg-placebo """
693,characteristic_level,"severe copdc [n z nmbr]-moderate copdb [n z nmbr] ""-moderate copdb [n z nmbr]"
694,arms,"placebo [n z nmbr]-indacaterol nmbr mg[n z nmbr] ""-indacaterol nmbr mg[n z nmbr]"
695,measures,"absolute change-percent change-percent change "" ; na"
696,outcomes,"apob-total c-apob ""-triglyceride a-ldl - c-non - hdl - c-tc / hdl - c"
