descriptor,terms
baseline_level_1, demographics age group ethnicity clinical history smoker clinical details regular alcohol consumption per week exercise toast classification qualifying stroke antihypertensive medication openlabel
baseline_level_1, wml load baseline mri wml load followup mri total periventricular wml score mean sd subcortical wml load diameter mm mean sd
baseline_level_1, diabetes status baseline serum k+ meq l eos serum k+ meq l
baseline_level_1, duration rheumatoid arthritis yr tender swollen joints mean das284 esr 1 prior treatment
baseline_level_1, time qualifying myocardial infarction concomitant drugs
baseline_level_1, age yr female sex body weight kg medical history risk factors prior cardiovascular event concomitant medication coronary intervention
baseline_level_1, index event overall sex age level renal impairment weight
baseline_level_1, race pah origin cause
baseline_level_1, age sex race bmi kg m2 uac mssbp mm hg msdbp mm hg 24hour masbp mm hg 24hour madbp mm hg
baseline_level_1, bun mg dl serum creatinine mg dl serum potassium meq l egfr ml min 173 m2
baseline_level_1, characteristic mean dlqi score 95 ci mean sf36 score 95 ci
baseline_level_1, sex n race n concomitant asthma medications n
baseline_level_1, age yr weight kg diagnosis presentation region cardiacbiomarker status total medical history total periprocedural medications total duration pci min
baseline_level_1, infarct location total
baseline_level_1, antianginal medications
baseline_level_1, islander chads score experience mellitus
baseline_level_1, geographic distribution prior cardiovascular event prior new diabetes impaired glucose tolerance impaired fasting glucose hypertension hyperlipidemia current smoking microalbuminuria macroalbuminuria dietary epadha intake mg day body mass index kg m2 heart rate beats per minute systolic blood pressure mmhg diastolic blood pressure ankle brachial index fasting plasma glucose mmol l glycated hemoglobin total cholesterol mmol l hdlcholesterol mmol l ldlcholesterol mmol triglycerides mmol l serum creatinine gmol estimated glomerular filtration rate ml min 173m2 urinary albumincreatinine ratio asa antiplatelet agent statin ace inhibitor arb thiazide diuretic anticoagulant betablocker calcium channel blocker metformin sulfonylurea oral hypoglycemic drug average maximum cimt mm average maximum common carotid cimt mm average maximum common bifurcation cimt mm average maximum far wall cimt mm mean age years women
baseline_level_1, randomized age years females prior cv event hypertension current smoker 2 drinks week 12 years education depression abi 09 fpg mmol l 2h pg mmol l a1c a1c mmol mol sbp mmhg dbp mmhg grip strength kg weight kg bm1 kg m2 waisttohip male waisttohip female urine acr mg g egfr ml min alt units l total cholesterol ldl mmol l hdl mmol l tg mmol l statin thiazide pblocker acei arb omega3 fa
baseline_level_1, race gfr mdrd ml min 173 m3 frailty status
baseline_level_1, smoking status prebronchodilator postbronchodilator gold stage concomitant medications
baseline_level_1, smokers n
baseline_level_1, race a1c distribution
baseline_level_1, sex race time since diagnosis type 2 diabetes
baseline_level_1, fecal calprotectin pg g site disease concomitant medications ulcerative colitis prednisoneequivalent dose mg prior failure antitnf therapy
baseline_level_1, geographic region race preenrollment antihyperglycemic therapy chronic kidney disease stage egfr ml min per 173 m2
baseline_level_1, disease location comorbidites n concomitant medication n
baseline_level_1, clinical presentation risk factors 200 mg dl laboratory variables baseline time intervals h randomization distribution time angiographic data treatment 140 ml additional angiography first procedure pci data 140 ml medications coronary angiography blockers medications discharge
baseline_level_1, clinical indication index procedure n discharge medication n type drugeluting stent n
baseline_level_1, pretreatment concomitant treatment age smoking status copd severity geographic region
baseline_level_1, ethnicity n mean sd body mass index kg m2 mean sd duration copd years severity disease gold 2008 n copd exacerbation history n ics use baseline n smoking history n mean sd duration smoking pack years mean sd fev1 l prebronchodilator mean sd fev1 l postbronchodilator mean sd postbronchodilator fev1 percentage predicted mean sd postbronchodilator fev1 reversibility mean sd postbronchodilator fev1 fvc mean sd age years gender n male
baseline_level_1, race hispanic ethnic groupno f bodymass index coronary artery disease congestive heart failure retinopathy blood pressure mm hg cholesterol mg dl triglycerides mg dl glycated hemoglobin serum creatinine mg dl serum potassium mmol liter estimated gfr urinary albumintocreatinine ratio urinary proteintocreatinine ratio use ace inhibitor arb bloodpressure medications randomization total age yr male sex
baseline_level_1, race bodymass index systolic blood pressure mm hg blood pressure target level estimated gfr ml min 173 m2 stage 3 chronic kidney disease method identification ofstenosis medical history risk factors angiographic findings age yr male sex
baseline_level_1, race ethnicity region enrollment cardiovascular risk factors cardiovascular disease history body mass index mean sd prior lipidmodifying therapy index diagnosis index event randomization median iqr h pci cabg surgery index event medications randomization sd mg dl creactive protein median iqr mg l concomitant atorvastatin dose mg age mean sd female sex
baseline_level_1, race n country n
baseline_level_1, current inhaler+ age years duration disease years selfreported disease severity 110 scale
baseline_level_1, age group n race ethnicity n severity copd n
baseline_level_1, ethnicity n severity airflow limitation gold 2013 n baseline copd exacerbation history n smoking history n
baseline_level_1, participants continuous variables mean sd
baseline_level_1, sex education ethnic origin minimental state examination digit symbol substitution
baseline_level_1, men age years body weight kg body mass index kg m2 drug treatment positive family history type 2 diabetes history stroke history myocardial infarction history peripheral arterial disease left ventricular hypertrophy alcohol intake + current smoker systolic bp mm hg diastolic bp mm hg pulse rate bpm fasting plasma glucose mg dl hba1c uric acid mg dl k mmol l na mmol l egfr mumin 173 m2 total cholesterol mg dl hdl cholesterol mg dl triglyceride mg dl
baseline_level_1, age years older 75 years women body weight index kg m2 diabetes dyslipidaemia hypertension current smoker high ontreatment platelet reactivity prior stroke prior heart failure prior myocardial infarction prior percutaneous coronary intervention prior coronary artery bypass graft ace inhibitors p blockers statin protonpump inhibitors calciumchannel inhibitor drugeluting stent implanted firstgeneration stentt secondgeneration stent left main left anterior descending circumflex right coronary artery coronary artery bypass graft
baseline_level_1, time randomization symptom onset infarct location place randomization
baseline_level_1, age female sex body weight kg diabetes mellitus timi risk score killip class first medical contact procedures index event study medication aspirin
baseline_level_1, blood pressure mmhg cardiovascular risk factors medical history angina status ccs class
baseline_level_1, age years female sex n white race n duration copd years chronic bronchitis emphysema smoking packyears body mass index kg m2 baseline pre bronchodilator fev1 l baseline predicted fev1 fev1 reversibility nonreversible reversible
baseline_level_1, demographic medical variables cardiac echocardiography parameters left ventricular ejection fraction af history concomitant medications
baseline_level_1, ldl cholesterol baseline mmol l ldl cholesterol screening lipid parameters hscrp nmol l unbound pcsk9 nmol l age years female sex coronary artery disease
baseline_level_1, geographic regionnumber
baseline_level_1, das28 crp haqdi number symptom duration pain 100 mm vas erosion osteitis synovitis
baseline_level_1, blood pressure mean sd range mm hg race ethnicity chads2 scoreb score risk factors stroke classification af onsetofaf previous warfarin use region enrollment
baseline_level_1, subject characteristics indication pci region treatment characteristics
baseline_level_1, age race sex bmi region aspirin dose randomization thienopyridine type des type
baseline_level_1, demographics clinical characteristics baseline medical therapy
baseline_level_1, total study population n 27 939 0 predicted arr n 18 524 0 1 predicted arr n 8 943 1 predicted arr n 472
baseline_level_1, age yr mean sd female sex n smoking status n former current total packyears mean sd baseline fev1 predicted postbronchodilator reversibility fev1 mean sd
baseline_level_1, risk factors laboratory variables baseline angiographic data time intervals h
baseline_level_1, smoking status comorbidities prebronchodilator screening fev1 ml postbronchodilator screening fev1 ml gold stage # baseline pulmonary medication participants n male age years
baseline_level_1, race n concomitant medications n
baseline_level_1, age gender race hdlc mg dl fcldlc mg dl use concomitant lipidmodifying therapy type concomitant statin fcldlc friedewaldcalculated
baseline_level_1, median age 25 75 women n body mass index 30 n hypertension n hyperlipidemia n current tobacco abuse n peripheral arterial disease n history heart failure n previous pci cabg n baseline gfr 60 ml min per 173 m2 n aspirin thienopyridine lipidlowering agent acei arb lifestyle modifications noninsulin therapy insulin therapy
