CUI,preferred,hasMSH
C0022709,Peptidyl-Dipeptidase A,true
C0442158,Perianal,false
C3166866,Framingham,false
C0205042,Coronary artery,true
C0556297,Current drinker,false
C0497254,Musculoskeletal,false
C2707260,Musculoskeletal:-:Point in time:^Patient:-,false
C0427008,Stiffness,false
C2923536,Body mass index:Prctl:Pt:^Patient:Qn,false
C3814772,glycopyrronium,false
C0015397,Disorder of eye,true
C0019994,Hospitals,true
C1521761,Factor,false
C2827422,Mathematical Factor,false
C1510665,Hospital environment,false
C0741008,Anemia, persistent,false
C1549954,Bachelor of Science in Law,false
C0019046,Hemoglobin,true
C0077404,Troponin T,true
C1420827,TNNT1 gene,false
C1277291,Stroke risk,false
C0049272,5-iodouracil,true
C0439453,International Unit,false
C0694756,Intrauterine,false
C0730345,Microalbuminuria,false
C1549031,Absolute Change,false
C1519101,Risk Estimate,false
C0033252,Proctosigmoiditis,true
C0007450,Felis catus,true
C0325090,Felis silvestris,false
C0524517,Genus Felis,true
C1443200,Cat hair antigen,false
C3665481,Cat (organism),false
C4050461,Cutaneous Assessment Tool,false
C4284282,COPD Assessment Test Questionnaire,false
C1551338,Entity,false
C2826544,Endpoint Value Derivation Technique,false
C4554251,Clinical Item,false
C0451119,Diagnostic interview schedule,false
C1970187,Deafness, Sensorineural, And Male Infertility,true
C2827881,Milligram per Liter per Milligram,false
C0017631,Gliclazide,true
C0439858,classical example,false
C1554184,Dual,false
C0012252,Genus: Digitalis,true
C0304520,Digitalis preparation,false
C0012621,Body Fluid Discharge,false
C0030685,Patient Discharge,true
C2926602,Discharge, body substance,false
C0205103,Intermediate,false
C1550465,Observation Interpretation - intermediate,false
C2827755,Antimicrobial Intermediate Susceptibility Result,false
C3889971,Intermediate Mitosis-Karyorrhexis Index,false
C3815322,ZNF667-AS1 gene,false
C0019010,Hemodynamics,true
C4281788,hemodynamics (procedure),false
C0392877,infusion of drug,false
C0073992,salmeterol,true
C1096489,Treatment with Vitamin K antagonist,false
C2267235,Vitamin K Antagonist [EPC],false
C0229089,Right eye,false
C0439164,Optical density units,false
C1512019,Doctor of Optometry,false
C3273373,South Sudan,true
C3665488,Familial Osteochondritis Dissecans,true
C0999593,Lama,false
C1416775,LAMA1 gene,false
C0483204,O NOS Ab,false
C0226037,Structure of circumflex branch of left coronary artery,false
C2981360,lebrikizumab,true
C0442804,Very high,false
C4321397,Very High Level,false
C0683970,demographic characteristics,false
C0009678,Congenital MeSH qualifier,true
C0232180,Cardiac shunt,false
C0542331,Shunt Device,false
C1442858,Surgical fistula,false
C1744681,Congenital qualifier,false
C0380162,mesothelin,true
C1334533,MSLN gene,false
C0337672,Non-smoker,false
C0425293,Never smoked tobacco,false
C4554605,Non-Smokers -- population group,true
C1962523,Amlodipine / valsartan,true
C0428466,Cholesterol level test result,false
C1881056,History of peripheral vascular disease,false
C0009324,Ulcerative Colitis,true
C3899393,Dermatology Life Quality Index Questionnaire,false
C0005525,Biological Response Modifiers,true
C0001948,Alcohol consumption,true
C0452428,Drink (dietary substance),false
C2983287,CDISC SEND Study Category Terminology,false
C2983669,Study Category,false
C0026606,Physical activity,true
C0003277,Anticholesteremic Agents,true
C0000854,Process of absorption,false
C2347023,Biological Absorption,true
C2347080,Material Absorption,false
C2698776,Pharmacokinetics: Absorption,false
C2825050,Energy Absorption,false
C2945742,cholesterol absorption,false
C0302353,Serum potassium measurement,false
C0543465,Serum Potassium result,false
C0206232,Nadroparin,true
C1561488,HL7 2.5 Event type,false
C0679225,multiple pathologies,false
C3898777,Important,false
C4084912,Importance Rating Score 0,false
C0446516,Upper arm,true
C3715044,AKR1A1 wt Allele,false
C4553528,Sequence Arm,false
C0428462,Measurement of serum lipid level,false
C0008952,Clinic Visits,true
C1510992,Average,false
C0806909,Maximum,false
C1552615,Act Relationship Subset - maximum,false
C2826546,Maximum Value Derivation Technique,false
C2825518,Average of Value Derivation Technique,false
C1415800,HTN1 gene,false
C0037623,Solomon Islands,true
C1415692,HP gene,false
C1708288,HP wt Allele,false
C4318478,Base Pair Unit,false
C0806915,Medication.discharge,false
C1516251,Carbon Monoxide Diffusing Capability Test,false
C0263428,Burnett Schwartz Berberian syndrome,true
C0439474,Kilopascal,false
C3640652,Open Label Treatment Epoch,false
C0136123,Perindopril,true
C0205314,New,false
C0450140,Arterial graft,false
C3494202,Time-to-Treatment,true
C0019029,Hemoglobin concentration result,false
C1314664,Dipstick assessment of hemoglobin concentration,false
C1318517,Finding of hemoglobin concentration,false
C0438154,Electrocardiogram finding,false
C0243032,Magnetic Resonance Angiography,true
C0009450,Communicable Diseases,true
C0017431,Genotype,true
C0600091,Identifier,false
C1441613,Immune diffusion,false
C0264886,Conduction disorder of the heart,true
C0392760,Affecting,false
C0489451,Body surface,false
C1314939,Involvement with,false
C0596620,glucose metabolism,false
C0017853,Hemoglobin, Glycosylated,true
C4553833,Mino-Lok Therapy,false
C0034896,Rectum,true
C0006675,Calcium,true
C0006726,Calcium, Dietary,true
C2936886,Calcium [EPC],false
C3540037,CALCIUM SUPPLEMENTS,false
C3714611,Calcium Drug Class,false
C1511538,Country Code,false
C0432633,Blood group antibody N,false
C0020443,Hypercholesterolemia,true
C1522133,Hypercholesterolemia result,false
C1552027,personal relationship,false
C1861172,Venous Thromboembolism,true
C0027552,Needs,true
C0686904,Patient need for (contextual qualifier),false
C0026655,Mozambique,true
C1705291,Mass-to-Charge Ratio,false
C0001641,Adrenergic alpha-Antagonists,true
C3274776,Moderately Abnormal Ejection Fraction,false
C1363984,TNFRSF1A gene,false
C1706001,TNFRSF1A wt Allele,false
C0022378,Jejunum,true
C0630906,vinyltriethoxysilane,true
C0023522,Leukodystrophy, Metachromatic,true
C1539265,DEGS1 gene,false
C3539688,DEGS1 wt Allele,false
C3539689,ARSA wt Allele,false
C0027496,Nauru,true
C3844738,No Response - Disease Response,false
C0429153,Dental plaque score,false
C0010377,Crotoxin,true
C0631180,C-telopeptide,true
C3539598,CYP27A1 wt Allele,false
C0766326,dronedarone,true
C0013922,Embolism,true
C1704212,Embolus,true
C1425688,RAX gene,false
C1521941,prescription document,false
C2709207,Rx therapy,false
C0243192,agonists,true
C0077910,Ularitide,true
C0205453,Seven,false
C4321491,Moderately Able,false
C0149931,Migraine Disorders,true
C0007272,Carotid Arteries,true
C0162859,Common carotid artery,true
C0871707,daily activities,false
C0205202,Corrected,false
C3897349,Traditional Use,false
C0001924,Albumins,true
C1120626,prolyl-proline,true
C0019904,Homozygote,true
C0036078,Sulfasalazine,true
C0439417,g/24h,false
C2170357,Aldosterone to Renin Activity Ratio Measurement,false
C4084934,age-related resistance,false
C0070939,phosphoethanolamine,true
C4284304,PENK wt Allele,false
C0232804,Renal function,false
C0427728,Blood concentration results,false
C0699870,Blood drug concentration,false
C1313904,Blood concentration test,false
C0547044,Smaller,false
C4032878,olodaterol / tiotropium,true
C0753208,Gamma synuclein,true
C1709991,SNCG wt Allele,false
C3813610,Skin Response Domain,false
C3890900,Final Statistical Report,false
C3891546,SR cell line,false
C0205321,Penetration,false
C1322815,Drug-Eluting Stents,true
C0027362,Human Age Group,true
C2348001,Age Cohort,false
C2987125,Past Week,false
C0032181,Platelet Count measurement,true
C1287267,Finding of platelet count,false
C0039240,Supraventricular tachycardia,true
C1963244,Supraventricular Tachycardia, CTCAE,false
C3815188,Supraventricular Tachycardia by ECG Finding,false
C0205271,Irregular,false
C0205403,Extreme,false
C0333076,Tortuosity,false
C4085555,Extreme Response,false
C0681686,geographic distribution,false
C1883254,Synthesis,false
C0205452,Six,false
C2315323,Indication for procedure,false
C2347896,Reason For Procedure,false
C0205234,Focal,false
C0848753,pacemaker implant,false
C0389252,RET protein, human,true
C0475208,Titer,false
C0439340,Kilounit per Liter,false
C1880521,Enzyme Unit per Milliliter,false
C2945590,Unit per Milliliter,false
C3641830,Overall Quality of Life,false
C0005821,Blood Platelets,true
C0443286,Reaction,false
C1627892,Microgram per Kilogram,false
C0055729,cilostazol,true
C0522776,Placement of stent,false
C0682125,Alaska Natives,true
C1706388,Array Feature,false
C2346469,Image Feature,false
C2348519,Feature,false
C0168273,bivalirudin,true
C0205448,Two,false
C0849164,blood medications,false
C1456447,SLC6A2 protein, human,true
C3853572,Ephrin Type-B Receptor 1, human,false
C3887809,Net (qualifier),false
C3890893,SLC6A2 wt Allele,false
C0006685,Calcium Channel,true
C0205272,Regular,false
C0009830,Consumption of goods,true
C1947907,biologic consumption,false
C0030163,Artificial cardiac pacemaker,true
C0810633,Pacemakers,false
C1546728,Specimen Source Codes - Pacemaker,false
C3275122,Pacemaker Procedure,false
C3853703,Pacemaker ECG Assessment,false
C3830527,Detectable,false
C0162577,Angioplasty,true
C1548817,Angioplasty - Consent Type,false
C0001701,Exercise, Aerobic,true
C1419115,PTPRF gene,false
C0276828,Avian trichomoniasis,false
C3814448,Low Anterior Resection,false
C0439093,Greater Than,false
C1707957,Evaluator - personnel,false
C2698624,CDISC SDTM Evaluator Terminology,false
C0011900,Diagnosis,true
C0019425,Heterozygote,true
C0241888,Familial,false
C1704338,diagnosis aspect,true
C1704656,Diagnosis Study,false
C0205108,Distal (qualifier value),false
C0677535,Walls of a building,false
C0042402,Vasodilator Agents,true
C3537240,Vasodilator [EPC],false
C3714445,Maintenance dose,false
C0031001,Perfusion (procedure),true
C4281794,Perfusion route,false
C1292728,Condition activity,false
C0439167,Percent Activity,false
C0441655,Activities,false
C1561536,*Activity (kind of quantity),false
C3668946,Activity (animal life circumstance),false
C4049938,Physical Activity Measurement,false
C4049939,FDA Establishment Activity Terminology,false
C1948374,fluticasone furoate,true
C0085201,Apolipoprotein A-I,true
C1677784,APOA1 protein, human,true
C1551421,Miami race,false
C1708601,K Prime,false
C0242751,Europa,true
C0012265,Digoxin,true
C0003695,Arachidonic Acid,true
C0000545,Eicosapentaenoic Acid,true
C0439632,Age values,false
C2316832,Arachidonic acid measurement,false
C2699193,Cholesterol to HDL-Cholesterol Ratio Measurement,false
C0536221,HSD17B4 protein, human,true
C3813197,HSD17B4 wt Allele,false
C4281799,Vitamin D-Binding Protein, human,false
C0041582,Ulcer,true
C0017086,Gangrene,true
C0020885,ileum,true
C0205098,Medial,false
C0348026,Diagnostic,false
C4522154,Distal Resection Margin,false
C0006041,Botswana,true
C2986891,Body Weight Domain,false
C0635222,hemoglobin L,true
C1122087,adalimumab,true
C1705493,West (direction),false
C0680727,Mediation,true
C0225990,Large blood vessel structure,false
C0232201,Sinus rhythm,false
C0152171,Idiopathic pulmonary hypertension,false
C0340543,Familial primary pulmonary hypertension,true
C0637939,hydralazine 4-anisaldehyde hydrazone,true
C1150929,2-oxo-hept-3-ene-1,7-dioate hydratase activity,false
C1879987,Canadian Cardiovascular Society Grading Scale Class,false
C0065880,Meglitinide,true
C0718674,Ascot,false
C0001613,Adrenal Cortex,true
C0007776,Cerebral cortex,true
C0022655,Structure of cortex of kidney,true
C0023823,Low-Density Lipoproteins,true
C2744579,ATP8A2 protein, human,true
C4552600,Adenosine Triphosphate Measurement,false
C1436327,AKR1B1 protein, human,true
C2986463,Androgen Receptor Positive,false
C3884535,AREG protein, human,true
C4521369,AKR1B1 wt Allele,false
C0439044,Living Alone,false
C0679994,alone - group size,false
C0205107,Proximal,false
C0017189,Gastrointestinal tract structure,true
C4489236,Proximal Resection Margin,false
C0456525,platelets/L,false
C0291665,B-insulin,true
C0033687,Proteinuria,true
C1962972,Proteinuria, CTCAE 3.0,false
C4554346,Proteinuria, CTCAE 5.0,false
C0497247,Increase in blood pressure,false
C0023089,Lasers,true
C0458142,Laser-generated electromagnetic radiation,false
C1023865,Laser plant,false
C1706315,Laser Device Component,false
C4054229,Patient Assessment of Overall Well-Being,false
C3272317,In Stent Restenosis,false
C0007674,Central America,true
C0562350,Hip circumference,false
C0687673,Registered nurse,true
C3272900,N-Terminal ProB-type Natriuretic Peptide Measurement,false
C0040704,Transient Population Group,true
C0042027,Urinary tract,true
C0369901,Protein/Creatinine,false
C0428627,Protein to Creatinine Ratio Measurement,false
C1524119,urinary,false
C3640764,Intermediate Risk,false
C0729627,Non-high density lipoprotein cholesterol (substance),false
C1535899,Non-High Density Lipoprotein Cholesterol Measurement,false
C0439458,IU/mL,false
C1533107,Puff unit dose,false
C0340288,Stable angina,true
C0443252,Long-term,false
C0017168,Gastroesophageal reflux disease,true
C4553201,Gastroesophageal Reflux Disease, CTCAE,false
C0022661,Kidney Failure, Chronic,true
C2316810,Chronic kidney disease stage 5,false
C0585941,Antihypertensive therapy,false
C0022023,Ions,true
C1700702,Iontophoresis Route of Drug Administration,false
C0376297,Cardiac Death,true
C1261322,Evaluation procedure,false
C4084924,Clinical Evaluation,false
C2826267,Evaluation Interval,false
C0679646,Participant,false
C0439342,Microunit per Milliliter,false
C1710706,Zone,false
C1565830,PTGS1 protein, human,true
C0039155,Systole,true
C1424906,DTNBP1 gene,false
C3274775,Mildly Abnormal Ejection Fraction,false
C0239998,Recurrent infections,false
C0439394,liter/second,false
C1706495,upper case letter ell,false
C3642217,Per Liter,false
C1515010,Subcategory,false
C0006560,C-reactive protein,true
C1413716,CRP gene,false
C1321500,Conversion of cardiac rhythm to sinus rhythm,false
C0398147,Creation of venovenous bypass,false
C2612459,low-density lipoprotein particle,false
C0449791,Number of lesions,false
C0444956,High dose,false
C2242682,Recurrent Cerebral Ischemia,false
C0450168,Distal third,false
C0588207,Bone structure of distal radius,false
C0009932,Control Groups,true
C1708760,Lowest,false
C0456712,Stroke index,false
C0232813,Renal clearance function,false
C0699829,Renal clearance diagnostic test,false
C1704514,Common Compensatory Fascial Pattern,false
C0003281,Anticoagulation Therapy,false
C2917212,Negative Regulation of Coagulation,false
C2919015,ANTICOAGULATION (finding),false
C3537050,Decreased Coagulation Activity [PE],false
C0478157,Unknown and unspecified causes of morbidity,false
C0586003,Discharge from hospital,false
C0376409,Patient Preference,true
C0033204,Probability,true
C0332148,Probable diagnosis,false
C0683469,surgical methods,false
C0162388,Killing,true
C0681205,Sacrifice,false
C1550555,kill - ActRelationshipJoin,false
C4555205,Ex-Smokers,true
C0018017,objective (goal),true
C1571704,Act Mood - Goal,false
C0205470,immunologic,false
C4076075,Infliximab therapy,false
C0413234,Acute allergic reaction,false
C0380964,factor V Leiden,true
C0584960,Factor V Leiden mutation,false
C1414509,F5 gene,false
C3542419,Factor V Leiden Measurement,false
C0240094,Joint tenderness,false
C4554549,Tender joint:Anatomy:Point in time:^Patient:Nominal,false
