"";"terms"
"16809";"No OCS use, no nasal polyps, pre-BD FVC s65% of predicted and age at diagnosis <18 years"
"16810";"No of Events / Total N (%)"
"16811";"No of events women men*"
"16812";"No of events womenmen*"
"16813";"No of events/total N (%)"
"16814";"No OP, no VFx"
"16815";"No OP, VFx"
"16816";"No or unknown"
"16817";"No oral antidiabetic medication"
"16818";"No p-blocker intake at randomisation (n=685)"
"16819";"No P-blocker intake at randomisation (n=685)"
"16820";"No p Value for Ischemia Ischemia HR (95% CI) Interaction"
"16821";"No pa"
"16822";"No PAD (n - 20,017)"
"16823";"No PAD baseline"
"16824";"No PAH-specific therapy"
"16825";"No PAH therapy"
"16826";"No PCI"
"16827";"No PCI or CABG — no. (%)"
"16828";"No Peripheral Revascularization (n = 4,911)"
"16829";"No Persistent WRF (n = 1,658)"
"16830";"No PO"
"16831";"No polyvascular disease (n=16 204)"
"16832";"No polyvascular disease* (n=16 204)"
"16833";"NO PPI"
"16834";"No Pretreatment"
"16835";"No previous CD related surgery3"
"16836";"No previous COPD medication"
"16837";"No Previous CV Event"
"16838";"No Previous Diagnosis of Diabetes Mellitus"
"16839";"No previous DMARD therapy"
"16840";"No Previous Ischemic Stroke/ TIA (n=15 132; 71.7%)"
"16841";"No previous myocardial infarction"
"16842";"No previous myocardial infarction 117/2659"
"16843";"No previous myocardial infarction 87/2659"
"16844";"No previous stroke or TIA (n=4819)"
"16845";"No previous stroke or TIA (n=4827)"
"16846";"No previous stroke or TIA (n=4843)"
"16847";"No previous stroke orTIA"
"16848";"No previous stroke/TIA"
"16849";"No previous treatment with infliximab"
"16850";"No Prior ADMc"
"16851";"No prior angina (n = 3,475)"
"16852";"No prior aspirin"
"16853";"No Prior CABG"
"16854";"No Prior Cancer"
"16855";"No Prior CV Event"
"16856";"No Prior CVD"
"16857";"No Prior DM"
"16858";"No Prior Heart Failure"
"16859";"No Prior Heart Failure (n = 14,387)"
"16860";"No prior HF (n = 5,286)"
"16861";"No prior HF hospitalization"
"16862";"No Prior HF Hospitalization (n = 3,125)"
"16863";"No Prior HF Hospitalization (n = 3,125)"
"16864";"No Prior HF n=5277"
"16865";"No prior HTN (n = 4,653)"
"16866";"No prior LGI event"
"16867";"No prior LLT"
"16868";"No prior MI"
"16869";"No Prior MI"
"16870";"No prior MI (n = 13,576)"
"16871";"No prior MI (n = 4,142)"
"16872";"No Prior MI n=4136"
"16873";"No prior Ml"
"16874";"No Prior Ml"
"16875";"No prior Ml or stroke"
"16876";"No prior MS therapies"
"16877";"No prior OMA use"
"16878";"No prior OMA use (N = 591)"
"16879";"No Prior PCI"
"16880";"No prior revascularization (n = 4,661)"
"16881";"No Prior Statin (n=44, 51)"
"16882";"No prior statin use"
"16883";"No Prior STEMI"
"16884";"No prior stroke"
"16885";"No Prior Stroke"
"16886";"No prior stroke (N = 6489)"
"16887";"No Prior stroke/TIA"
"16888";"No Prior Stroke/TIA"
"16889";"No prior TNF inhibitor exposure"
"16890";"No prior UGI event"
"16891";"No Readmission (n=1442)"
"16892";"No regular aspirin use"
"16893";"No regular consumption"
"16894";"No regular PPI use"
"16895";"No renal dysfunction"
"16896";"No Renal Dysfunction"
"16897";"No reperfusion"
"16898";"No resistant HTN n = 1,361"
"16899";"No revascularisation"
"16900";"No revascularization for index ACS event"
"16901";"No revascularization for index ACS event, no. (%)"
"16902";"No Second MI"
"16903";"No severe hypoglycemia"
"16904";"No smoking"
"16905";"No Smoking"
"16906";"No ST Depression or Elevation"
"16907";"No statin"
"16908";"No Statin"
"16909";"No statin (+/-LLT)"
"16910";"No statin during admission"
"16911";"No statin group"
"16912";"No Statin Use"
"16913";"No statin vs statin alone vs any statin plus other LLT"
"16914";"No steroid use at baseline (ref)"
"16915";"No steroids (n=74 vs 39)"
"16916";"No Stroke (N=17503)"
"16917";"no stroke n=13 889"
"16918";"No Stroke/TIA"
"16919";"No STSD >1 mm on admission (n = 4,109)"
"16920";"No Ststm"
"16921";"No symptoms"
"16922";"No Thienopyridine"
"16923";"No treatment or antihistamines only"
"16924";"No Type 2 Diabetes (n=336, 335)"
"16925";"No use"
"16926";"No use of 5-ASA compounds"
"16927";"No use ofdiabetes drugs — no. (%)"
"16928";"No VHD"
"16929";"No VHD Event Rate/Year (n)"
"16930";"No VKA at randomization"
"16931";"No VKA at Randomization"
"16932";"No worsening in PGA, %"
"16933";"No(n = 16,011)"
"16934";"No*"
"16935";"no."
"16936";"No."
"16937";"no. (%)"
"16938";"No. (%)"
"16939";"No. (%)'"
"16940";"No. (%) 182 (73)"
"16941";"No. (%) of Individuals*"
"16942";"No. (%) of participants"
"16943";"No. (%) of Participants"
"16944";"No. (%) of patients with ≥3% BSA affected"
"16945";"No. (%) of Patients With Atrial Tachyarrhythmia"
"16946";"No. (%) of patients with fingernail involvement"
"16947";"No. (%) of Patients With Stroke"
"16948";"No. (%) With Event [Incidence Rate per 100 patient-y]"
"16949";"No. (%)*"
"16950";"No. *"
"16951";"No. copies Gly16-Glu27-523C"
"16952";"No. evenls"
"16953";"No. fingernails"
"16954";"No. in the 12 mo before screening"
"16955";"No. Japanese"
"16956";"No. men"
"16957";"No. Needed to Treat (95% Cl)*"
"16958";"No. of"
"16959";"No. of ' signs or symptoms of CHFf"
"16960";"No. of 500-mg acetaminophen tablets/day"
"16961";"No. of 500-mg tablets of acetaminophen"
"16962";"No. of agents"
"16963";"No. of background glucose-lowering therapies, No. (%)"
"16964";"No. of cardiovascular events (cardiovascular events/1000 person-years)"
"16965";"No. of coronary vessels with >50% diameter stenosis"
"16966";"No. of days to HOMA-IR testing — median (IQR)"
"16967";"No. of days to randomization — median (IQR)"
"16968";"No. of Deaths"
"16969";"No. of diseased vessels (% of group)"
"16970";"No. of Drugs"
"16971";"no. of events"
"16972";"No. of events"
"16973";"No. of Events"
"16974";"No. of events (rate)"
"16975";"No. of events / total"
"16976";"no. of events/no. of patients"
"16977";"No. of Events/Patients"
"16978";"No. of events/patients %/yr"
"16979";"No. of Events/Sample Size"
"16980";"No. of Events/Sample Size I    I"
"16981";"no. of events/total no. (%)"
"16982";"no. of events/total no. 1%)"
"16983";"no. of events/totol no. (%)"
"16984";"No. of exacerbations in past year"
"16985";"No. of hospitalised patients"
"16986";"No. of infusions"
"16987";"No. of moderate or severe exacerbations in previous"
"16988";"No. of Non-TNFI"
"16989";"No. of pack-yr"
"16990";"no. of panents.total no. 1%)"
"16991";"no. of participants"
"16992";"No. of participants"
"16993";"No. of Participants (%)"
"16994";"no. of participants with events (%)"
"16995";"no. of patients"
"16996";"No. of patients"
"16997";"No. of Patients"
"16998";"No. OF Patients"
"16999";"No. of patients (%)"
"17000";"No. of Patients (Indacaterol/Placebo)"
"17001";"No. of patients IND/GLY SFC"
"17002";"No. of patients with AS"
"17003";"No. of patients with events (%)"
"17004";"No. of patients with PsA"
"17005";"No. of patients with RA"
"17006";"No. of patients/no. of events"
"17007";"no. of patients/no. of events (%) 742/2067 (36)    763/2061 (37)"
"17008";"no. of patients/total no. (%)"
"17009";"No. of predictors of cardiovascular risk"
"17010";"No. of previous anti-TNF drugs — no. (%)"
"17011";"No. of previous biologic DMARDs — no. (%)"
"17012";"No. of previous CIU/CSU medications"
"17013";"No. of previous CIU/CSU medications, mean (median)"
"17014";"No. of previous csDMARDs, n (%)"
"17015";"No. of previous TNE inhibitors"
"17016";"No. of previous venous thromboembolic events"
"17017";"No. of prior AEDs, n (%)"
"17018";"No. of prior AEDs, n (%) 0-1"
"17019";"No. of prior AEDs,c n(%)"
"17020";"No. of prior AEDsd"
"17021";"No. of Prior bDMARDs"
"17022";"No. of Prior TNFi"
"17023";"No. of risk factors (%)||"
"17024";"No. of risk factors for venous thromboembolism, no. (%)"
"17025";"No. of stents"
"17026";"No. of strokes (%)"
"17027";"No. of strokes/no. of patients in category (and %)"
"17028";"No. of subjects"
"17029";"No. of target vessels"
"17030";"No. of TNFi Among Non-TNFi Naive"
"17031";"No. of treated lesions"
"17032";"No. of treated vessels"
"17033";"No. of vessels"
"17034";"No. of vessels treated"
"17035";"No. of vessels with >50% stenosis"
"17036";"No. patients (%)"
"17037";"No. patients with"
"17038";"No. previous alpha-blocker use"
"17039";"No. previous DMARD, mean (SD)"
"17040";"No. pts"
"17041";"No. randomized"
"17042";"no. with event/total no. {%)"
"17043";"No. With Visit"
"17044";"No. women"
"17045";"No.*"
"17046";"No./100 Person-Yr"
"17047";"NO./100 Person-Yr"
"17048";"no./total"
"17049";"no./total no. (%)"
"17050";"no./total no. (%)t"
"17051";"no./total	no. (%)"
"17052";"No.a"
"17053";"no.of participants per 1000 patient-yr"
"17054";"No/unknown"
"17055";"No?"
"17056";"Nob Systolic blood pressure (mm Hg)"
"17057";"NoCAD/MI"
"17058";"Nocturia episodes/24h"
"17059";"Nocturnal back pain, 0–100 mm VAS, mean ± SD"
"17060";"Nocturnal symptoms in past week"
"17061";"Noirecerving"
"17062";"Noliecervrig"
"17063";"Nominal change"
"17064";"Nominal P vs placebo"
"17065";"Non- HDL-C"
"17066";"Non- White"
"17067";"Non-/Ex-drinker"
"17068";"Non-/Ex-tobacco User"
"17069";"non-anterior"
"17070";"Non-anterior"
"17071";"Non-Anterior"
"17072";"Non-Asian"
"17073";"Non-Asian (n=15 331)"
"17074";"Non-biological systemic"
"17075";"Non-black"
"17076";"Non-Black"
"17077";"Non-Black (n = 371)"
"17078";"Non-Black (n = 397)"
"17079";"Non-Black (n = 408)"
"17080";"Non-Black (n = 422)"
"17081";"Non-black participants"
"17082";"Non-Black race (n=496 vs 246)"
"17083";"Non-Black race and SS <9 (n=183 vs 96)"
"17084";"Non-Black race and SS >10 (n=313 vs 150)"
"17085";"Non-C"
"17086";"Non-CABG related bleeding at 48 h"
"17087";"Non-Calcium Antagonist Strategy (n = 11 309)"
"17088";"Non-Calcium Antagonist Strategy (NCAS) (events/n)"
"17089";"Non-CANA (n = 1178)"
"17090";"Non-CANA (n = 2109)"
"17091";"Non-CANA (n = 309)"
"17092";"Non-CANA (n = 621)"
"17093";"Non-cardiovascular Mortality"
"17094";"Non-carrier (N=135)"
"17095";"Non-caucasian"
"17096";"Non-Caucasian"
"17097";"Non-Caucasian EZE/SIMVA"
"17098";"Non-Caucasian EZE/SIMVA („ = 154}"
"17099";"Non-Caucasian EZE/SIMVA (n = 154)"
"17100";"Non-Caucasian SIMVA"
"17101";"Non-Caucasian SIMVA („ = 179}"
"17102";"Non-Caucasian SIMVA (n = 179)"
"17103";"Non-colorectal cancer"
"17104";"Non-compliance"
"17105";"Non-cortical"
"17106";"Non-CV mortality"
"17107";"Non-CVD deaths"
"17108";"Non-CVD mortality"
"17109";"Non-detectable/unknown"
"17110";"Non-detectable/unknown, n (%)"
"17111";"Non-diabetes"
"17112";"Non-diabetic"
"17113";"Non-Diabetic"
"17114";"Non-diabetic (n=1914)"
"17115";"Non-diabetic patients"
"17116";"Non-diabetic subjects, N=1957"
"17117";"Non-diabetics"
"17118";"Non-diabetics (n = 13892)"
"17119";"Non-dihydropyridine CCBs"
"17120";"Non-DM"
"17121";"Non-drug-eluting stent"
"17122";"Non-early Crohn's disease"
"17123";"Non-East Asian§"
"17124";"Non-East Asianf"
"17125";"Non‐elderly"
"17126";"Non-elderly (<65 years)"
"17127";"Non-end-stage renal dysfunction"
"17128";"Non-Endstage Renal Dysfunction*"
"17129";"Non-EPA (n = 2262)"
"17130";"Non-EPA (n = 7057)"
"17131";"non-EPA Number of <"
"17132";"Non-EPA(n = 2262)"
"17133";"Non-EPA(n = 7057)"
"17134";"Non-European Trial"
"17135";"Non-extensive"
"17136";"Non-fatal MI"
"17137";"Non-fatal Ml"
"17138";"Non-fatal myocardial infarction"
"17139";"Non-fatal stroke"
"17140";"Non-fibrin-specific"
"17141";"Non-frail"
"17142";"Non‐haemorrhagic stroke—No. (%)"
"17143";"Non-HDL"
"17144";"non-HDL-C"
"17145";"Non-HDL-C"
"17146";"Non-HDL-C (mg/dL)"
"17147";"Non-HDL-C (mg/dL)- mean ± SD"
"17148";"Non-HDL-C (mg/dl) **"
"17149";"Non-HDL-C (mmol/L)"
"17150";"Non-HDL-C (mmol/L, mean)"
"17151";"Non-HDL-C in 4 classes"
"17152";"Non-HDL-C*"
"17153";"Non-HDL-C, mean (SD)"
"17154";"Non-HDL-C, mean (SD), rng/dL"
"17155";"Non-HDL-C, mg/dl"
"17156";"Non-HDL-C, mg/DL"
"17157";"Non-HDL-C, mg/dL, mean (SD)"
"17158";"Non-HDL-C, mmol/L"
"17159";"Non-HDL-C, mmol/l, mean (SD)"
"17160";"Non-HDL-C/HDL-C"
"17161";"Non-HDL (mg/dl) <130"
"17162";"Non-HDL choleslerol"
"17163";"Non-HDL cholesterol"
"17164";"Non‐HDL cholesterol"
"17165";"Non-HDL cholesterol (mg/dl)"
"17166";"Non-HDL cholesterol (mg/dL)"
"17167";"Non-HDL cholesterol (week 24)"
"17168";"Non-HDL cholesterol J"
"17169";"Non-HDL cholesterol(mmol/l)"
"17170";"Non-HDL cholesterol/ApoB (ratio)"
"17171";"Non-HDLC"
"17172";"Non-High Density Lipoprotein (mg/dL) - Baseline - < Median (n=204, 212)"
"17173";"Non-High Density Lipoprotein (mg/dL) - Baseline - >= Median (n=214, 199)"
"17174";"Non-HisHnic"
"17175";"Non-Hispanic"
"17176";"Non-Hispanic and Latino"
"17177";"Non-Hispanic black"
"17178";"Non-Hispanic black or African-American"
"17179";"Non-Hispanic or Latino"
"17180";"Non-Hispanic white"
"17181";"Non-Hispanic, non-Latino"
"17182";"Non-Hispanic/Latino"
"17183";"Non-Hispanicwhite"
"17184";"Non-ICS+"
"17185";"Non-inhaled steroid use, n (%)"
"17186";"Non-insulin treated DM"
"17187";"Non-ischaemic"
"17188";"Non-ischaemic (n=2087)"
"17189";"Non-ischaemic (n=2O87)"
"17190";"Non-ischaemic aetiology"
"17191";"Non-ischaemic cardiomyopathy"
"17192";"Non-ischaemic cause"
"17193";"Non-ischaemic dilated cardiomyopathy"
"17194";"Non-Ischemic"
"17195";"Non-LAD artery"
"17196";"Non-MetS"
"17197";"Non-MetSyn"
"17198";"Non-MTX"
"17199";"Non-MTX csDMARDs"
"17200";"Non-PCI intravenous unfractionated heparin"
"17201";"Non-Q-wave myocardial infarction"
"17202";"Non-reversible (%)"
"17203";"Non-rheumatic valvular heart disease"
"17204";"Non-rollover"
"17205";"Non-severe hypoglycaemia"
"17206";"Non-smoker"
"17207";"Non-smoker (n=328, 313)"
"17208";"Non-smokers (at baseline)"
"17209";"Non-smokers receiving lipid-lowering drugs, p blockers,"
"17210";"Non-smokers receiving lipid-lowering drugs, p blockers, and either an ACE inhibitor or angiotension receptor blocker"
"17211";"Non-smokers receiving lipid lowering drugs, (5 blockers, and either an ACE inhibitor or angiotension receptor blocker"
"17212";"Non-spondylitis"
"17213";"Non-ST-elevation MI"
"17214";"Non-ST-Elevation MI"
"17215";"Non-ST-elevation Ml"
"17216";"Non-ST-Elevation Ml"
"17217";"Non-ST-elevation myocardial infarction"
"17218";"Non-ST-segment elevation"
"17219";"Non-ST-segment elevation ACS"
"17220";"Non-ST-Segment Elevation ACS"
"17221";"Non-ST-segment elevation MI"
"17222";"Non-ST-segment elevation myocardial infarction"
"17223";"Non-ST—elevation MI"
"17224";"non-statin (n=1054)"
"17225";"non-statin (n=704)"
"17226";"Non-STEMI"
"17227";"Non-stenotic vessels, n (%)"
"17228";"Non-steroidal anti-inflammatory drugs"
"17229";"Non-study PPI use"
"17230";"Non-sulfonylurea secretagogues"
"17231";"non-tiotropium"
"17232";"Non-tiotropium"
"17233";"Non-TNF inhibitors"
"17234";"Non-transient risk factors for recurrent VTE, n (%)"
"17235";"Non-trial antiplatelet"
"17236";"Non-trial p blocker"
"17237";"Non-trial treatment during hospital stay"
"17238";"Non-U.S."
"17239";"Non-United States"
"17240";"Non-US"
"17241";"Non-US (N=6845)"
"17242";"Non-user 1"
"17243";"Non-white"
"17244";"Non-White"
"17245";"Non-White race"
"17246";"Non-White Raceb"
"17247";"non–small-cell lung cancer"
"17248";"Non—ST-segment—elevation myocardial infarction"
"17249";"Non CNS embolism"
"17250";"Non CV Mortality"
"17251";"Non diuretics"
"17252";"Non High Dose Statin (n=168, 170)"
"17253";"Non Stent Thrombosis-Related MI"
"17254";"Non USA"
"17255";"Non white"
"17256";"Nonanterior"
"17257";"Nonaspirin antiplatelet"
"17258";"Nonaspirin antiplatelet agent"
"17259";"Nonbiologic disease-modifying drug other than methotrexate::"
"17260";"Nonblack"
"17261";"Nonblack (n=1465)"
"17262";"Nonblack (n=1465); Adjusted Hazard Ratio*"
"17263";"Nonblack Participants"
"17264";"Nonblack race — no. (%)-j-"
"17265";"Nonblack race — no. (%)f"
"17266";"Noncardiac death"
"17267";"Noncardiovascular"
"17268";"Noncardiovascular death"
"17269";"Noncaucasian"
"17270";"Noncomplex Anatomy (n - 7,824)"
"17271";"Noncompliant"
"17272";"Noncurrent smoker"
"17273";"Nondiabetes"
"17274";"Nondiabetic"
"17275";"Nondiabetic participants!"
"17276";"Nondisabling, nonfatal stroke"
"17277";"none"
"17278";"None"
"17279";"None (cDMARD-naive or past use at baseline)"
"17280";"None (n = 4216)"
"17281";"None 一 no. (%)"
"17282";"None at baseline"
"17283";"None of the above"
"17284";"None or diet"
"17285";"None or Seldom"
"17286";"NoneH"
"17287";"Nonfatai Myocardiai infarction"
"17288";"Nonfatal"
"17289";"Nonfatal ischemic stroke"
"17290";"Nonfatal MI (N = 316)"
"17291";"Nonfatal MI+fatal CHDt"
"17292";"Nonfatal Ml"
"17293";"Nonfatal Myocardiail Infarction"
"17294";"Nonfatal myocardial infarction"
"17295";"Nonfatal myocardial infarction®"
"17296";"Nonfatal stroke"
"17297";"Nonfatal stroke (N=57)"
"17298";"Nonfatal stroke®"
"17299";"Nonglycemic cardiovascular risk factors"
"17300";"Nonglycemic cardiovascular risk factors Systolic blood pressure — mmHg"
"17301";"Noninducing"
"17302";"Noninsulin therapy"
"17303";"Nonischemic"
"17304";"Nonischemic cardiomyopathy"
"17305";"Nonischemic cardiomyopathy — no. (%)"
"17306";"Nonmetabolic Syndrome (n = 5196)"
"17307";"Nonobese (<30 kg/nr)"
"17308";"nonreversible"
"17309";"Nonsevere hypoglycemia"
"17310";"Nonsmoker"
"17311";"Nonsmoker, n (%)"
"17312";"Nonsustained ventricular tachycardia — no. (%)-j-"
"17313";"Nontatal Ml"
"17314";"Nontraumatic leg or foot amputation"
"17315";"Nontrial PPI"
"17316";"Nonuser"
"17317";"Nonvertebral"
"17318";"Nonwhite"
"17319";"Nonwhite race"
"17320";"Nonwhite race — no. (%) Ejection fraction"
"17321";"Nonwhite race!"
"17322";"NOPPI"
"17323";"Nordic"
"17324";"Nordic countries"
"17325";"Normai Fasting Giucose Levei (n = 1425)"
"17326";"Normal"
"17327";"Normal-high renin (PRA >0.65 ng/mL/h) (n=144)"
"17328";"Normal (£90 ml/minute)"
"17329";"Normal (<34.99 U/ml)"
"17330";"Normal (≤ ULN) n = 371"
"17331";"Normal (≥90 mL·min−1·1.73 m−2), n (%)"
"17332";"Normal (>80)"
"17333";"Normal (>90 mL/min)"
"17334";"Normal (>90 mLVmin per 1.73 m2)"
"17335";"Normal (>90)"
"17336";"Normal (BMI <25)"
"17337";"Normal (eGFR ≥90), N (%)"
"17338";"Normal (eGFR >90)"
"17339";"Normal >0-90"
"17340";"normal ACR (<30 mg/mg) at baseline to albuminuria (ACR >30 mg/g)"
"17341";"Normal albuminuria (UACR <30)"
"17342";"Normal baseline CRP"
"17343";"Normal BNP, ^80 pg/ml (n = 2,542)"
"17344";"Normal cognitive"
"17345";"Normal cognitive function (SPMSQ <2). N-1.616 N (%) participants with the event of interest"
"17346";"Normal coronary angiography"
"17347";"Normal CRP and"
"17348";"normal eGFR (60 < eGFR < 130 ml/min per 1.73 m2) at baseline to high eGFR (>130 ml/min per 1.73 m2)"
"17349";"Normal Fasting Glucose Level (n = 1425)"
"17350";"normal Function (crcl >95 ml/ min; n=3123 [22.2%])"
"17351";"Normal function or mild impairment"
"17352";"Normal HbA1c, n=2158"
"17353";"Normal hsCRP"
"17354";"Normal left ventricular ejection fraction — no. (%)J"
"17355";"normal or high eGFR (>60 ml/min per 1.73 m2) at baseline to low eGFR (<60 ml/min per 1.73 m2)"
"17356";"Normal or Increased Baseline GFR (>90 mL/min/1.73 m2)"
"17357";"Normal or Increased eGFR"
"17358";"Normal or Increased GFR (>90 mL/mln per 1.73 m^)"
"17359";"Normal or mild (IIEF-EF 17-30), n (%)"
"17360";"Normal renal function"
"17361";"Normal responder"
"17362";"Normal Responder (N=2982)"
"17363";"normal responders (n=2459)"
"17364";"Normal study termination"
"17365";"Normal Troponin"
"17366";"Normal weight (BMI <25)"
"17367";"Normal, <90"
"17368";"Normal/mild CKD"
"17369";"Normalfunction or mild impairment"
"17370";"Normalized"
